 1.50000000e-03  1.50000000e-03  1.50000000e-03  0.00000000e+00  1.50000000e-03  0.00000000e+00  1.50000000e-03  4.98999691e+00  1.50000000e-03  9.52093674e-02  1.50000000e-03  2.21252117e-01 
 1.50000020e-03  1.50000020e-03  1.50000020e-03  3.00000000e+00  1.50000020e-03  0.00000000e+00  1.50000020e-03  4.98998937e+00  1.50000020e-03  9.51689509e-02  1.50000020e-03  2.21150884e-01 
 1.50000060e-03  1.50000060e-03  1.50000060e-03  9.00000000e+00  1.50000060e-03  0.00000000e+00  1.50000060e-03  4.98997429e+00  1.50000060e-03  9.52321178e-02  1.50000060e-03  2.20948420e-01 
 1.50000130e-03  1.50000130e-03  1.50000130e-03  1.95000000e+01  1.50000130e-03  0.00000000e+00  1.50000130e-03  4.98994794e+00  1.50000130e-03  9.58944851e-02  1.50000130e-03  2.20594116e-01 
 1.50000165e-03  1.50000165e-03  1.50000165e-03  2.47500000e+01  1.50000165e-03  0.00000000e+00  1.50000165e-03  4.98993483e+00  1.50000165e-03  9.64951620e-02  1.50000165e-03  2.20416968e-01 
 1.50000200e-03  1.50000200e-03  1.50000200e-03  3.00000000e+01  1.50000200e-03  0.00000000e+00  1.50000200e-03  4.98992180e+00  1.50000200e-03  9.72782207e-02  1.50000200e-03  2.20239822e-01 
 1.50000207e-03  1.50000207e-03  1.50000207e-03  3.00000000e+01  1.50000207e-03  0.00000000e+00  1.50000207e-03  4.98991920e+00  1.50000207e-03  9.74530703e-02  1.50000207e-03  2.20204393e-01 
 1.50000221e-03  1.50000221e-03  1.50000221e-03  3.00000000e+01  1.50000221e-03  0.00000000e+00  1.50000221e-03  4.98991403e+00  1.50000221e-03  9.78027685e-02  1.50000221e-03  2.20133535e-01 
 1.50000249e-03  1.50000249e-03  1.50000249e-03  3.00000000e+01  1.50000249e-03  0.00000000e+00  1.50000249e-03  4.98990372e+00  1.50000249e-03  9.85021604e-02  1.50000249e-03  2.19991821e-01 
 1.50000305e-03  1.50000305e-03  1.50000305e-03  3.00000000e+01  1.50000305e-03  0.00000000e+00  1.50000305e-03  4.98988332e+00  1.50000305e-03  9.99009264e-02  1.50000305e-03  2.19708399e-01 
 1.50000417e-03  1.50000417e-03  1.50000417e-03  3.00000000e+01  1.50000417e-03  0.00000000e+00  1.50000417e-03  4.98984338e+00  1.50000417e-03  1.02698386e-01  1.50000417e-03  2.19141571e-01 
 1.50000641e-03  1.50000641e-03  1.50000641e-03  3.00000000e+01  1.50000641e-03  0.00000000e+00  1.50000641e-03  4.98976690e+00  1.50000641e-03  1.08293013e-01  1.50000641e-03  2.18007992e-01 
 1.50001089e-03  1.50001089e-03  1.50001089e-03  3.00000000e+01  1.50001089e-03  0.00000000e+00  1.50001089e-03  4.98962758e+00  1.50001089e-03  1.19481097e-01  1.50001089e-03  2.15741127e-01 
 1.50001985e-03  1.50001985e-03  1.50001985e-03  3.00000000e+01  1.50001985e-03  0.00000000e+00  1.50001985e-03  4.98940350e+00  1.50001985e-03  1.41852552e-01  1.50001985e-03  2.11208543e-01 
 1.50003777e-03  1.50003777e-03  1.50003777e-03  3.00000000e+01  1.50003777e-03  0.00000000e+00  1.50003777e-03  4.98917336e+00  1.50003777e-03  1.86576361e-01  1.50003777e-03  2.02147695e-01 
 1.50005777e-03  1.50005777e-03  1.50005777e-03  3.00000000e+01  1.50005777e-03  0.00000000e+00  1.50005777e-03  4.98925942e+00  1.50005777e-03  2.36460745e-01  1.50005777e-03  1.92041422e-01 
 1.50007101e-03  1.50007101e-03  1.50007101e-03  3.00000000e+01  1.50007101e-03  0.00000000e+00  1.50007101e-03  4.98951524e+00  1.50007101e-03  2.69470357e-01  1.50007101e-03  1.85353604e-01 
 1.50008425e-03  1.50008425e-03  1.50008425e-03  3.00000000e+01  1.50008425e-03  0.00000000e+00  1.50008425e-03  4.98992931e+00  1.50008425e-03  3.02465385e-01  1.50008425e-03  1.78668230e-01 
 1.50008445e-03  1.50008445e-03  1.50008445e-03  2.70000000e+01  1.50008445e-03  0.00000000e+00  1.50008445e-03  4.98993679e+00  1.50008445e-03  3.02903623e-01  1.50008445e-03  1.78567274e-01 
 1.50008485e-03  1.50008485e-03  1.50008485e-03  2.10000000e+01  1.50008485e-03  0.00000000e+00  1.50008485e-03  4.98995180e+00  1.50008485e-03  3.03636094e-01  1.50008485e-03  1.78365364e-01 
 1.50008555e-03  1.50008555e-03  1.50008555e-03  1.05000000e+01  1.50008555e-03  0.00000000e+00  1.50008555e-03  4.98997820e+00  1.50008555e-03  3.04366069e-01  1.50008555e-03  1.78012025e-01 
 1.50008625e-03  1.50008625e-03  1.50008625e-03  2.93745472e-10  1.50008625e-03  0.00000000e+00  1.50008625e-03  4.99000456e+00  1.50008625e-03  3.04371925e-01  1.50008625e-03  1.77658693e-01 
 1.50008638e-03  1.50008638e-03  1.50008638e-03  0.00000000e+00  1.50008638e-03  0.00000000e+00  1.50008638e-03  4.99000921e+00  1.50008638e-03  3.04309060e-01  1.50008638e-03  1.77596334e-01 
 1.50008662e-03  1.50008662e-03  1.50008662e-03  0.00000000e+00  1.50008662e-03  0.00000000e+00  1.50008662e-03  4.99001848e+00  1.50008662e-03  3.04183330e-01  1.50008662e-03  1.77471619e-01 
 1.50008712e-03  1.50008712e-03  1.50008712e-03  0.00000000e+00  1.50008712e-03  0.00000000e+00  1.50008712e-03  4.99003694e+00  1.50008712e-03  3.03931872e-01  1.50008712e-03  1.77222190e-01 
 1.50008811e-03  1.50008811e-03  1.50008811e-03  0.00000000e+00  1.50008811e-03  0.00000000e+00  1.50008811e-03  4.99007353e+00  1.50008811e-03  3.03428966e-01  1.50008811e-03  1.76723341e-01 
 1.50009008e-03  1.50009008e-03  1.50009008e-03  0.00000000e+00  1.50009008e-03  0.00000000e+00  1.50009008e-03  4.99014536e+00  1.50009008e-03  3.02423190e-01  1.50009008e-03  1.75725680e-01 
 1.50009404e-03  1.50009404e-03  1.50009404e-03  0.00000000e+00  1.50009404e-03  0.00000000e+00  1.50009404e-03  4.99028359e+00  1.50009404e-03  3.00411791e-01  1.50009404e-03  1.73730508e-01 
 1.50010194e-03  1.50010194e-03  1.50010194e-03  0.00000000e+00  1.50010194e-03  0.00000000e+00  1.50010194e-03  4.99053841e+00  1.50010194e-03  2.96389612e-01  1.50010194e-03  1.69740777e-01 
