 3.50037483e-01  3.50037483e-01  3.50037483e-01  5.01065806e+01  3.50037483e-01  4.68386519e+00  3.50037483e-01  4.93673948e+01  3.50037483e-01  4.65180673e+00 
 3.50087483e-01  3.50087483e-01  3.50087483e-01  5.04010286e+01  3.50087483e-01  4.71192688e+00  3.50087483e-01  4.94013072e+01  3.50087483e-01  4.65500838e+00 
 3.50137483e-01  3.50137483e-01  3.50137483e-01  5.06931664e+01  3.50137483e-01  4.73979126e+00  3.50137483e-01  4.94351635e+01  3.50137483e-01  4.65820732e+00 
 3.50187483e-01  3.50187483e-01  3.50187483e-01  5.09828515e+01  3.50187483e-01  4.76744473e+00  3.50187483e-01  4.94689460e+01  3.50187483e-01  4.66140184e+00 
 3.50237483e-01  3.50237483e-01  3.50237483e-01  5.12699423e+01  3.50237483e-01  4.79487379e+00  3.50237483e-01  4.95026368e+01  3.50237483e-01  4.66459025e+00 
 3.50287483e-01  3.50287483e-01  3.50287483e-01  5.15542986e+01  3.50287483e-01  4.82206505e+00  3.50287483e-01  4.95362178e+01  3.50287483e-01  4.66777086e+00 
 3.50337483e-01  3.50337483e-01  3.50337483e-01  5.18357810e+01  3.50337483e-01  4.84900522e+00  3.50337483e-01  4.95696714e+01  3.50337483e-01  4.67094200e+00 
 3.50387483e-01  3.50387483e-01  3.50387483e-01  5.21142517e+01  3.50387483e-01  4.87568111e+00  3.50387483e-01  4.96029798e+01  3.50387483e-01  4.67410197e+00 
 3.50437483e-01  3.50437483e-01  3.50437483e-01  5.23895737e+01  3.50437483e-01  4.90207965e+00  3.50437483e-01  4.96361251e+01  3.50437483e-01  4.67724909e+00 
 3.50487483e-01  3.50487483e-01  3.50487483e-01  5.26616116e+01  3.50487483e-01  4.92818788e+00  3.50487483e-01  4.96690898e+01  3.50487483e-01  4.68038170e+00 
 3.50537483e-01  3.50537483e-01  3.50537483e-01  5.29302310e+01  3.50537483e-01  4.95399296e+00  3.50537483e-01  4.97018561e+01  3.50537483e-01  4.68349812e+00 
 3.50587483e-01  3.50587483e-01  3.50587483e-01  5.31952991e+01  3.50587483e-01  4.97948216e+00  3.50587483e-01  4.97344065e+01  3.50587483e-01  4.68659668e+00 
 3.50637483e-01  3.50637483e-01  3.50637483e-01  5.34566843e+01  3.50637483e-01  5.00464289e+00  3.50637483e-01  4.97667234e+01  3.50637483e-01  4.68967573e+00 
 3.50687483e-01  3.50687483e-01  3.50687483e-01  5.37142562e+01  3.50687483e-01  5.02946267e+00  3.50687483e-01  4.97987895e+01  3.50687483e-01  4.69273360e+00 
 3.50737483e-01  3.50737483e-01  3.50737483e-01  5.39678861e+01  3.50737483e-01  5.05392915e+00  3.50737483e-01  4.98305872e+01  3.50737483e-01  4.69576865e+00 
 3.50787483e-01  3.50787483e-01  3.50787483e-01  5.42174466e+01  3.50787483e-01  5.07803011e+00  3.50787483e-01  4.98620993e+01  3.50787483e-01  4.69877923e+00 
 3.50837483e-01  3.50837483e-01  3.50837483e-01  5.44628117e+01  3.50837483e-01  5.10175348e+00  3.50837483e-01  4.98933086e+01  3.50837483e-01  4.70176371e+00 
 3.50887483e-01  3.50887483e-01  3.50887483e-01  5.47038570e+01  3.50887483e-01  5.12508729e+00  3.50887483e-01  4.99241978e+01  3.50887483e-01  4.70472046e+00 
 3.50937483e-01  3.50937483e-01  3.50937483e-01  5.49404594e+01  3.50937483e-01  5.14801976e+00  3.50937483e-01  4.99547500e+01  3.50937483e-01  4.70764786e+00 
 3.50987483e-01  3.50987483e-01  3.50987483e-01  5.51724977e+01  3.50987483e-01  5.17053920e+00  3.50987483e-01  4.99849481e+01  3.50987483e-01  4.71054429e+00 
 3.51037483e-01  3.51037483e-01  3.51037483e-01  5.53998519e+01  3.51037483e-01  5.19263410e+00  3.51037483e-01  5.00147752e+01  3.51037483e-01  4.71340814e+00 
 3.51087483e-01  3.51087483e-01  3.51087483e-01  5.56224038e+01  3.51087483e-01  5.21429307e+00  3.51087483e-01  5.00442146e+01  3.51087483e-01  4.71623783e+00 
 3.51137483e-01  3.51137483e-01  3.51137483e-01  5.58400367e+01  3.51137483e-01  5.23550489e+00  3.51137483e-01  5.00732496e+01  3.51137483e-01  4.71903175e+00 
 3.51187483e-01  3.51187483e-01  3.51187483e-01  5.60526357e+01  3.51187483e-01  5.25625848e+00  3.51187483e-01  5.01018636e+01  3.51187483e-01  4.72178834e+00 
