 time            time            v(rfp)          v(lop)          voutdiff       
 2.46550000e-07  2.46550000e-07  8.47899571e-01  5.50000000e-01 -3.82913114e-02 
 2.46650000e-07  2.46650000e-07  8.47956755e-01  5.50000000e-01 -3.72628425e-02 
 2.46750000e-07  2.46750000e-07  8.48014261e-01  5.50000000e-01 -3.62284665e-02 
 2.46850000e-07  2.46850000e-07  8.48072080e-01  5.50000000e-01 -3.51883472e-02 
 2.46950000e-07  2.46950000e-07  8.48130204e-01  5.50000000e-01 -3.41426490e-02 
 2.47050000e-07  2.47050000e-07  8.48188623e-01  5.50000000e-01 -3.30915375e-02 
 2.47150000e-07  2.47150000e-07  8.48247328e-01  5.50000000e-01 -3.20351790e-02 
 2.47250000e-07  2.47250000e-07  8.48306310e-01  5.50000000e-01 -3.09737407e-02 
 2.47350000e-07  2.47350000e-07  8.48365560e-01  5.50000000e-01 -2.99073907e-02 
 2.47450000e-07  2.47450000e-07  8.48425067e-01  5.50000000e-01 -2.88362977e-02 
 2.47550000e-07  2.47550000e-07  8.48484824e-01  5.50000000e-01 -2.77606315e-02 
 2.47650000e-07  2.47650000e-07  8.48544819e-01  5.50000000e-01 -2.66805624e-02 
 2.47750000e-07  2.47750000e-07  8.48605044e-01  5.50000000e-01 -2.55962616e-02 
 2.47850000e-07  2.47850000e-07  8.48665490e-01  5.50000000e-01 -2.45079007e-02 
 2.47950000e-07  2.47950000e-07  8.48726146e-01  5.50000000e-01 -2.34156523e-02 
 2.48050000e-07  2.48050000e-07  8.48787004e-01  5.50000000e-01 -2.23196895e-02 
 2.48150000e-07  2.48150000e-07  8.48848053e-01  5.50000000e-01 -2.12201860e-02 
 2.48250000e-07  2.48250000e-07  8.48909284e-01  5.50000000e-01 -2.01173161e-02 
 2.48350000e-07  2.48350000e-07  8.48970687e-01  5.50000000e-01 -1.90112546e-02 
 2.48450000e-07  2.48450000e-07  8.49032253e-01  5.50000000e-01 -1.79021769e-02 
 2.48550000e-07  2.48550000e-07  8.49093971e-01  5.50000000e-01 -1.67902588e-02 
 2.48650000e-07  2.48650000e-07  8.49155833e-01  5.50000000e-01 -1.56756768e-02 
 2.48750000e-07  2.48750000e-07  8.49217828e-01  5.50000000e-01 -1.45586075e-02 
 2.48850000e-07  2.48850000e-07  8.49279946e-01  5.50000000e-01 -1.34392282e-02 
 2.48950000e-07  2.48950000e-07  8.49342178e-01  5.50000000e-01 -1.23177164e-02 
 2.49050000e-07  2.49050000e-07  8.49404514e-01  5.50000000e-01 -1.11942501e-02 
 2.49150000e-07  2.49150000e-07  8.49466944e-01  5.50000000e-01 -1.00690075e-02 
 2.49250000e-07  2.49250000e-07  8.49529458e-01  5.50000000e-01 -8.94216702e-03 
 2.49350000e-07  2.49350000e-07  8.49592047e-01  5.50000000e-01 -7.81390759e-03 
 2.49450000e-07  2.49450000e-07  8.49654700e-01  5.50000000e-01 -6.68440819e-03 
 2.49550000e-07  2.49550000e-07  8.49717407e-01  5.50000000e-01 -5.55384805e-03 
 2.49650000e-07  2.49650000e-07  8.49780159e-01  5.50000000e-01 -4.42240659e-03 
 2.49750000e-07  2.49750000e-07  8.49842946e-01  5.50000000e-01 -3.29026335e-03 
 2.49850000e-07  2.49850000e-07  8.49905758e-01  5.50000000e-01 -2.15759801e-03 
 2.49925000e-07  2.49925000e-07  8.49952877e-01  5.50000000e-01 -1.30786167e-03 
 2.50000000e-07  2.50000000e-07  8.50000000e-01  5.50000000e-01 -4.58011542e-04 
 2.50010000e-07  2.50010000e-07  8.50006283e-01  5.62000000e-01 -3.44674847e-04 
 2.50030000e-07  2.50030000e-07  8.50018850e-01  5.86000000e-01 -1.18987876e-04 
 2.50070000e-07  2.50070000e-07  8.50043982e-01  6.34000000e-01  3.23955965e-04 
 2.50150000e-07  2.50150000e-07  8.50094242e-01  7.30000000e-01  8.18339561e-04 
 2.50250000e-07  2.50250000e-07  8.50157054e-01  8.50000000e-01  3.13378355e-04 
 2.50350000e-07  2.50350000e-07  8.50219841e-01  9.70000000e-01 -1.00248574e-03 
 2.50425000e-07  2.50425000e-07  8.50266908e-01  1.06000000e+00 -3.11780702e-03 
 2.50500000e-07  2.50500000e-07  8.50313953e-01  1.15000000e+00 -5.34335879e-03 
 2.50510000e-07  2.50510000e-07  8.50320223e-01  1.15000000e+00 -5.45201061e-03 
 2.50530000e-07  2.50530000e-07  8.50332763e-01  1.15000000e+00 -5.62976468e-03 
 2.50570000e-07  2.50570000e-07  8.50357835e-01  1.15000000e+00 -6.00074324e-03 
 2.50650000e-07  2.50650000e-07  8.50407953e-01  1.15000000e+00 -6.90373338e-03 
 2.50750000e-07  2.50750000e-07  8.50470542e-01  1.15000000e+00 -8.02774164e-03 
 2.50850000e-07  2.50850000e-07  8.50533056e-01  1.15000000e+00 -9.16004590e-03 
 2.50950000e-07  2.50950000e-07  8.50595486e-01  1.15000000e+00 -1.02835061e-02 
 2.51050000e-07  2.51050000e-07  8.50657822e-01  1.15000000e+00 -1.14105417e-02 
 2.51150000e-07  2.51150000e-07  8.50720054e-01  1.15000000e+00 -1.25322277e-02 
 2.51250000e-07  2.51250000e-07  8.50782172e-01  1.15000000e+00 -1.36542711e-02 
 2.51350000e-07  2.51350000e-07  8.50844167e-01  1.15000000e+00 -1.47726302e-02 
 2.51450000e-07  2.51450000e-07  8.50906029e-01  1.15000000e+00 -1.58895971e-02 
 2.51550000e-07  2.51550000e-07  8.50967747e-01  1.15000000e+00 -1.70034713e-02 
 2.51650000e-07  2.51650000e-07  8.51029313e-01  1.15000000e+00 -1.81149673e-02 
 2.51750000e-07  2.51750000e-07  8.51090716e-01  1.15000000e+00 -1.92234301e-02 
 2.51850000e-07  2.51850000e-07  8.51151947e-01  1.15000000e+00 -2.03288986e-02 
 2.51950000e-07  2.51950000e-07  8.51212996e-01  1.15000000e+00 -2.14311417e-02 
 2.52050000e-07  2.52050000e-07  8.51273854e-01  1.15000000e+00 -2.25299565e-02 
 2.52150000e-07  2.52150000e-07  8.51334510e-01  1.15000000e+00 -2.36252486e-02 
 2.52250000e-07  2.52250000e-07  8.51394956e-01  1.15000000e+00 -2.47167296e-02 
 2.52350000e-07  2.52350000e-07  8.51455181e-01  1.15000000e+00 -2.58043565e-02 
 2.52450000e-07  2.52450000e-07  8.51515176e-01  1.15000000e+00 -2.68878260e-02 
 2.52550000e-07  2.52550000e-07  8.51574933e-01  1.15000000e+00 -2.79670898e-02 
 2.52650000e-07  2.52650000e-07  8.51634440e-01  1.15000000e+00 -2.90418657e-02 
 2.52750000e-07  2.52750000e-07  8.51693690e-01  1.15000000e+00 -3.01120809e-02 
 2.52850000e-07  2.52850000e-07  8.51752672e-01  1.15000000e+00 -3.11774823e-02 
 2.52950000e-07  2.52950000e-07  8.51811377e-01  1.15000000e+00 -3.22379718e-02 
 2.53050000e-07  2.53050000e-07  8.51869796e-01  1.15000000e+00 -3.32933228e-02 
 2.53150000e-07  2.53150000e-07  8.51927920e-01  1.15000000e+00 -3.43434165e-02 
 2.53250000e-07  2.53250000e-07  8.51985739e-01  1.15000000e+00 -3.53880475e-02 
 2.53350000e-07  2.53350000e-07  8.52043245e-01  1.15000000e+00 -3.64270821e-02 
 2.53450000e-07  2.53450000e-07  8.52100429e-01  1.15000000e+00 -3.74603306e-02 
 2.53550000e-07  2.53550000e-07  8.52157280e-01  1.15000000e+00 -3.84876498e-02 
 2.53650000e-07  2.53650000e-07  8.52213791e-01  1.15000000e+00 -3.95088611e-02 
 2.53750000e-07  2.53750000e-07  8.52269952e-01  1.15000000e+00 -4.05238159e-02 
 2.53850000e-07  2.53850000e-07  8.52325755e-01  1.15000000e+00 -4.15323436e-02 
 2.53950000e-07  2.53950000e-07  8.52381191e-01  1.15000000e+00 -4.25342928e-02 
 2.54050000e-07  2.54050000e-07  8.52436251e-01  1.15000000e+00 -4.35294989e-02 
 2.54150000e-07  2.54150000e-07  8.52490926e-01  1.15000000e+00 -4.45178096e-02 
 2.54250000e-07  2.54250000e-07  8.52545207e-01  1.15000000e+00 -4.54990649e-02 
 2.54350000e-07  2.54350000e-07  8.52599087e-01  1.15000000e+00 -4.64731129e-02 
 2.54450000e-07  2.54450000e-07  8.52652556e-01  1.15000000e+00 -4.74397975e-02 
 2.54550000e-07  2.54550000e-07  8.52705606e-01  1.15000000e+00 -4.83989679e-02 
 2.54650000e-07  2.54650000e-07  8.52758229e-01  1.15000000e+00 -4.93504713e-02 
 2.54750000e-07  2.54750000e-07  8.52810417e-01  1.15000000e+00 -5.02941587e-02 
 2.54850000e-07  2.54850000e-07  8.52862161e-01  1.15000000e+00 -5.12298805e-02 
 2.54950000e-07  2.54950000e-07  8.52913452e-01  1.15000000e+00 -5.21574896e-02 
 2.55050000e-07  2.55050000e-07  8.52964284e-01  1.15000000e+00 -5.30768394e-02 
 2.55150000e-07  2.55150000e-07  8.53014648e-01  1.15000000e+00 -5.39877854e-02 
 2.55250000e-07  2.55250000e-07  8.53064535e-01  1.15000000e+00 -5.48901836e-02 
 2.55350000e-07  2.55350000e-07  8.53113939e-01  1.15000000e+00 -5.57839004e-02 
 2.55450000e-07  2.55450000e-07  8.53162851e-01  1.15000000e+00 -5.66687851e-02 
 2.55550000e-07  2.55550000e-07  8.53211263e-01  1.15000000e+00 -5.75446915e-02 
 2.55650000e-07  2.55650000e-07  8.53259169e-01  1.15000000e+00 -5.84114921e-02 
 2.55750000e-07  2.55750000e-07  8.53306559e-01  1.15000000e+00 -5.92690483e-02 
 2.55850000e-07  2.55850000e-07  8.53353428e-01  1.15000000e+00 -6.01172251e-02 
 2.55950000e-07  2.55950000e-07  8.53399767e-01  1.15000000e+00 -6.09558896e-02 
 2.56050000e-07  2.56050000e-07  8.53445569e-01  1.15000000e+00 -6.17849095e-02 
 2.56150000e-07  2.56150000e-07  8.53490827e-01  1.15000000e+00 -6.26041547e-02 
 2.56250000e-07  2.56250000e-07  8.53535534e-01  1.15000000e+00 -6.34134962e-02 
 2.56350000e-07  2.56350000e-07  8.53579682e-01  1.15000000e+00 -6.42128070e-02 
 2.56450000e-07  2.56450000e-07  8.53623266e-01  1.15000000e+00 -6.50019613e-02 
 2.56550000e-07  2.56550000e-07  8.53666277e-01  1.15000000e+00 -6.57808354e-02 
 2.56650000e-07  2.56650000e-07  8.53708709e-01  1.15000000e+00 -6.65493069e-02 
 2.56750000e-07  2.56750000e-07  8.53750555e-01  1.15000000e+00 -6.73072551e-02 
 2.56850000e-07  2.56850000e-07  8.53791810e-01  1.15000000e+00 -6.80545610e-02 
 2.56950000e-07  2.56950000e-07  8.53832465e-01  1.15000000e+00 -6.87911075e-02 
 2.57050000e-07  2.57050000e-07  8.53872515e-01  1.15000000e+00 -6.95167789e-02 
 2.57150000e-07  2.57150000e-07  8.53911954e-01  1.15000000e+00 -7.02314615e-02 
 2.57250000e-07  2.57250000e-07  8.53950775e-01  1.15000000e+00 -7.09350431e-02 
 2.57350000e-07  2.57350000e-07  8.53988972e-01  1.15000000e+00 -7.16274136e-02 
 2.57450000e-07  2.57450000e-07  8.54026539e-01  1.15000000e+00 -7.23084643e-02 
 2.57550000e-07  2.57550000e-07  8.54063471e-01  1.15000000e+00 -7.29780886e-02 
 2.57650000e-07  2.57650000e-07  8.54099761e-01  1.15000000e+00 -7.36361816e-02 
 2.57750000e-07  2.57750000e-07  8.54135403e-01  1.15000000e+00 -7.42826403e-02 
 2.57850000e-07  2.57850000e-07  8.54170392e-01  1.15000000e+00 -7.49173633e-02 
 2.57950000e-07  2.57950000e-07  8.54204723e-01  1.15000000e+00 -7.55402514e-02 
 2.58050000e-07  2.58050000e-07  8.54238390e-01  1.15000000e+00 -7.61512071e-02 
 2.58150000e-07  2.58150000e-07  8.54271387e-01  1.15000000e+00 -7.67501348e-02 
 2.58250000e-07  2.58250000e-07  8.54303710e-01  1.15000000e+00 -7.73369409e-02 
 2.58350000e-07  2.58350000e-07  8.54335354e-01  1.15000000e+00 -7.79115334e-02 
 2.58450000e-07  2.58450000e-07  8.54366312e-01  1.15000000e+00 -7.84738227e-02 
 2.58550000e-07  2.58550000e-07  8.54396582e-01  1.15000000e+00 -7.90237208e-02 
 2.58650000e-07  2.58650000e-07  8.54426157e-01  1.15000000e+00 -7.95611417e-02 
 2.58750000e-07  2.58750000e-07  8.54455033e-01  1.15000000e+00 -8.00860016e-02 
 2.58850000e-07  2.58850000e-07  8.54483205e-01  1.15000000e+00 -8.05982184e-02 
 2.58950000e-07  2.58950000e-07  8.54510670e-01  1.15000000e+00 -8.10977121e-02 
 2.59050000e-07  2.59050000e-07  8.54537422e-01  1.15000000e+00 -8.15844047e-02 
 2.59150000e-07  2.59150000e-07  8.54563458e-01  1.15000000e+00 -8.20582203e-02 
 2.59250000e-07  2.59250000e-07  8.54588773e-01  1.15000000e+00 -8.25190848e-02 
 2.59350000e-07  2.59350000e-07  8.54613364e-01  1.15000000e+00 -8.29669264e-02 
 2.59450000e-07  2.59450000e-07  8.54637226e-01  1.15000000e+00 -8.34016752e-02 
 2.59550000e-07  2.59550000e-07  8.54660356e-01  1.15000000e+00 -8.38232634e-02 
 2.59650000e-07  2.59650000e-07  8.54682749e-01  1.15000000e+00 -8.42316251e-02 
 2.59750000e-07  2.59750000e-07  8.54704404e-01  1.15000000e+00 -8.46266968e-02 
 2.59850000e-07  2.59850000e-07  8.54725315e-01  1.15000000e+00 -8.50084168e-02 
 2.59950000e-07  2.59950000e-07  8.54745481e-01  1.15000000e+00 -8.53767256e-02 
 2.60050000e-07  2.60050000e-07  8.54764897e-01  1.15000000e+00 -8.57315659e-02 
 2.60150000e-07  2.60150000e-07  8.54783560e-01  1.15000000e+00 -8.60728822e-02 
 2.60250000e-07  2.60250000e-07  8.54801468e-01  1.15000000e+00 -8.64006215e-02 
 2.60350000e-07  2.60350000e-07  8.54818618e-01  1.15000000e+00 -8.67147326e-02 
 2.60450000e-07  2.60450000e-07  8.54835007e-01  1.15000000e+00 -8.70151667e-02 
 2.60550000e-07  2.60550000e-07  8.54850633e-01  1.15000000e+00 -8.73018769e-02 
 2.60650000e-07  2.60650000e-07  8.54865493e-01  1.15000000e+00 -8.75748185e-02 
 2.60750000e-07  2.60750000e-07  8.54879584e-01  1.15000000e+00 -8.78339492e-02 
 2.60850000e-07  2.60850000e-07  8.54892905e-01  1.15000000e+00 -8.80792285e-02 
 2.60950000e-07  2.60950000e-07  8.54905453e-01  1.15000000e+00 -8.83106182e-02 
 2.61050000e-07  2.61050000e-07  8.54917226e-01  1.15000000e+00 -8.85280824e-02 
 2.61150000e-07  2.61150000e-07  8.54928223e-01  1.15000000e+00 -8.87315871e-02 
 2.61250000e-07  2.61250000e-07  8.54938442e-01  1.15000000e+00 -8.89211008e-02 
 2.61350000e-07  2.61350000e-07  8.54947881e-01  1.15000000e+00 -8.90965939e-02 
 2.61450000e-07  2.61450000e-07  8.54956538e-01  1.15000000e+00 -8.92580390e-02 
 2.61550000e-07  2.61550000e-07  8.54964413e-01  1.15000000e+00 -8.94054112e-02 
 2.61650000e-07  2.61650000e-07  8.54971504e-01  1.15000000e+00 -8.95386874e-02 
 2.61750000e-07  2.61750000e-07  8.54977810e-01  1.15000000e+00 -8.96578469e-02 
 2.61850000e-07  2.61850000e-07  8.54983330e-01  1.15000000e+00 -8.97628712e-02 
 2.61950000e-07  2.61950000e-07  8.54988063e-01  1.15000000e+00 -8.98537439e-02 
 2.62050000e-07  2.62050000e-07  8.54992008e-01  1.15000000e+00 -8.99304509e-02 
 2.62150000e-07  2.62150000e-07  8.54995165e-01  1.15000000e+00 -8.99929803e-02 
 2.62250000e-07  2.62250000e-07  8.54997533e-01  1.15000000e+00 -9.00413223e-02 
 2.62350000e-07  2.62350000e-07  8.54999112e-01  1.15000000e+00 -9.00754695e-02 
 2.62450000e-07  2.62450000e-07  8.54999901e-01  1.15000000e+00 -9.00954164e-02 
 2.62550000e-07  2.62550000e-07  8.54999901e-01  1.15000000e+00 -9.01011600e-02 
 2.62650000e-07  2.62650000e-07  8.54999112e-01  1.15000000e+00 -9.00926995e-02 
 2.62750000e-07  2.62750000e-07  8.54997533e-01  1.15000000e+00 -9.00700360e-02 
 2.62850000e-07  2.62850000e-07  8.54995165e-01  1.15000000e+00 -9.00331732e-02 
 2.62950000e-07  2.62950000e-07  8.54992008e-01  1.15000000e+00 -8.99821168e-02 
 2.63050000e-07  2.63050000e-07  8.54988063e-01  1.15000000e+00 -8.99168746e-02 
 2.63150000e-07  2.63150000e-07  8.54983330e-01  1.15000000e+00 -8.98374569e-02 
 2.63250000e-07  2.63250000e-07  8.54977810e-01  1.15000000e+00 -8.97438761e-02 
 2.63350000e-07  2.63350000e-07  8.54971504e-01  1.15000000e+00 -8.96361465e-02 
 2.63450000e-07  2.63450000e-07  8.54964413e-01  1.15000000e+00 -8.95142851e-02 
 2.63550000e-07  2.63550000e-07  8.54956538e-01  1.15000000e+00 -8.93783108e-02 
 2.63650000e-07  2.63650000e-07  8.54947881e-01  1.15000000e+00 -8.92282446e-02 
 2.63750000e-07  2.63750000e-07  8.54938442e-01  1.15000000e+00 -8.90641101e-02 
 2.63850000e-07  2.63850000e-07  8.54928223e-01  1.15000000e+00 -8.88859326e-02 
 2.63950000e-07  2.63950000e-07  8.54917226e-01  1.15000000e+00 -8.86937400e-02 
 2.64050000e-07  2.64050000e-07  8.54905453e-01  1.15000000e+00 -8.84875621e-02 
 2.64150000e-07  2.64150000e-07  8.54892905e-01  1.15000000e+00 -8.82674310e-02 
 2.64250000e-07  2.64250000e-07  8.54879584e-01  1.15000000e+00 -8.80333810e-02 
 2.64350000e-07  2.64350000e-07  8.54865493e-01  1.15000000e+00 -8.77854485e-02 
 2.64450000e-07  2.64450000e-07  8.54850633e-01  1.15000000e+00 -8.75236721e-02 
 2.64550000e-07  2.64550000e-07  8.54835007e-01  1.15000000e+00 -8.72480925e-02 
 2.64650000e-07  2.64650000e-07  8.54818618e-01  1.15000000e+00 -8.69587528e-02 
 2.64750000e-07  2.64750000e-07  8.54801468e-01  1.15000000e+00 -8.66556978e-02 
 2.64850000e-07  2.64850000e-07  8.54783560e-01  1.15000000e+00 -8.63389749e-02 
 2.64950000e-07  2.64950000e-07  8.54764897e-01  1.15000000e+00 -8.60086334e-02 
 2.65050000e-07  2.65050000e-07  8.54745481e-01  1.15000000e+00 -8.56647247e-02 
 2.65150000e-07  2.65150000e-07  8.54725315e-01  1.15000000e+00 -8.53073024e-02 
 2.65250000e-07  2.65250000e-07  8.54704404e-01  1.15000000e+00 -8.49364223e-02 
 2.65350000e-07  2.65350000e-07  8.54682749e-01  1.15000000e+00 -8.45521421e-02 
 2.65450000e-07  2.65450000e-07  8.54660356e-01  1.15000000e+00 -8.41545217e-02 
 2.65550000e-07  2.65550000e-07  8.54637226e-01  1.15000000e+00 -8.37436231e-02 
 2.65650000e-07  2.65650000e-07  8.54613364e-01  1.15000000e+00 -8.33195105e-02 
 2.65750000e-07  2.65750000e-07  8.54588773e-01  1.15000000e+00 -8.28822499e-02 
 2.65850000e-07  2.65850000e-07  8.54563458e-01  1.15000000e+00 -8.24319096e-02 
 2.65950000e-07  2.65950000e-07  8.54537422e-01  1.15000000e+00 -8.19685599e-02 
 2.66050000e-07  2.66050000e-07  8.54510670e-01  1.15000000e+00 -8.14922730e-02 
 2.66150000e-07  2.66150000e-07  8.54483205e-01  1.15000000e+00 -8.10031232e-02 
 2.66250000e-07  2.66250000e-07  8.54455033e-01  1.15000000e+00 -8.05011871e-02 
 2.66350000e-07  2.66350000e-07  8.54426157e-01  1.15000000e+00 -7.99865429e-02 
 2.66450000e-07  2.66450000e-07  8.54396582e-01  1.15000000e+00 -7.94592710e-02 
 2.66550000e-07  2.66550000e-07  8.54366312e-01  1.15000000e+00 -7.89194539e-02 
 2.66650000e-07  2.66650000e-07  8.54335354e-01  1.15000000e+00 -7.83671757e-02 
 2.66750000e-07  2.66750000e-07  8.54303710e-01  1.15000000e+00 -7.78025229e-02 
 2.66850000e-07  2.66850000e-07  8.54271387e-01  1.15000000e+00 -7.72255838e-02 
 2.66950000e-07  2.66950000e-07  8.54238390e-01  1.15000000e+00 -7.66364485e-02 
 2.67050000e-07  2.67050000e-07  8.54204723e-01  1.15000000e+00 -7.60352091e-02 
 2.67150000e-07  2.67150000e-07  8.54170392e-01  1.15000000e+00 -7.54219598e-02 
 2.67250000e-07  2.67250000e-07  8.54135403e-01  1.15000000e+00 -7.47967964e-02 
 2.67350000e-07  2.67350000e-07  8.54099761e-01  1.15000000e+00 -7.41598169e-02 
 2.67450000e-07  2.67450000e-07  8.54063471e-01  1.15000000e+00 -7.35111208e-02 
 2.67550000e-07  2.67550000e-07  8.54026539e-01  1.15000000e+00 -7.28508099e-02 
 2.67650000e-07  2.67650000e-07  8.53988972e-01  1.15000000e+00 -7.21789874e-02 
 2.67750000e-07  2.67750000e-07  8.53950775e-01  1.15000000e+00 -7.14957587e-02 
 2.67850000e-07  2.67850000e-07  8.53911954e-01  1.15000000e+00 -7.08012308e-02 
 2.67950000e-07  2.67950000e-07  8.53872515e-01  1.15000000e+00 -7.00955126e-02 
 2.68050000e-07  2.68050000e-07  8.53832465e-01  1.15000000e+00 -6.93787147e-02 
 2.68150000e-07  2.68150000e-07  8.53791810e-01  1.15000000e+00 -6.86509494e-02 
 2.68250000e-07  2.68250000e-07  8.53750555e-01  1.15000000e+00 -6.79123310e-02 
 2.68350000e-07  2.68350000e-07  8.53708709e-01  1.15000000e+00 -6.71629753e-02 
 2.68450000e-07  2.68450000e-07  8.53666277e-01  1.15000000e+00 -6.64029998e-02 
 2.68550000e-07  2.68550000e-07  8.53623266e-01  1.15000000e+00 -6.56325240e-02 
 2.68650000e-07  2.68650000e-07  8.53579682e-01  1.15000000e+00 -6.48516688e-02 
 2.68750000e-07  2.68750000e-07  8.53535534e-01  1.15000000e+00 -6.40605567e-02 
 2.68850000e-07  2.68850000e-07  8.53490827e-01  1.15000000e+00 -6.32593121e-02 
 2.68950000e-07  2.68950000e-07  8.53445569e-01  1.15000000e+00 -6.24480609e-02 
 2.69050000e-07  2.69050000e-07  8.53399767e-01  1.15000000e+00 -6.16269305e-02 
 2.69150000e-07  2.69150000e-07  8.53353428e-01  1.15000000e+00 -6.07960501e-02 
 2.69250000e-07  2.69250000e-07  8.53306559e-01  1.15000000e+00 -5.99555503e-02 
 2.69350000e-07  2.69350000e-07  8.53259169e-01  1.15000000e+00 -5.91055633e-02 
 2.69450000e-07  2.69450000e-07  8.53211263e-01  1.15000000e+00 -5.82462228e-02 
 2.69550000e-07  2.69550000e-07  8.53162851e-01  1.15000000e+00 -5.73776640e-02 
 2.69650000e-07  2.69650000e-07  8.53113939e-01  1.15000000e+00 -5.65000237e-02 
 2.69750000e-07  2.69750000e-07  8.53064535e-01  1.15000000e+00 -5.56134400e-02 
 2.69850000e-07  2.69850000e-07  8.53014648e-01  1.15000000e+00 -5.47180526e-02 
 2.69950000e-07  2.69950000e-07  8.52964284e-01  1.15000000e+00 -5.38139942e-02 
 2.70050000e-07  2.70050000e-07  8.52913452e-01  1.15000000e+00 -5.29014170e-02 
 2.70150000e-07  2.70150000e-07  8.52862161e-01  1.15000000e+00 -5.19804720e-02 
 2.70250000e-07  2.70250000e-07  8.52810417e-01  1.15000000e+00 -5.10512936e-02 
 2.70350000e-07  2.70350000e-07  8.52758229e-01  1.15000000e+00 -5.01140307e-02 
 2.70450000e-07  2.70450000e-07  8.52705606e-01  1.15000000e+00 -4.91688311e-02 
 2.70550000e-07  2.70550000e-07  8.52652556e-01  1.15000000e+00 -4.82158434e-02 
 2.70650000e-07  2.70650000e-07  8.52599087e-01  1.15000000e+00 -4.72552184e-02 
 2.70750000e-07  2.70750000e-07  8.52545207e-01  1.15000000e+00 -4.62871074e-02 
 2.70850000e-07  2.70850000e-07  8.52490926e-01  1.15000000e+00 -4.53116635e-02 
 2.70950000e-07  2.70950000e-07  8.52436251e-01  1.15000000e+00 -4.43290405e-02 
 2.71050000e-07  2.71050000e-07  8.52381191e-01  1.15000000e+00 -4.33393936e-02 
 2.71150000e-07  2.71150000e-07  8.52325755e-01  1.15000000e+00 -4.23428792e-02 
 2.71250000e-07  2.71250000e-07  8.52269952e-01  1.15000000e+00 -4.13396548e-02 
 2.71350000e-07  2.71350000e-07  8.52213791e-01  1.15000000e+00 -4.03298787e-02 
 2.71450000e-07  2.71450000e-07  8.52157280e-01  1.15000000e+00 -3.93137107e-02 
 2.71550000e-07  2.71550000e-07  8.52100429e-01  1.15000000e+00 -3.82913114e-02 
 2.71650000e-07  2.71650000e-07  8.52043245e-01  1.15000000e+00 -3.72628425e-02 
 2.71750000e-07  2.71750000e-07  8.51985739e-01  1.15000000e+00 -3.62284665e-02 
 2.71850000e-07  2.71850000e-07  8.51927920e-01  1.15000000e+00 -3.51883472e-02 
 2.71950000e-07  2.71950000e-07  8.51869796e-01  1.15000000e+00 -3.41426490e-02 
 2.72050000e-07  2.72050000e-07  8.51811377e-01  1.15000000e+00 -3.30915375e-02 
 2.72150000e-07  2.72150000e-07  8.51752672e-01  1.15000000e+00 -3.20351790e-02 
 2.72250000e-07  2.72250000e-07  8.51693690e-01  1.15000000e+00 -3.09737407e-02 
 2.72350000e-07  2.72350000e-07  8.51634440e-01  1.15000000e+00 -2.99073907e-02 
 2.72450000e-07  2.72450000e-07  8.51574933e-01  1.15000000e+00 -2.88362977e-02 
 2.72550000e-07  2.72550000e-07  8.51515176e-01  1.15000000e+00 -2.77606315e-02 
 2.72650000e-07  2.72650000e-07  8.51455181e-01  1.15000000e+00 -2.66805624e-02 
 2.72750000e-07  2.72750000e-07  8.51394956e-01  1.15000000e+00 -2.55962616e-02 
 2.72850000e-07  2.72850000e-07  8.51334510e-01  1.15000000e+00 -2.45079007e-02 
 2.72950000e-07  2.72950000e-07  8.51273854e-01  1.15000000e+00 -2.34156523e-02 
 2.73050000e-07  2.73050000e-07  8.51212996e-01  1.15000000e+00 -2.23196895e-02 
 2.73150000e-07  2.73150000e-07  8.51151947e-01  1.15000000e+00 -2.12201860e-02 
 2.73250000e-07  2.73250000e-07  8.51090716e-01  1.15000000e+00 -2.01173161e-02 
 2.73350000e-07  2.73350000e-07  8.51029313e-01  1.15000000e+00 -1.90112546e-02 
 2.73450000e-07  2.73450000e-07  8.50967747e-01  1.15000000e+00 -1.79021769e-02 
 2.73550000e-07  2.73550000e-07  8.50906029e-01  1.15000000e+00 -1.67902588e-02 
 2.73650000e-07  2.73650000e-07  8.50844167e-01  1.15000000e+00 -1.56756768e-02 
 2.73750000e-07  2.73750000e-07  8.50782172e-01  1.15000000e+00 -1.45586075e-02 
 2.73850000e-07  2.73850000e-07  8.50720054e-01  1.15000000e+00 -1.34392282e-02 
 2.73950000e-07  2.73950000e-07  8.50657822e-01  1.15000000e+00 -1.23177164e-02 
 2.74050000e-07  2.74050000e-07  8.50595486e-01  1.15000000e+00 -1.11942501e-02 
 2.74150000e-07  2.74150000e-07  8.50533056e-01  1.15000000e+00 -1.00690075e-02 
 2.74250000e-07  2.74250000e-07  8.50470542e-01  1.15000000e+00 -8.94216702e-03 
 2.74350000e-07  2.74350000e-07  8.50407953e-01  1.15000000e+00 -7.81390759e-03 
 2.74450000e-07  2.74450000e-07  8.50345300e-01  1.15000000e+00 -6.68440819e-03 
 2.74550000e-07  2.74550000e-07  8.50282593e-01  1.15000000e+00 -5.55384805e-03 
 2.74650000e-07  2.74650000e-07  8.50219841e-01  1.15000000e+00 -4.42240659e-03 
 2.74750000e-07  2.74750000e-07  8.50157054e-01  1.15000000e+00 -3.29026335e-03 
 2.74850000e-07  2.74850000e-07  8.50094242e-01  1.15000000e+00 -2.15759801e-03 
 2.74950000e-07  2.74950000e-07  8.50031416e-01  1.15000000e+00 -1.02459031e-03 
