 time            time            v(rfp)          v(lop)          voutdiff       
 6.03500000e-08  6.03500000e-08  8.54818618e-01  1.15000000e+00 -8.67147326e-02 
 6.04500000e-08  6.04500000e-08  8.54835007e-01  1.15000000e+00 -8.70151667e-02 
 6.05500000e-08  6.05500000e-08  8.54850633e-01  1.15000000e+00 -8.73018769e-02 
 6.06500000e-08  6.06500000e-08  8.54865493e-01  1.15000000e+00 -8.75748185e-02 
 6.07500000e-08  6.07500000e-08  8.54879584e-01  1.15000000e+00 -8.78339492e-02 
 6.08500000e-08  6.08500000e-08  8.54892905e-01  1.15000000e+00 -8.80792285e-02 
 6.09500000e-08  6.09500000e-08  8.54905453e-01  1.15000000e+00 -8.83106182e-02 
 6.10500000e-08  6.10500000e-08  8.54917226e-01  1.15000000e+00 -8.85280824e-02 
 6.11500000e-08  6.11500000e-08  8.54928223e-01  1.15000000e+00 -8.87315871e-02 
 6.12500000e-08  6.12500000e-08  8.54938442e-01  1.15000000e+00 -8.89211008e-02 
 6.13500000e-08  6.13500000e-08  8.54947881e-01  1.15000000e+00 -8.90965939e-02 
 6.14500000e-08  6.14500000e-08  8.54956538e-01  1.15000000e+00 -8.92580390e-02 
 6.15500000e-08  6.15500000e-08  8.54964413e-01  1.15000000e+00 -8.94054112e-02 
 6.16500000e-08  6.16500000e-08  8.54971504e-01  1.15000000e+00 -8.95386874e-02 
 6.17500000e-08  6.17500000e-08  8.54977810e-01  1.15000000e+00 -8.96578469e-02 
 6.18500000e-08  6.18500000e-08  8.54983330e-01  1.15000000e+00 -8.97628712e-02 
 6.19500000e-08  6.19500000e-08  8.54988063e-01  1.15000000e+00 -8.98537439e-02 
 6.20500000e-08  6.20500000e-08  8.54992008e-01  1.15000000e+00 -8.99304509e-02 
 6.21500000e-08  6.21500000e-08  8.54995165e-01  1.15000000e+00 -8.99929803e-02 
 6.22500000e-08  6.22500000e-08  8.54997533e-01  1.15000000e+00 -9.00413223e-02 
 6.23500000e-08  6.23500000e-08  8.54999112e-01  1.15000000e+00 -9.00754695e-02 
 6.24500000e-08  6.24500000e-08  8.54999901e-01  1.15000000e+00 -9.00954164e-02 
 6.25500000e-08  6.25500000e-08  8.54999901e-01  1.15000000e+00 -9.01011600e-02 
 6.26500000e-08  6.26500000e-08  8.54999112e-01  1.15000000e+00 -9.00926995e-02 
 6.27500000e-08  6.27500000e-08  8.54997533e-01  1.15000000e+00 -9.00700360e-02 
 6.28500000e-08  6.28500000e-08  8.54995165e-01  1.15000000e+00 -9.00331732e-02 
 6.29500000e-08  6.29500000e-08  8.54992008e-01  1.15000000e+00 -8.99821168e-02 
 6.30500000e-08  6.30500000e-08  8.54988063e-01  1.15000000e+00 -8.99168746e-02 
 6.31500000e-08  6.31500000e-08  8.54983330e-01  1.15000000e+00 -8.98374569e-02 
 6.32500000e-08  6.32500000e-08  8.54977810e-01  1.15000000e+00 -8.97438761e-02 
 6.33500000e-08  6.33500000e-08  8.54971504e-01  1.15000000e+00 -8.96361465e-02 
 6.34500000e-08  6.34500000e-08  8.54964413e-01  1.15000000e+00 -8.95142851e-02 
 6.35500000e-08  6.35500000e-08  8.54956538e-01  1.15000000e+00 -8.93783108e-02 
 6.36500000e-08  6.36500000e-08  8.54947881e-01  1.15000000e+00 -8.92282446e-02 
 6.37500000e-08  6.37500000e-08  8.54938442e-01  1.15000000e+00 -8.90641101e-02 
 6.38500000e-08  6.38500000e-08  8.54928223e-01  1.15000000e+00 -8.88859326e-02 
 6.39500000e-08  6.39500000e-08  8.54917226e-01  1.15000000e+00 -8.86937400e-02 
 6.40500000e-08  6.40500000e-08  8.54905453e-01  1.15000000e+00 -8.84875621e-02 
 6.41500000e-08  6.41500000e-08  8.54892905e-01  1.15000000e+00 -8.82674310e-02 
 6.42500000e-08  6.42500000e-08  8.54879584e-01  1.15000000e+00 -8.80333810e-02 
 6.43500000e-08  6.43500000e-08  8.54865493e-01  1.15000000e+00 -8.77854485e-02 
 6.44500000e-08  6.44500000e-08  8.54850633e-01  1.15000000e+00 -8.75236721e-02 
 6.45500000e-08  6.45500000e-08  8.54835007e-01  1.15000000e+00 -8.72480925e-02 
 6.46500000e-08  6.46500000e-08  8.54818618e-01  1.15000000e+00 -8.69587528e-02 
 6.47500000e-08  6.47500000e-08  8.54801468e-01  1.15000000e+00 -8.66556978e-02 
 6.48500000e-08  6.48500000e-08  8.54783560e-01  1.15000000e+00 -8.63389749e-02 
 6.49500000e-08  6.49500000e-08  8.54764897e-01  1.15000000e+00 -8.60086334e-02 
 6.50500000e-08  6.50500000e-08  8.54745481e-01  1.15000000e+00 -8.56647247e-02 
 6.51500000e-08  6.51500000e-08  8.54725315e-01  1.15000000e+00 -8.53073024e-02 
 6.52500000e-08  6.52500000e-08  8.54704404e-01  1.15000000e+00 -8.49364223e-02 
 6.53500000e-08  6.53500000e-08  8.54682749e-01  1.15000000e+00 -8.45521421e-02 
 6.54500000e-08  6.54500000e-08  8.54660356e-01  1.15000000e+00 -8.41545217e-02 
 6.55500000e-08  6.55500000e-08  8.54637226e-01  1.15000000e+00 -8.37436231e-02 
 6.56500000e-08  6.56500000e-08  8.54613364e-01  1.15000000e+00 -8.33195105e-02 
 6.57500000e-08  6.57500000e-08  8.54588773e-01  1.15000000e+00 -8.28822499e-02 
 6.58500000e-08  6.58500000e-08  8.54563458e-01  1.15000000e+00 -8.24319096e-02 
 6.59500000e-08  6.59500000e-08  8.54537422e-01  1.15000000e+00 -8.19685599e-02 
 6.60500000e-08  6.60500000e-08  8.54510670e-01  1.15000000e+00 -8.14922730e-02 
 6.61500000e-08  6.61500000e-08  8.54483205e-01  1.15000000e+00 -8.10031232e-02 
 6.62500000e-08  6.62500000e-08  8.54455033e-01  1.15000000e+00 -8.05011871e-02 
 6.63500000e-08  6.63500000e-08  8.54426157e-01  1.15000000e+00 -7.99865429e-02 
 6.64500000e-08  6.64500000e-08  8.54396582e-01  1.15000000e+00 -7.94592710e-02 
 6.65500000e-08  6.65500000e-08  8.54366312e-01  1.15000000e+00 -7.89194539e-02 
 6.66500000e-08  6.66500000e-08  8.54335354e-01  1.15000000e+00 -7.83671757e-02 
 6.67500000e-08  6.67500000e-08  8.54303710e-01  1.15000000e+00 -7.78025229e-02 
 6.68500000e-08  6.68500000e-08  8.54271387e-01  1.15000000e+00 -7.72255838e-02 
 6.69500000e-08  6.69500000e-08  8.54238390e-01  1.15000000e+00 -7.66364485e-02 
 6.70500000e-08  6.70500000e-08  8.54204723e-01  1.15000000e+00 -7.60352091e-02 
 6.71500000e-08  6.71500000e-08  8.54170392e-01  1.15000000e+00 -7.54219598e-02 
 6.72500000e-08  6.72500000e-08  8.54135403e-01  1.15000000e+00 -7.47967964e-02 
 6.73500000e-08  6.73500000e-08  8.54099761e-01  1.15000000e+00 -7.41598169e-02 
 6.74500000e-08  6.74500000e-08  8.54063471e-01  1.15000000e+00 -7.35111208e-02 
 6.75500000e-08  6.75500000e-08  8.54026539e-01  1.15000000e+00 -7.28508099e-02 
 6.76500000e-08  6.76500000e-08  8.53988972e-01  1.15000000e+00 -7.21789874e-02 
 6.77500000e-08  6.77500000e-08  8.53950775e-01  1.15000000e+00 -7.14957587e-02 
 6.78500000e-08  6.78500000e-08  8.53911954e-01  1.15000000e+00 -7.08012308e-02 
 6.79500000e-08  6.79500000e-08  8.53872515e-01  1.15000000e+00 -7.00955126e-02 
 6.80500000e-08  6.80500000e-08  8.53832465e-01  1.15000000e+00 -6.93787147e-02 
 6.81500000e-08  6.81500000e-08  8.53791810e-01  1.15000000e+00 -6.86509494e-02 
 6.82500000e-08  6.82500000e-08  8.53750555e-01  1.15000000e+00 -6.79123310e-02 
 6.83500000e-08  6.83500000e-08  8.53708709e-01  1.15000000e+00 -6.71629753e-02 
 6.84500000e-08  6.84500000e-08  8.53666277e-01  1.15000000e+00 -6.64029998e-02 
 6.85500000e-08  6.85500000e-08  8.53623266e-01  1.15000000e+00 -6.56325240e-02 
 6.86500000e-08  6.86500000e-08  8.53579682e-01  1.15000000e+00 -6.48516688e-02 
 6.87500000e-08  6.87500000e-08  8.53535534e-01  1.15000000e+00 -6.40605567e-02 
 6.88500000e-08  6.88500000e-08  8.53490827e-01  1.15000000e+00 -6.32593121e-02 
 6.89500000e-08  6.89500000e-08  8.53445569e-01  1.15000000e+00 -6.24480609e-02 
 6.90500000e-08  6.90500000e-08  8.53399767e-01  1.15000000e+00 -6.16269305e-02 
 6.91500000e-08  6.91500000e-08  8.53353428e-01  1.15000000e+00 -6.07960501e-02 
 6.92500000e-08  6.92500000e-08  8.53306559e-01  1.15000000e+00 -5.99555503e-02 
 6.93500000e-08  6.93500000e-08  8.53259169e-01  1.15000000e+00 -5.91055633e-02 
 6.94500000e-08  6.94500000e-08  8.53211263e-01  1.15000000e+00 -5.82462228e-02 
 6.95500000e-08  6.95500000e-08  8.53162851e-01  1.15000000e+00 -5.73776640e-02 
 6.96500000e-08  6.96500000e-08  8.53113939e-01  1.15000000e+00 -5.65000237e-02 
 6.97500000e-08  6.97500000e-08  8.53064535e-01  1.15000000e+00 -5.56134400e-02 
 6.98500000e-08  6.98500000e-08  8.53014648e-01  1.15000000e+00 -5.47180526e-02 
 6.99500000e-08  6.99500000e-08  8.52964284e-01  1.15000000e+00 -5.38139942e-02 
 7.00500000e-08  7.00500000e-08  8.52913452e-01  1.15000000e+00 -5.29014170e-02 
 7.01500000e-08  7.01500000e-08  8.52862161e-01  1.15000000e+00 -5.19804720e-02 
 7.02500000e-08  7.02500000e-08  8.52810417e-01  1.15000000e+00 -5.10512936e-02 
 7.03500000e-08  7.03500000e-08  8.52758229e-01  1.15000000e+00 -5.01140307e-02 
 7.04500000e-08  7.04500000e-08  8.52705606e-01  1.15000000e+00 -4.91688311e-02 
 7.05500000e-08  7.05500000e-08  8.52652556e-01  1.15000000e+00 -4.82158434e-02 
 7.06500000e-08  7.06500000e-08  8.52599087e-01  1.15000000e+00 -4.72552184e-02 
 7.07500000e-08  7.07500000e-08  8.52545207e-01  1.15000000e+00 -4.62871074e-02 
 7.08500000e-08  7.08500000e-08  8.52490926e-01  1.15000000e+00 -4.53116635e-02 
 7.09500000e-08  7.09500000e-08  8.52436251e-01  1.15000000e+00 -4.43290405e-02 
 7.10500000e-08  7.10500000e-08  8.52381191e-01  1.15000000e+00 -4.33393936e-02 
 7.11500000e-08  7.11500000e-08  8.52325755e-01  1.15000000e+00 -4.23428792e-02 
 7.12500000e-08  7.12500000e-08  8.52269952e-01  1.15000000e+00 -4.13396548e-02 
 7.13500000e-08  7.13500000e-08  8.52213791e-01  1.15000000e+00 -4.03298787e-02 
 7.14500000e-08  7.14500000e-08  8.52157280e-01  1.15000000e+00 -3.93137107e-02 
 7.15500000e-08  7.15500000e-08  8.52100429e-01  1.15000000e+00 -3.82913114e-02 
 7.16500000e-08  7.16500000e-08  8.52043245e-01  1.15000000e+00 -3.72628425e-02 
 7.17500000e-08  7.17500000e-08  8.51985739e-01  1.15000000e+00 -3.62284665e-02 
 7.18500000e-08  7.18500000e-08  8.51927920e-01  1.15000000e+00 -3.51883472e-02 
 7.19500000e-08  7.19500000e-08  8.51869796e-01  1.15000000e+00 -3.41426490e-02 
 7.20500000e-08  7.20500000e-08  8.51811377e-01  1.15000000e+00 -3.30915375e-02 
 7.21500000e-08  7.21500000e-08  8.51752672e-01  1.15000000e+00 -3.20351790e-02 
 7.22500000e-08  7.22500000e-08  8.51693690e-01  1.15000000e+00 -3.09737407e-02 
 7.23500000e-08  7.23500000e-08  8.51634440e-01  1.15000000e+00 -2.99073907e-02 
 7.24500000e-08  7.24500000e-08  8.51574933e-01  1.15000000e+00 -2.88362977e-02 
 7.25500000e-08  7.25500000e-08  8.51515176e-01  1.15000000e+00 -2.77606315e-02 
 7.26500000e-08  7.26500000e-08  8.51455181e-01  1.15000000e+00 -2.66805624e-02 
 7.27500000e-08  7.27500000e-08  8.51394956e-01  1.15000000e+00 -2.55962616e-02 
 7.28500000e-08  7.28500000e-08  8.51334510e-01  1.15000000e+00 -2.45079007e-02 
 7.29500000e-08  7.29500000e-08  8.51273854e-01  1.15000000e+00 -2.34156523e-02 
 7.30500000e-08  7.30500000e-08  8.51212996e-01  1.15000000e+00 -2.23196895e-02 
 7.31500000e-08  7.31500000e-08  8.51151947e-01  1.15000000e+00 -2.12201860e-02 
 7.32500000e-08  7.32500000e-08  8.51090716e-01  1.15000000e+00 -2.01173161e-02 
 7.33500000e-08  7.33500000e-08  8.51029313e-01  1.15000000e+00 -1.90112546e-02 
 7.34500000e-08  7.34500000e-08  8.50967747e-01  1.15000000e+00 -1.79021769e-02 
 7.35500000e-08  7.35500000e-08  8.50906029e-01  1.15000000e+00 -1.67902588e-02 
 7.36500000e-08  7.36500000e-08  8.50844167e-01  1.15000000e+00 -1.56756768e-02 
 7.37500000e-08  7.37500000e-08  8.50782172e-01  1.15000000e+00 -1.45586075e-02 
 7.38500000e-08  7.38500000e-08  8.50720054e-01  1.15000000e+00 -1.34392282e-02 
 7.39500000e-08  7.39500000e-08  8.50657822e-01  1.15000000e+00 -1.23177164e-02 
 7.40500000e-08  7.40500000e-08  8.50595486e-01  1.15000000e+00 -1.11942501e-02 
 7.41500000e-08  7.41500000e-08  8.50533056e-01  1.15000000e+00 -1.00690075e-02 
 7.42500000e-08  7.42500000e-08  8.50470542e-01  1.15000000e+00 -8.94216702e-03 
 7.43500000e-08  7.43500000e-08  8.50407953e-01  1.15000000e+00 -7.81390759e-03 
 7.44500000e-08  7.44500000e-08  8.50345300e-01  1.15000000e+00 -6.68440819e-03 
 7.45500000e-08  7.45500000e-08  8.50282593e-01  1.15000000e+00 -5.55384805e-03 
 7.46500000e-08  7.46500000e-08  8.50219841e-01  1.15000000e+00 -4.42240659e-03 
 7.47500000e-08  7.47500000e-08  8.50157054e-01  1.15000000e+00 -3.29026335e-03 
 7.48500000e-08  7.48500000e-08  8.50094242e-01  1.15000000e+00 -2.15759801e-03 
 7.49500000e-08  7.49500000e-08  8.50031416e-01  1.15000000e+00 -1.02459031e-03 
 7.50500000e-08  7.50500000e-08  8.49968584e-01  1.15000000e+00  1.08579928e-04 
 7.51500000e-08  7.51500000e-08  8.49905758e-01  1.15000000e+00  1.24173287e-03 
 7.52500000e-08  7.52500000e-08  8.49842946e-01  1.15000000e+00  2.37468868e-03 
 7.53500000e-08  7.53500000e-08  8.49780159e-01  1.15000000e+00  3.50726756e-03 
 7.54250000e-08  7.54250000e-08  8.49733092e-01  1.15000000e+00  4.35634906e-03 
 7.55000000e-08  7.55000000e-08  8.49686047e-01  1.15000000e+00  5.20503870e-03 
 7.55100000e-08  7.55100000e-08  8.49679777e-01  1.13800000e+00  5.30597300e-03 
 7.55300000e-08  7.55300000e-08  8.49667237e-01  1.11400000e+00  5.51317520e-03 
 7.55700000e-08  7.55700000e-08  8.49642165e-01  1.06600000e+00  5.89829055e-03 
 7.56500000e-08  7.56500000e-08  8.49592047e-01  9.70000000e-01  5.04413421e-03 
 7.57500000e-08  7.57500000e-08  8.49529458e-01  8.50000000e-01  1.24723199e-03 
 7.58500000e-08  7.58500000e-08  8.49466944e-01  7.30000000e-01 -2.61069714e-03 
 7.59250000e-08  7.59250000e-08  8.49420113e-01  6.40000000e-01 -7.07017571e-03 
 7.60000000e-08  7.60000000e-08  8.49373334e-01  5.50000000e-01 -1.11956763e-02 
 7.60100000e-08  7.60100000e-08  8.49367101e-01  5.50000000e-01 -1.12829100e-02 
 7.60300000e-08  7.60300000e-08  8.49354637e-01  5.50000000e-01 -1.13844095e-02 
 7.60700000e-08  7.60700000e-08  8.49329723e-01  5.50000000e-01 -1.16475328e-02 
 7.61500000e-08  7.61500000e-08  8.49279946e-01  5.50000000e-01 -1.25374908e-02 
 7.62500000e-08  7.62500000e-08  8.49217828e-01  5.50000000e-01 -1.36490994e-02 
 7.63500000e-08  7.63500000e-08  8.49155833e-01  5.50000000e-01 -1.47764857e-02 
 7.64500000e-08  7.64500000e-08  8.49093971e-01  5.50000000e-01 -1.58869445e-02 
 7.65500000e-08  7.65500000e-08  8.49032253e-01  5.50000000e-01 -1.70052283e-02 
 7.66500000e-08  7.66500000e-08  8.48970687e-01  5.50000000e-01 -1.81138336e-02 
 7.67500000e-08  7.67500000e-08  8.48909284e-01  5.50000000e-01 -1.92241447e-02 
 7.68500000e-08  7.68500000e-08  8.48848053e-01  5.50000000e-01 -2.03284691e-02 
 7.69500000e-08  7.69500000e-08  8.48787004e-01  5.50000000e-01 -2.14314034e-02 
 7.70500000e-08  7.70500000e-08  8.48726146e-01  5.50000000e-01 -2.25298299e-02 
 7.71500000e-08  7.71500000e-08  8.48665490e-01  5.50000000e-01 -2.36253173e-02 
 7.72500000e-08  7.72500000e-08  8.48605044e-01  5.50000000e-01 -2.47167202e-02 
 7.73500000e-08  7.73500000e-08  8.48544819e-01  5.50000000e-01 -2.58043495e-02 
 7.74500000e-08  7.74500000e-08  8.48484824e-01  5.50000000e-01 -2.68878469e-02 
 7.75500000e-08  7.75500000e-08  8.48425067e-01  5.50000000e-01 -2.79670613e-02 
 7.76500000e-08  7.76500000e-08  8.48365560e-01  5.50000000e-01 -2.90418969e-02 
 7.77500000e-08  7.77500000e-08  8.48306310e-01  5.50000000e-01 -3.01120502e-02 
 7.78500000e-08  7.78500000e-08  8.48247328e-01  5.50000000e-01 -3.11775107e-02 
 7.79500000e-08  7.79500000e-08  8.48188623e-01  5.50000000e-01 -3.22379466e-02 
 7.80500000e-08  7.80500000e-08  8.48130204e-01  5.50000000e-01 -3.32933446e-02 
 7.81500000e-08  7.81500000e-08  8.48072080e-01  5.50000000e-01 -3.43433981e-02 
 7.82500000e-08  7.82500000e-08  8.48014261e-01  5.50000000e-01 -3.53880628e-02 
 7.83500000e-08  7.83500000e-08  8.47956755e-01  5.50000000e-01 -3.64270695e-02 
 7.84500000e-08  7.84500000e-08  8.47899571e-01  5.50000000e-01 -3.74603409e-02 
 7.85500000e-08  7.85500000e-08  8.47842720e-01  5.50000000e-01 -3.84876414e-02 
 7.86500000e-08  7.86500000e-08  8.47786209e-01  5.50000000e-01 -3.95088678e-02 
 7.87500000e-08  7.87500000e-08  8.47730048e-01  5.50000000e-01 -4.05238106e-02 
 7.88500000e-08  7.88500000e-08  8.47674245e-01  5.50000000e-01 -4.15323479e-02 
 7.89500000e-08  7.89500000e-08  8.47618809e-01  5.50000000e-01 -4.25342894e-02 
 7.90500000e-08  7.90500000e-08  8.47563749e-01  5.50000000e-01 -4.35295016e-02 
 7.91500000e-08  7.91500000e-08  8.47509074e-01  5.50000000e-01 -4.45178075e-02 
 7.92500000e-08  7.92500000e-08  8.47454793e-01  5.50000000e-01 -4.54990665e-02 
 7.93500000e-08  7.93500000e-08  8.47400913e-01  5.50000000e-01 -4.64731116e-02 
 7.94500000e-08  7.94500000e-08  8.47347444e-01  5.50000000e-01 -4.74397985e-02 
 7.95500000e-08  7.95500000e-08  8.47294394e-01  5.50000000e-01 -4.83989671e-02 
 7.96500000e-08  7.96500000e-08  8.47241771e-01  5.50000000e-01 -4.93504719e-02 
 7.97500000e-08  7.97500000e-08  8.47189583e-01  5.50000000e-01 -5.02941583e-02 
 7.98500000e-08  7.98500000e-08  8.47137839e-01  5.50000000e-01 -5.12298808e-02 
 7.99500000e-08  7.99500000e-08  8.47086548e-01  5.50000000e-01 -5.21574893e-02 
 8.00500000e-08  8.00500000e-08  8.47035716e-01  5.50000000e-01 -5.30768396e-02 
 8.01500000e-08  8.01500000e-08  8.46985352e-01  5.50000000e-01 -5.39877852e-02 
 8.02500000e-08  8.02500000e-08  8.46935465e-01  5.50000000e-01 -5.48901837e-02 
 8.03500000e-08  8.03500000e-08  8.46886061e-01  5.50000000e-01 -5.57839003e-02 
 8.04500000e-08  8.04500000e-08  8.46837149e-01  5.50000000e-01 -5.66687852e-02 
 8.05500000e-08  8.05500000e-08  8.46788737e-01  5.50000000e-01 -5.75446915e-02 
 8.06500000e-08  8.06500000e-08  8.46740831e-01  5.50000000e-01 -5.84114921e-02 
 8.07500000e-08  8.07500000e-08  8.46693441e-01  5.50000000e-01 -5.92690483e-02 
 8.08500000e-08  8.08500000e-08  8.46646572e-01  5.50000000e-01 -6.01172251e-02 
 8.09500000e-08  8.09500000e-08  8.46600233e-01  5.50000000e-01 -6.09558896e-02 
 8.10500000e-08  8.10500000e-08  8.46554431e-01  5.50000000e-01 -6.17849095e-02 
 8.11500000e-08  8.11500000e-08  8.46509173e-01  5.50000000e-01 -6.26041547e-02 
 8.12500000e-08  8.12500000e-08  8.46464466e-01  5.50000000e-01 -6.34134962e-02 
 8.13500000e-08  8.13500000e-08  8.46420318e-01  5.50000000e-01 -6.42128069e-02 
 8.14500000e-08  8.14500000e-08  8.46376734e-01  5.50000000e-01 -6.50019613e-02 
 8.15500000e-08  8.15500000e-08  8.46333723e-01  5.50000000e-01 -6.57808354e-02 
 8.16500000e-08  8.16500000e-08  8.46291291e-01  5.50000000e-01 -6.65493069e-02 
 8.17500000e-08  8.17500000e-08  8.46249445e-01  5.50000000e-01 -6.73072551e-02 
 8.18500000e-08  8.18500000e-08  8.46208190e-01  5.50000000e-01 -6.80545610e-02 
 8.19500000e-08  8.19500000e-08  8.46167535e-01  5.50000000e-01 -6.87911075e-02 
 8.20500000e-08  8.20500000e-08  8.46127485e-01  5.50000000e-01 -6.95167789e-02 
 8.21500000e-08  8.21500000e-08  8.46088046e-01  5.50000000e-01 -7.02314615e-02 
 8.22500000e-08  8.22500000e-08  8.46049225e-01  5.50000000e-01 -7.09350431e-02 
 8.23500000e-08  8.23500000e-08  8.46011028e-01  5.50000000e-01 -7.16274136e-02 
 8.24500000e-08  8.24500000e-08  8.45973461e-01  5.50000000e-01 -7.23084643e-02 
 8.25500000e-08  8.25500000e-08  8.45936529e-01  5.50000000e-01 -7.29780886e-02 
 8.26500000e-08  8.26500000e-08  8.45900239e-01  5.50000000e-01 -7.36361816e-02 
 8.27500000e-08  8.27500000e-08  8.45864597e-01  5.50000000e-01 -7.42826403e-02 
 8.28500000e-08  8.28500000e-08  8.45829608e-01  5.50000000e-01 -7.49173633e-02 
 8.29500000e-08  8.29500000e-08  8.45795277e-01  5.50000000e-01 -7.55402514e-02 
 8.30500000e-08  8.30500000e-08  8.45761610e-01  5.50000000e-01 -7.61512071e-02 
 8.31500000e-08  8.31500000e-08  8.45728613e-01  5.50000000e-01 -7.67501348e-02 
 8.32500000e-08  8.32500000e-08  8.45696290e-01  5.50000000e-01 -7.73369409e-02 
 8.33500000e-08  8.33500000e-08  8.45664646e-01  5.50000000e-01 -7.79115334e-02 
 8.34500000e-08  8.34500000e-08  8.45633688e-01  5.50000000e-01 -7.84738227e-02 
 8.35500000e-08  8.35500000e-08  8.45603418e-01  5.50000000e-01 -7.90237208e-02 
 8.36500000e-08  8.36500000e-08  8.45573843e-01  5.50000000e-01 -7.95611417e-02 
 8.37500000e-08  8.37500000e-08  8.45544967e-01  5.50000000e-01 -8.00860016e-02 
 8.38500000e-08  8.38500000e-08  8.45516795e-01  5.50000000e-01 -8.05982184e-02 
 8.39500000e-08  8.39500000e-08  8.45489330e-01  5.50000000e-01 -8.10977121e-02 
 8.40500000e-08  8.40500000e-08  8.45462578e-01  5.50000000e-01 -8.15844047e-02 
 8.41500000e-08  8.41500000e-08  8.45436542e-01  5.50000000e-01 -8.20582203e-02 
 8.42500000e-08  8.42500000e-08  8.45411227e-01  5.50000000e-01 -8.25190848e-02 
 8.43500000e-08  8.43500000e-08  8.45386636e-01  5.50000000e-01 -8.29669264e-02 
 8.44500000e-08  8.44500000e-08  8.45362774e-01  5.50000000e-01 -8.34016752e-02 
 8.45500000e-08  8.45500000e-08  8.45339644e-01  5.50000000e-01 -8.38232634e-02 
 8.46500000e-08  8.46500000e-08  8.45317251e-01  5.50000000e-01 -8.42316251e-02 
 8.47500000e-08  8.47500000e-08  8.45295596e-01  5.50000000e-01 -8.46266968e-02 
 8.48500000e-08  8.48500000e-08  8.45274685e-01  5.50000000e-01 -8.50084168e-02 
 8.49500000e-08  8.49500000e-08  8.45254519e-01  5.50000000e-01 -8.53767256e-02 
 8.50500000e-08  8.50500000e-08  8.45235103e-01  5.50000000e-01 -8.57315659e-02 
 8.51500000e-08  8.51500000e-08  8.45216440e-01  5.50000000e-01 -8.60728822e-02 
 8.52500000e-08  8.52500000e-08  8.45198532e-01  5.50000000e-01 -8.64006215e-02 
 8.53500000e-08  8.53500000e-08  8.45181382e-01  5.50000000e-01 -8.67147326e-02 
 8.54500000e-08  8.54500000e-08  8.45164993e-01  5.50000000e-01 -8.70151667e-02 
 8.55500000e-08  8.55500000e-08  8.45149367e-01  5.50000000e-01 -8.73018769e-02 
 8.56500000e-08  8.56500000e-08  8.45134507e-01  5.50000000e-01 -8.75748185e-02 
 8.57500000e-08  8.57500000e-08  8.45120416e-01  5.50000000e-01 -8.78339492e-02 
 8.58500000e-08  8.58500000e-08  8.45107095e-01  5.50000000e-01 -8.80792285e-02 
 8.59500000e-08  8.59500000e-08  8.45094547e-01  5.50000000e-01 -8.83106182e-02 
 8.60500000e-08  8.60500000e-08  8.45082774e-01  5.50000000e-01 -8.85280824e-02 
 8.61500000e-08  8.61500000e-08  8.45071777e-01  5.50000000e-01 -8.87315871e-02 
 8.62500000e-08  8.62500000e-08  8.45061558e-01  5.50000000e-01 -8.89211008e-02 
 8.63500000e-08  8.63500000e-08  8.45052119e-01  5.50000000e-01 -8.90965939e-02 
 8.64500000e-08  8.64500000e-08  8.45043462e-01  5.50000000e-01 -8.92580390e-02 
 8.65500000e-08  8.65500000e-08  8.45035587e-01  5.50000000e-01 -8.94054112e-02 
 8.66500000e-08  8.66500000e-08  8.45028496e-01  5.50000000e-01 -8.95386874e-02 
 8.67500000e-08  8.67500000e-08  8.45022190e-01  5.50000000e-01 -8.96578469e-02 
 8.68500000e-08  8.68500000e-08  8.45016670e-01  5.50000000e-01 -8.97628712e-02 
 8.69500000e-08  8.69500000e-08  8.45011937e-01  5.50000000e-01 -8.98537439e-02 
 8.70500000e-08  8.70500000e-08  8.45007992e-01  5.50000000e-01 -8.99304509e-02 
 8.71500000e-08  8.71500000e-08  8.45004835e-01  5.50000000e-01 -8.99929803e-02 
 8.72500000e-08  8.72500000e-08  8.45002467e-01  5.50000000e-01 -9.00413223e-02 
 8.73500000e-08  8.73500000e-08  8.45000888e-01  5.50000000e-01 -9.00754695e-02 
 8.74500000e-08  8.74500000e-08  8.45000099e-01  5.50000000e-01 -9.00954164e-02 
 8.75500000e-08  8.75500000e-08  8.45000099e-01  5.50000000e-01 -9.01011600e-02 
 8.76500000e-08  8.76500000e-08  8.45000888e-01  5.50000000e-01 -9.00926995e-02 
 8.77500000e-08  8.77500000e-08  8.45002467e-01  5.50000000e-01 -9.00700360e-02 
 8.78500000e-08  8.78500000e-08  8.45004835e-01  5.50000000e-01 -9.00331732e-02 
 8.79500000e-08  8.79500000e-08  8.45007992e-01  5.50000000e-01 -8.99821168e-02 
 8.80500000e-08  8.80500000e-08  8.45011937e-01  5.50000000e-01 -8.99168746e-02 
 8.81500000e-08  8.81500000e-08  8.45016670e-01  5.50000000e-01 -8.98374569e-02 
 8.82500000e-08  8.82500000e-08  8.45022190e-01  5.50000000e-01 -8.97438761e-02 
 8.83500000e-08  8.83500000e-08  8.45028496e-01  5.50000000e-01 -8.96361465e-02 
 8.84500000e-08  8.84500000e-08  8.45035587e-01  5.50000000e-01 -8.95142851e-02 
 8.85500000e-08  8.85500000e-08  8.45043462e-01  5.50000000e-01 -8.93783108e-02 
 8.86500000e-08  8.86500000e-08  8.45052119e-01  5.50000000e-01 -8.92282446e-02 
 8.87500000e-08  8.87500000e-08  8.45061558e-01  5.50000000e-01 -8.90641101e-02 
