 frequency       gain_db         phase_deg      
 1.00000000e+07  1.26266209e+00  1.79960060e+02 
 1.02920053e+07  1.26266198e+00  1.79958893e+02 
 1.05925373e+07  1.26266187e+00  1.79957693e+02 
 1.09018449e+07  1.26266176e+00  1.79956458e+02 
 1.12201845e+07  1.26266164e+00  1.79955186e+02 
 1.15478198e+07  1.26266151e+00  1.79953878e+02 
 1.18850223e+07  1.26266137e+00  1.79952531e+02 
 1.22320712e+07  1.26266122e+00  1.79951145e+02 
 1.25892541e+07  1.26266107e+00  1.79949718e+02 
 1.29568670e+07  1.26266091e+00  1.79948250e+02 
 1.33352143e+07  1.26266073e+00  1.79946739e+02 
 1.37246096e+07  1.26266055e+00  1.79945184e+02 
 1.41253754e+07  1.26266036e+00  1.79943583e+02 
 1.45378439e+07  1.26266015e+00  1.79941936e+02 
 1.49623566e+07  1.26265993e+00  1.79940240e+02 
 1.53992653e+07  1.26265970e+00  1.79938495e+02 
 1.58489319e+07  1.26265946e+00  1.79936699e+02 
 1.63117291e+07  1.26265920e+00  1.79934851e+02 
 1.67880402e+07  1.26265893e+00  1.79932948e+02 
 1.72782598e+07  1.26265864e+00  1.79930990e+02 
 1.77827941e+07  1.26265833e+00  1.79928975e+02 
 1.83020611e+07  1.26265800e+00  1.79926901e+02 
 1.88364909e+07  1.26265766e+00  1.79924767e+02 
 1.93865264e+07  1.26265729e+00  1.79922570e+02 
 1.99526231e+07  1.26265691e+00  1.79920309e+02 
 2.05352503e+07  1.26265650e+00  1.79917982e+02 
 2.11348904e+07  1.26265606e+00  1.79915587e+02 
 2.17520403e+07  1.26265560e+00  1.79913122e+02 
 2.23872114e+07  1.26265512e+00  1.79910585e+02 
 2.30409298e+07  1.26265460e+00  1.79907974e+02 
 2.37137371e+07  1.26265405e+00  1.79905287e+02 
 2.44061907e+07  1.26265347e+00  1.79902521e+02 
 2.51188643e+07  1.26265286e+00  1.79899675e+02 
 2.58523484e+07  1.26265221e+00  1.79896745e+02 
 2.66072506e+07  1.26265152e+00  1.79893730e+02 
 2.73841963e+07  1.26265079e+00  1.79890627e+02 
 2.81838293e+07  1.26265002e+00  1.79887433e+02 
 2.90068120e+07  1.26264920e+00  1.79884146e+02 
 2.98538262e+07  1.26264834e+00  1.79880763e+02 
 3.07255737e+07  1.26264742e+00  1.79877281e+02 
 3.16227766e+07  1.26264645e+00  1.79873698e+02 
 3.25461783e+07  1.26264542e+00  1.79870010e+02 
 3.34965439e+07  1.26264433e+00  1.79866214e+02 
 3.44746607e+07  1.26264317e+00  1.79862308e+02 
 3.54813389e+07  1.26264195e+00  1.79858287e+02 
 3.65174127e+07  1.26264065e+00  1.79854149e+02 
 3.75837404e+07  1.26263928e+00  1.79849890e+02 
 3.86812055e+07  1.26263783e+00  1.79845507e+02 
 3.98107171e+07  1.26263628e+00  1.79840995e+02 
 4.09732110e+07  1.26263465e+00  1.79836352e+02 
 4.21696503e+07  1.26263292e+00  1.79831574e+02 
 4.34010264e+07  1.26263109e+00  1.79826656e+02 
 4.46683592e+07  1.26262915e+00  1.79821594e+02 
 4.59726989e+07  1.26262710e+00  1.79816384e+02 
 4.73151259e+07  1.26262492e+00  1.79811023e+02 
 4.86967525e+07  1.26262262e+00  1.79805505e+02 
 5.01187234e+07  1.26262018e+00  1.79799825e+02 
 5.15822165e+07  1.26261759e+00  1.79793980e+02 
 5.30884444e+07  1.26261485e+00  1.79787964e+02 
 5.46386550e+07  1.26261195e+00  1.79781773e+02 
 5.62341325e+07  1.26260888e+00  1.79775400e+02 
 5.78761988e+07  1.26260562e+00  1.79768842e+02 
 5.95662144e+07  1.26260217e+00  1.79762092e+02 
 6.13055792e+07  1.26259852e+00  1.79755145e+02 
 6.30957344e+07  1.26259465e+00  1.79747995e+02 
 6.49381632e+07  1.26259055e+00  1.79740637e+02 
 6.68343918e+07  1.26258621e+00  1.79733063e+02 
 6.87859912e+07  1.26258161e+00  1.79725269e+02 
 7.07945784e+07  1.26257674e+00  1.79717246e+02 
 7.28618175e+07  1.26257158e+00  1.79708990e+02 
 7.49894209e+07  1.26256611e+00  1.79700492e+02 
 7.71791516e+07  1.26256032e+00  1.79691747e+02 
 7.94328235e+07  1.26255419e+00  1.79682746e+02 
 8.17523038e+07  1.26254769e+00  1.79673482e+02 
 8.41395142e+07  1.26254081e+00  1.79663948e+02 
 8.65964323e+07  1.26253352e+00  1.79654135e+02 
 8.91250938e+07  1.26252580e+00  1.79644036e+02 
 9.17275935e+07  1.26251762e+00  1.79633642e+02 
 9.44060876e+07  1.26250896e+00  1.79622944e+02 
 9.71627952e+07  1.26249979e+00  1.79611934e+02 
 1.00000000e+08  1.26249007e+00  1.79600602e+02 
 1.02920053e+08  1.26247977e+00  1.79588940e+02 
 1.05925373e+08  1.26246887e+00  1.79576937e+02 
 1.09018449e+08  1.26245731e+00  1.79564584e+02 
 1.12201845e+08  1.26244508e+00  1.79551870e+02 
 1.15478198e+08  1.26243212e+00  1.79538785e+02 
 1.18850223e+08  1.26241839e+00  1.79525317e+02 
 1.22320712e+08  1.26240384e+00  1.79511457e+02 
 1.25892541e+08  1.26238844e+00  1.79497192e+02 
 1.29568670e+08  1.26237212e+00  1.79482510e+02 
 1.33352143e+08  1.26235484e+00  1.79467400e+02 
 1.37246096e+08  1.26233653e+00  1.79451848e+02 
 1.41253754e+08  1.26231714e+00  1.79435843e+02 
 1.45378439e+08  1.26229660e+00  1.79419370e+02 
 1.49623566e+08  1.26227484e+00  1.79402416e+02 
 1.53992653e+08  1.26225179e+00  1.79384967e+02 
 1.58489319e+08  1.26222738e+00  1.79367009e+02 
 1.63117291e+08  1.26220152e+00  1.79348527e+02 
 1.67880402e+08  1.26217413e+00  1.79329505e+02 
 1.72782598e+08  1.26214511e+00  1.79309927e+02 
 1.77827941e+08  1.26211438e+00  1.79289778e+02 
 1.83020611e+08  1.26208182e+00  1.79269041e+02 
 1.88364909e+08  1.26204734e+00  1.79247699e+02 
 1.93865264e+08  1.26201081e+00  1.79225733e+02 
 1.99526231e+08  1.26197212e+00  1.79203126e+02 
 2.05352503e+08  1.26193114e+00  1.79179859e+02 
 2.11348904e+08  1.26188773e+00  1.79155914e+02 
 2.17520403e+08  1.26184175e+00  1.79131269e+02 
 2.23872114e+08  1.26179304e+00  1.79105904e+02 
 2.30409298e+08  1.26174145e+00  1.79079800e+02 
 2.37137371e+08  1.26168681e+00  1.79052933e+02 
 2.44061907e+08  1.26162892e+00  1.79025282e+02 
 2.51188643e+08  1.26156761e+00  1.78996824e+02 
 2.58523484e+08  1.26150266e+00  1.78967536e+02 
 2.66072506e+08  1.26143387e+00  1.78937392e+02 
 2.73841963e+08  1.26136100e+00  1.78906369e+02 
 2.81838293e+08  1.26128381e+00  1.78874441e+02 
 2.90068120e+08  1.26120206e+00  1.78841580e+02 
 2.98538262e+08  1.26111546e+00  1.78807761e+02 
 3.07255737e+08  1.26102373e+00  1.78772955e+02 
 3.16227766e+08  1.26092657e+00  1.78737134e+02 
 3.25461783e+08  1.26082365e+00  1.78700267e+02 
 3.34965439e+08  1.26071464e+00  1.78662324e+02 
 3.44746607e+08  1.26059917e+00  1.78623274e+02 
 3.54813389e+08  1.26047686e+00  1.78583086e+02 
 3.65174127e+08  1.26034731e+00  1.78541724e+02 
 3.75837404e+08  1.26021009e+00  1.78499156e+02 
 3.86812055e+08  1.26006474e+00  1.78455347e+02 
 3.98107171e+08  1.25991079e+00  1.78410260e+02 
 4.09732110e+08  1.25974771e+00  1.78363857e+02 
 4.21696503e+08  1.25957499e+00  1.78316101e+02 
 4.34010264e+08  1.25939203e+00  1.78266953e+02 
 4.46683592e+08  1.25919824e+00  1.78216372e+02 
 4.59726989e+08  1.25899298e+00  1.78164316e+02 
 4.73151259e+08  1.25877557e+00  1.78110742e+02 
 4.86967525e+08  1.25854529e+00  1.78055606e+02 
 5.01187234e+08  1.25830138e+00  1.77998863e+02 
 5.15822165e+08  1.25804302e+00  1.77940466e+02 
 5.30884444e+08  1.25776938e+00  1.77880368e+02 
 5.46386550e+08  1.25747954e+00  1.77818518e+02 
 5.62341325e+08  1.25717255e+00  1.77754867e+02 
 5.78761988e+08  1.25684740e+00  1.77689361e+02 
 5.95662144e+08  1.25650300e+00  1.77621947e+02 
 6.13055792e+08  1.25613823e+00  1.77552569e+02 
 6.30957344e+08  1.25575188e+00  1.77481172e+02 
 6.49381632e+08  1.25534267e+00  1.77407696e+02 
 6.68343918e+08  1.25490926e+00  1.77332081e+02 
 6.87859912e+08  1.25445021e+00  1.77254266e+02 
 7.07945784e+08  1.25396402e+00  1.77174186e+02 
 7.28618175e+08  1.25344908e+00  1.77091776e+02 
 7.49894209e+08  1.25290370e+00  1.77006970e+02 
 7.71791516e+08  1.25232608e+00  1.76919698e+02 
 7.94328235e+08  1.25171431e+00  1.76829889e+02 
 8.17523038e+08  1.25106640e+00  1.76737469e+02 
 8.41395142e+08  1.25038020e+00  1.76642365e+02 
 8.65964323e+08  1.24965346e+00  1.76544498e+02 
 8.91250938e+08  1.24888379e+00  1.76443789e+02 
 9.17275935e+08  1.24806867e+00  1.76340156e+02 
 9.44060876e+08  1.24720541e+00  1.76233517e+02 
 9.71627952e+08  1.24629120e+00  1.76123784e+02 
 1.00000000e+09  1.24532304e+00  1.76010870e+02 
 1.02920053e+09  1.24429774e+00  1.75894683e+02 
 1.05925373e+09  1.24321196e+00  1.75775130e+02 
 1.09018449e+09  1.24206215e+00  1.75652115e+02 
 1.12201845e+09  1.24084454e+00  1.75525540e+02 
 1.15478198e+09  1.23955517e+00  1.75395304e+02 
 1.18850223e+09  1.23818982e+00  1.75261302e+02 
 1.22320712e+09  1.23674404e+00  1.75123428e+02 
 1.25892541e+09  1.23521313e+00  1.74981573e+02 
 1.29568670e+09  1.23359211e+00  1.74835625e+02 
 1.33352143e+09  1.23187571e+00  1.74685468e+02 
 1.37246096e+09  1.23005836e+00  1.74530984e+02 
 1.41253754e+09  1.22813418e+00  1.74372053e+02 
 1.45378439e+09  1.22609692e+00  1.74208549e+02 
 1.49623566e+09  1.22394001e+00  1.74040345e+02 
 1.53992653e+09  1.22165648e+00  1.73867311e+02 
 1.58489319e+09  1.21923898e+00  1.73689313e+02 
 1.63117291e+09  1.21667973e+00  1.73506214e+02 
 1.67880402e+09  1.21397051e+00  1.73317874e+02 
 1.72782598e+09  1.21110264e+00  1.73124149e+02 
 1.77827941e+09  1.20806694e+00  1.72924891e+02 
 1.83020611e+09  1.20485372e+00  1.72719951e+02 
 1.88364909e+09  1.20145274e+00  1.72509174e+02 
 1.93865264e+09  1.19785320e+00  1.72292403e+02 
 1.99526231e+09  1.19404369e+00  1.72069477e+02 
 2.05352503e+09  1.19001216e+00  1.71840232e+02 
 2.11348904e+09  1.18574590e+00  1.71604500e+02 
 2.17520403e+09  1.18123151e+00  1.71362110e+02 
 2.23872114e+09  1.17645483e+00  1.71112888e+02 
 2.30409298e+09  1.17140096e+00  1.70856655e+02 
 2.37137371e+09  1.16605415e+00  1.70593230e+02 
 2.44061907e+09  1.16039783e+00  1.70322428e+02 
 2.51188643e+09  1.15441453e+00  1.70044063e+02 
 2.58523484e+09  1.14808585e+00  1.69757941e+02 
 2.66072506e+09  1.14139241e+00  1.69463871e+02 
 2.73841963e+09  1.13431382e+00  1.69161654e+02 
 2.81838293e+09  1.12682859e+00  1.68851091e+02 
 2.90068120e+09  1.11891416e+00  1.68531980e+02 
 2.98538262e+09  1.11054677e+00  1.68204115e+02 
 3.07255737e+09  1.10170148e+00  1.67867291e+02 
 3.16227766e+09  1.09235207e+00  1.67521297e+02 
 3.25461783e+09  1.08247099e+00  1.67165923e+02 
 3.34965439e+09  1.07202937e+00  1.66800957e+02 
 3.44746607e+09  1.06099690e+00  1.66426185e+02 
 3.54813389e+09  1.04934180e+00  1.66041393e+02 
 3.65174127e+09  1.03703079e+00  1.65646366e+02 
 3.75837404e+09  1.02402901e+00  1.65240890e+02 
 3.86812055e+09  1.01029999e+00  1.64824749e+02 
 3.98107171e+09  9.95805603e-01  1.64397731e+02 
 4.09732110e+09  9.80505999e-01  1.63959624e+02 
 4.21696503e+09  9.64359587e-01  1.63510216e+02 
 4.34010264e+09  9.47322977e-01  1.63049302e+02 
 4.46683592e+09  9.29350952e-01  1.62576676e+02 
 4.59726989e+09  9.10396429e-01  1.62092139e+02 
 4.73151259e+09  8.90410436e-01  1.61595495e+02 
 4.86967525e+09  8.69342084e-01  1.61086554e+02 
 5.01187234e+09  8.47138555e-01  1.60565133e+02 
 5.15822165e+09  8.23745092e-01  1.60031054e+02 
 5.30884444e+09  7.99104997e-01  1.59484150e+02 
 5.46386550e+09  7.73159640e-01  1.58924261e+02 
 5.62341325e+09  7.45848475e-01  1.58351239e+02 
 5.78761988e+09  7.17109074e-01  1.57764946e+02 
 5.95662144e+09  6.86877160e-01  1.57165257e+02 
 6.13055792e+09  6.55086669e-01  1.56552059e+02 
 6.30957344e+09  6.21669812e-01  1.55925254e+02 
 6.49381632e+09  5.86557160e-01  1.55284761e+02 
 6.68343918e+09  5.49677740e-01  1.54630516e+02 
 6.87859912e+09  5.10959154e-01  1.53962470e+02 
 7.07945784e+09  4.70327708e-01  1.53280596e+02 
 7.28618175e+09  4.27708562e-01  1.52584886e+02 
 7.49894209e+09  3.83025903e-01  1.51875355e+02 
 7.71791516e+09  3.36203128e-01  1.51152037e+02 
 7.94328235e+09  2.87163055e-01  1.50414994e+02 
 8.17523038e+09  2.35828147e-01  1.49664310e+02 
 8.41395142e+09  1.82120761e-01  1.48900093e+02 
 8.65964323e+09  1.25963406e-01  1.48122479e+02 
 8.91250938e+09  6.72790301e-02  1.47331631e+02 
 9.17275935e+09  5.99131690e-03  1.46527737e+02 
 9.44060876e+09 -5.79750017e-02  1.45711016e+02 
 9.71627952e+09 -1.24693817e-01  1.44881711e+02 
 1.00000000e+10 -1.94237305e-01  1.44040095e+02 
