 time            time            v(n1)           v(n2)           v(n3)           i(vdd)         
 1.60772800e-08  1.60772800e-08  2.86816017e-01  2.17006234e-01  1.83749187e+00 -2.35051631e-03 
 1.60782800e-08  1.60782800e-08  2.57790074e-01  2.69431513e-01  1.84502575e+00 -2.39392821e-03 
 1.60792800e-08  1.60792800e-08  2.32004231e-01  3.24496406e-01  1.85265803e+00 -2.34637597e-03 
 1.60802800e-08  1.60802800e-08  2.09172218e-01  3.81857186e-01  1.86037184e+00 -2.38602388e-03 
 1.60812800e-08  1.60812800e-08  1.89012355e-01  4.41189838e-01  1.86815959e+00 -2.33571569e-03 
 1.60822800e-08  1.60822800e-08  1.71264258e-01  5.02307321e-01  1.87597150e+00 -2.37300364e-03 
 1.60832800e-08  1.60832800e-08  1.55678414e-01  5.65030071e-01  1.88355599e+00 -2.32924056e-03 
 1.60842800e-08  1.60842800e-08  1.42404049e-01  6.28589004e-01  1.89041372e+00 -2.38060529e-03 
 1.60852800e-08  1.60852800e-08  1.31748098e-01  6.91706349e-01  1.89596272e+00 -2.33940749e-03 
 1.60862800e-08  1.60862800e-08  1.23337567e-01  7.53532366e-01  1.89974843e+00 -2.38512271e-03 
 1.60872800e-08  1.60872800e-08  1.16517851e-01  8.13676043e-01  1.90144858e+00 -2.34126609e-03 
 1.60882800e-08  1.60882800e-08  1.10827401e-01  8.71797387e-01  1.90078287e+00 -2.38641350e-03 
 1.60892800e-08  1.60892800e-08  1.05927302e-01  9.27621105e-01  1.89751154e+00 -2.34251362e-03 
 1.60902800e-08  1.60902800e-08  1.01567334e-01  9.80933205e-01  1.89142929e+00 -2.38698239e-03 
 1.60912800e-08  1.60912800e-08  9.75633964e-02  1.03157533e+00  1.88235747e+00 -2.34089583e-03 
 1.60922800e-08  1.60922800e-08  9.37815991e-02  1.07943838e+00  1.87013448e+00 -2.38097870e-03 
 1.60932800e-08  1.60932800e-08  9.01265756e-02  1.12445637e+00  1.85460339e+00 -2.32768918e-03 
 1.60942800e-08  1.60942800e-08  8.65328552e-02  1.16660207e+00  1.83559285e+00 -2.35704132e-03 
 1.60952800e-08  1.60952800e-08  8.29593908e-02  1.20588997e+00  1.81287772e+00 -2.28829001e-03 
 1.60962800e-08  1.60962800e-08  7.93931535e-02  1.24242274e+00  1.78605309e+00 -2.29463071e-03 
 1.60972800e-08  1.60972800e-08  7.59498797e-02  1.27696616e+00  1.75366398e+00 -2.18698943e-03 
 1.60982800e-08  1.60982800e-08  7.30417420e-02  1.31190848e+00  1.71252684e+00 -2.16716956e-03 
 1.60992800e-08  1.60992800e-08  7.05194378e-02  1.34678875e+00  1.66267108e+00 -2.04938671e-03 
 1.61002800e-08  1.61002800e-08  6.78293958e-02  1.37891140e+00  1.60788597e+00 -2.06722635e-03 
 1.61012800e-08  1.61012800e-08  6.50428193e-02  1.40859154e+00  1.54945838e+00 -2.00886072e-03 
 1.61022800e-08  1.61022800e-08  6.21922203e-02  1.43598444e+00  1.48798228e+00 -2.04633893e-03 
 1.61032800e-08  1.61032800e-08  5.93012399e-02  1.46121703e+00  1.42378750e+00 -1.99356529e-03 
 1.61042800e-08  1.61042800e-08  5.63932527e-02  1.48442038e+00  1.35719855e+00 -2.03659545e-03 
 1.61052800e-08  1.61052800e-08  5.34848539e-02  1.50569469e+00  1.28818384e+00 -1.97553115e-03 
 1.61062800e-08  1.61062800e-08  5.05974525e-02  1.52513986e+00  1.21666122e+00 -2.02022732e-03 
 1.61072800e-08  1.61072800e-08  4.77625617e-02  1.54289184e+00  1.14290342e+00 -1.98944861e-03 
 1.61082800e-08  1.61082800e-08  4.49551534e-02  1.55881908e+00  1.06758933e+00 -2.06725192e-03 
 1.61092800e-08  1.61092800e-08  4.21298420e-02  1.57266537e+00  9.92087287e-01 -2.05710544e-03 
 1.61102800e-08  1.61102800e-08  3.93460336e-02  1.58467535e+00  9.17708627e-01 -2.14287636e-03 
 1.61112800e-08  1.61112800e-08  3.67047672e-02  1.59535228e+00  8.45346667e-01 -2.13845424e-03 
 1.61122800e-08  1.61122800e-08  3.42665089e-02  1.60507011e+00  7.75756088e-01 -2.22768299e-03 
 1.61132800e-08  1.61132800e-08  3.20637620e-02  1.61410984e+00  7.09539508e-01 -2.22342084e-03 
 1.61142800e-08  1.61142800e-08  3.01090778e-02  1.62267925e+00  6.47150742e-01 -2.30885651e-03 
 1.61152800e-08  1.61152800e-08  2.84012708e-02  1.63092775e+00  5.88904690e-01 -2.29640199e-03 
 1.61162800e-08  1.61162800e-08  2.69309159e-02  1.63895797e+00  5.34988455e-01 -2.36853896e-03 
 1.61172800e-08  1.61172800e-08  2.56918756e-02  1.64681431e+00  4.85312402e-01 -2.33207325e-03 
 1.61182800e-08  1.61182800e-08  2.46687260e-02  1.65429848e+00  4.38246899e-01 -2.38560920e-03 
 1.61192800e-08  1.61192800e-08  2.38198810e-02  1.66142953e+00  3.93753591e-01 -2.34714187e-03 
 1.61202800e-08  1.61202800e-08  2.31061443e-02  1.66848284e+00  3.53539634e-01 -2.39529242e-03 
 1.61212800e-08  1.61212800e-08  2.24986507e-02  1.67547455e+00  3.17371140e-01 -2.34991045e-03 
 1.61222800e-08  1.61222800e-08  2.19628041e-02  1.68234773e+00  2.85004154e-01 -2.39610803e-03 
 1.61232800e-08  1.61232800e-08  2.14724568e-02  1.68904714e+00  2.56175891e-01 -2.34833707e-03 
 1.61242800e-08  1.61242800e-08  2.10130789e-02  1.69557897e+00  2.30571398e-01 -2.39168547e-03 
 1.61252800e-08  1.61252800e-08  2.05739601e-02  1.70192007e+00  2.07904340e-01 -2.34021371e-03 
 1.61262800e-08  1.61262800e-08  2.01475646e-02  1.70804955e+00  1.87893413e-01 -2.38086745e-03 
 1.61272800e-08  1.61272800e-08  1.97207738e-02  1.71394953e+00  1.70279469e-01 -2.32725966e-03 
 1.61282800e-08  1.61282800e-08  1.92526213e-02  1.71959901e+00  1.54813588e-01 -2.37501540e-03 
 1.61292800e-08  1.61292800e-08  1.86851929e-02  1.72503839e+00  1.41686326e-01 -2.33528189e-03 
 1.61302800e-08  1.61302800e-08  1.79619389e-02  1.73031796e+00  1.31182191e-01 -2.38494309e-03 
 1.61312800e-08  1.61312800e-08  1.70334527e-02  1.73538312e+00  1.22879799e-01 -2.33954740e-03 
 1.61322800e-08  1.61322800e-08  1.58705789e-02  1.74015689e+00  1.16138280e-01 -2.38671989e-03 
 1.61332800e-08  1.61332800e-08  1.44618019e-02  1.74459984e+00  1.10504035e-01 -2.34082745e-03 
 1.61342800e-08  1.61342800e-08  1.28072066e-02  1.74869569e+00  1.05643810e-01 -2.38795407e-03 
 1.61352800e-08  1.61352800e-08  1.09138943e-02  1.75244342e+00  1.01311573e-01 -2.34132557e-03 
 1.61362800e-08  1.61362800e-08  8.79228591e-03  1.75585195e+00  9.73263935e-02 -2.38616585e-03 
 1.61372800e-08  1.61372800e-08  6.45300503e-03  1.75893634e+00  9.35568095e-02 -2.33501668e-03 
 1.61382800e-08  1.61382800e-08  3.90398454e-03  1.76171502e+00  8.99093364e-02 -2.37248443e-03 
 1.61392800e-08  1.61392800e-08  1.14709568e-03  1.76420761e+00  8.63199876e-02 -2.31038757e-03 
 1.61402800e-08  1.61402800e-08 -1.82785584e-03  1.76643289e+00  8.27490344e-02 -2.33207883e-03 
 1.61412800e-08  1.61412800e-08 -5.06186365e-03  1.76840582e+00  7.91856987e-02 -2.24644199e-03 
 1.61422800e-08  1.61422800e-08 -8.77241642e-03  1.77012579e+00  7.57700290e-02 -2.22792873e-03 
 1.61432800e-08  1.61432800e-08 -1.33616561e-02  1.77159076e+00  7.28909379e-02 -2.11768026e-03 
 1.61442800e-08  1.61442800e-08 -1.87122468e-02  1.77282265e+00  7.03596954e-02 -2.09125655e-03 
 1.61452800e-08  1.61452800e-08 -2.42530802e-02  1.77388683e+00  6.76644800e-02 -2.02050872e-03 
 1.61462800e-08  1.61462800e-08 -2.98258469e-02  1.77484067e+00  6.48762446e-02 -2.05421861e-03 
 1.61472800e-08  1.61472800e-08 -3.54135670e-02  1.77570162e+00  6.20249030e-02 -1.99992356e-03 
 1.61482800e-08  1.61482800e-08 -4.10372909e-02  1.77647700e+00  5.91341570e-02 -2.03923396e-03 
 1.61492800e-08  1.61492800e-08 -4.67210179e-02  1.77717292e+00  5.62273835e-02 -1.99048228e-03 
 1.61502800e-08  1.61502800e-08 -5.24582473e-02  1.77780018e+00  5.33209587e-02 -2.02098419e-03 
 1.61512800e-08  1.61512800e-08 -5.80384884e-02  1.77841043e+00  5.04365881e-02 -1.97459571e-03 
 1.61522800e-08  1.61522800e-08 -6.30707029e-02  1.77908785e+00  4.76061966e-02 -2.03675955e-03 
 1.61532800e-08  1.61532800e-08 -6.70941262e-02  1.77991301e+00  4.47989414e-02 -2.02310775e-03 
 1.61542800e-08  1.61542800e-08 -6.95559064e-02  1.78097492e+00  4.19730910e-02 -2.10511609e-03 
 1.61552800e-08  1.61552800e-08 -6.99452751e-02  1.78236010e+00  3.91954309e-02 -2.09908162e-03 
 1.61562800e-08  1.61562800e-08 -6.78437852e-02  1.78413208e+00  3.65643706e-02 -2.18672536e-03 
 1.61572800e-08  1.61572800e-08 -6.28833616e-02  1.78633262e+00  3.41386320e-02 -2.18399228e-03 
 1.61582800e-08  1.61582800e-08 -5.47435043e-02  1.78898676e+00  3.19494683e-02 -2.27159616e-03 
 1.61592800e-08  1.61592800e-08 -4.31420758e-02  1.79210825e+00  3.00085519e-02 -2.26484278e-03 
 1.61602800e-08  1.61602800e-08 -2.78177290e-02  1.79570592e+00  2.83141194e-02 -2.34400351e-03 
 1.61612800e-08  1.61612800e-08 -8.48307110e-03  1.79979531e+00  2.68564863e-02 -2.32362464e-03 
 1.61622800e-08  1.61622800e-08  1.57312573e-02  1.80451235e+00  2.56310037e-02 -2.37750096e-03 
 1.61632800e-08  1.61632800e-08  4.68343702e-02  1.81021308e+00  2.46191556e-02 -2.34021424e-03 
 1.61642800e-08  1.61642800e-08  8.44848259e-02  1.81675349e+00  2.37777426e-02 -2.39325350e-03 
 1.61652800e-08  1.61652800e-08  1.26616645e-01  1.82366921e+00  2.30702719e-02 -2.34920247e-03 
 1.61662800e-08  1.61662800e-08  1.72766915e-01  1.83086591e+00  2.24677923e-02 -2.39542563e-03 
 1.61672800e-08  1.61672800e-08  2.22427209e-01  1.83826418e+00  2.19350830e-02 -2.35014596e-03 
 1.61682800e-08  1.61682800e-08  2.75169180e-01  1.84581530e+00  2.14464198e-02 -2.39406496e-03 
 1.61692800e-08  1.61692800e-08  3.30511666e-01  1.85346176e+00  2.09881712e-02 -2.34551616e-03 
 1.61702800e-08  1.61702800e-08  3.88112777e-01  1.86118780e+00  2.05497798e-02 -2.38578661e-03 
 1.61712800e-08  1.61712800e-08  4.47650954e-01  1.86898691e+00  2.01238533e-02 -2.33459409e-03 
 1.61722800e-08  1.61722800e-08  5.08953996e-01  1.87679269e+00  1.96960587e-02 -2.37297115e-03 
 1.61732800e-08  1.61732800e-08  5.71840911e-01  1.88433125e+00  1.92240207e-02 -2.32943809e-03 
 1.61742800e-08  1.61742800e-08  6.35424474e-01  1.89107813e+00  1.86497017e-02 -2.38142881e-03 
 1.61752800e-08  1.61752800e-08  6.98428908e-01  1.89645575e+00  1.79166250e-02 -2.33914024e-03 
 1.61762800e-08  1.61762800e-08  7.60097610e-01  1.90003308e+00  1.69761590e-02 -2.38548107e-03 
 1.61772800e-08  1.61772800e-08  8.20043195e-01  1.90149215e+00  1.58002906e-02 -2.34085785e-03 
 1.61782800e-08  1.61782800e-08  8.77932791e-01  1.90055726e+00  1.43782655e-02 -2.38676084e-03 
 1.61792800e-08  1.61792800e-08  9.33498046e-01  1.89699275e+00  1.27106545e-02 -2.34208005e-03 
 1.61802800e-08  1.61802800e-08  9.86531365e-01  1.89059662e+00  1.08048261e-02 -2.38718291e-03 
 1.61812800e-08  1.61812800e-08  1.03688011e+00  1.88119257e+00  8.67128813e-03 -2.34011134e-03 
 1.61822800e-08  1.61822800e-08  1.08444019e+00  1.86862023e+00  6.32059340e-03 -2.38055529e-03 
 1.61832800e-08  1.61832800e-08  1.12915003e+00  1.85272221e+00  3.76044414e-03 -2.32593885e-03 
 1.61842800e-08  1.61842800e-08  1.17098659e+00  1.83332393e+00  9.92257383e-04 -2.35521496e-03 
 1.61852800e-08  1.61852800e-08  1.20997004e+00  1.81018981e+00 -1.99512470e-03 -2.28450000e-03 
 1.61862800e-08  1.61862800e-08  1.24622248e+00  1.78287771e+00 -5.24561182e-03 -2.28969379e-03 
 1.61872800e-08  1.61872800e-08  1.28080499e+00  1.74953477e+00 -9.00835689e-03 -2.17744794e-03 
 1.61882800e-08  1.61882800e-08  1.31584180e+00  1.70728791e+00 -1.36575062e-02 -2.15944075e-03 
 1.61892800e-08  1.61892800e-08  1.35040168e+00  1.65681084e+00 -1.90243014e-02 -2.04178998e-03 
 1.61902800e-08  1.61902800e-08  1.38223918e+00  1.60153069e+00 -2.45727999e-02 -2.06519301e-03 
 1.61912800e-08  1.61912800e-08  1.41166671e+00  1.54276054e+00 -3.01442512e-02 -2.00831390e-03 
 1.61922800e-08  1.61922800e-08  1.43882024e+00  1.48097713e+00 -3.57320918e-02 -2.04491084e-03 
 1.61932800e-08  1.61932800e-08  1.46382733e+00  1.41651046e+00 -4.13574324e-02 -1.99364116e-03 
 1.61942800e-08  1.61942800e-08  1.48681900e+00  1.34968012e+00 -4.70450185e-02 -2.03556593e-03 
 1.61952800e-08  1.61952800e-08  1.50789201e+00  1.28041502e+00 -5.27799184e-02 -1.97519576e-03 
 1.61962800e-08  1.61962800e-08  1.52714694e+00  1.20863558e+00 -5.83393044e-02 -2.02042441e-03 
 1.61972800e-08  1.61972800e-08  1.54472358e+00  1.13465455e+00 -6.33284755e-02 -1.99290049e-03 
 1.61982800e-08  1.61982800e-08  1.56043244e+00  1.05925033e+00 -6.72788915e-02 -2.07043011e-03 
 1.61992800e-08  1.61992800e-08  1.57404884e+00  9.83827119e-01 -6.96360853e-02 -2.06193075e-03 
 1.62002800e-08  1.62002800e-08  1.58589217e+00  9.09630950e-01 -6.98962103e-02 -2.14675722e-03 
 1.62012800e-08  1.62012800e-08  1.59644873e+00  8.37541464e-01 -6.76435783e-02 -2.14379640e-03 
 1.62022800e-08  1.62022800e-08  1.60608106e+00  7.68296760e-01 -6.25129233e-02 -2.23175892e-03 
 1.62032800e-08  1.62032800e-08  1.61506127e+00  7.02482818e-01 -5.41861898e-02 -2.22854903e-03 
 1.62042800e-08  1.62042800e-08  1.62359008e+00  6.40537636e-01 -4.23829733e-02 -2.31225431e-03 
 1.62052800e-08  1.62052800e-08  1.63181126e+00  5.82761635e-01 -2.68422290e-02 -2.30033932e-03 
 1.62062800e-08  1.62062800e-08  1.63982281e+00  5.29327824e-01 -7.27148453e-03 -2.37006927e-03 
 1.62072800e-08  1.62072800e-08  1.64764122e+00  4.79955263e-01  1.73849437e-02 -2.33139016e-03 
 1.62082800e-08  1.62082800e-08  1.65508441e+00  4.33153709e-01  4.89598629e-02 -2.38621275e-03 
 1.62092800e-08  1.62092800e-08  1.66220672e+00  3.89137316e-01  8.68690977e-02 -2.34805110e-03 
 1.62102800e-08  1.62102800e-08  1.66925105e+00  3.49382156e-01  1.29250951e-01 -2.39444937e-03 
 1.62112800e-08  1.62112800e-08  1.67623147e+00  3.13648613e-01  1.75639117e-01 -2.34957719e-03 
 1.62122800e-08  1.62122800e-08  1.68308991e+00  2.81683349e-01  2.25496123e-01 -2.39555120e-03 
 1.62132800e-08  1.62132800e-08  1.68977172e+00  2.53221481e-01  2.78392995e-01 -2.34846720e-03 
 1.62142800e-08  1.62142800e-08  1.69628346e+00  2.27952113e-01  3.33870604e-01 -2.39069993e-03 
 1.62152800e-08  1.62152800e-08  1.70260214e+00  2.05589086e-01  3.91588066e-01 -2.34002355e-03 
 1.62162800e-08  1.62162800e-08  1.70870721e+00  1.85852358e-01  4.51228467e-01 -2.37957577e-03 
 1.62172800e-08  1.62172800e-08  1.71458066e+00  1.68484985e-01  5.12624119e-01 -2.32738633e-03 
 1.62182800e-08  1.62182800e-08  1.72020112e+00  1.53238875e-01  5.75589602e-01 -2.37530785e-03 
 1.62192800e-08  1.62192800e-08  1.72562112e+00  1.40387313e-01  6.39177102e-01 -2.33628552e-03 
 1.62202800e-08  1.62202800e-08  1.73088356e+00  1.30169655e-01  7.02111959e-01 -2.38473192e-03 
 1.62212800e-08  1.62212800e-08  1.73592015e+00  1.22068465e-01  7.63687817e-01 -2.34011530e-03 
 1.62222800e-08  1.62222800e-08  1.74065934e+00  1.15469837e-01  8.23519377e-01 -2.38638771e-03 
 1.62232800e-08  1.62232800e-08  1.74506481e+00  1.09935881e-01  8.81277587e-01 -2.34139204e-03 
 1.62242800e-08  1.62242800e-08  1.74912233e+00  1.05144546e-01  9.36697784e-01 -2.38759001e-03 
 1.62252800e-08  1.62252800e-08  1.75283226e+00  1.00858069e-01  9.89575760e-01 -2.34172107e-03 
 1.62262800e-08  1.62262800e-08  1.75620436e+00  9.69017648e-02  1.03976190e+00 -2.38541167e-03 
 1.62272800e-08  1.62272800e-08  1.75925420e+00  9.31489468e-02  1.08715474e+00 -2.33473061e-03 
 1.62282800e-08  1.62282800e-08  1.76200046e+00  8.95098104e-02  1.13169506e+00 -2.37068557e-03 
 1.62292800e-08  1.62292800e-08  1.76446278e+00  8.59232730e-02  1.17336205e+00 -2.30859199e-03 
 1.62302800e-08  1.62302800e-08  1.76665968e+00  8.23522550e-02  1.21217912e+00 -2.32808599e-03 
 1.62312800e-08  1.62312800e-08  1.76860539e+00  7.87910912e-02  1.24828065e+00 -2.24129678e-03 
 1.62322800e-08  1.62322800e-08  1.77029445e+00  7.54537590e-02  1.28296294e+00 -2.21784779e-03 
 1.62332800e-08  1.62332800e-08  1.77172829e+00  7.26570819e-02  1.31813977e+00 -2.10908746e-03 
 1.62342800e-08  1.62342800e-08  1.77293701e+00  7.00943028e-02  1.35251329e+00 -2.08345742e-03 
 1.62352800e-08  1.62352800e-08  1.77398531e+00  6.73774381e-02  1.38418537e+00 -2.01828950e-03 
 1.62362800e-08  1.62362800e-08  1.77492975e+00  6.45755316e-02  1.41346260e+00 -2.05393120e-03 
 1.62372800e-08  1.62372800e-08  1.77578197e+00  6.17139706e-02  1.44047420e+00 -1.99835222e-03 
 1.62382800e-08  1.62382800e-08  1.77654920e+00  5.88163831e-02  1.46534801e+00 -2.03961434e-03 
 1.62392800e-08  1.62392800e-08  1.77723651e+00  5.59053027e-02  1.48821273e+00 -1.98804154e-03 
 1.62402800e-08  1.62402800e-08  1.77785925e+00  5.29973500e-02  1.50916538e+00 -2.02095348e-03 
 1.62412800e-08  1.62412800e-08  1.77847479e+00  5.01154306e-02  1.52830916e+00 -1.97493938e-03 
 1.62422800e-08  1.62422800e-08  1.77916706e+00  4.72912997e-02  1.54578355e+00 -2.04091708e-03 
 1.62432800e-08  1.62432800e-08  1.78001725e+00  4.44814707e-02  1.56136592e+00 -2.02662920e-03 
 1.62442800e-08  1.62442800e-08  1.78111512e+00  4.16521663e-02  1.57484990e+00 -2.11067112e-03 
 1.62452800e-08  1.62452800e-08  1.78254519e+00  3.88859632e-02  1.58659747e+00 -2.10336063e-03 
 1.62462800e-08  1.62462800e-08  1.78436809e+00  3.62754842e-02  1.59708512e+00 -2.19282192e-03 
 1.62472800e-08  1.62472800e-08  1.78662328e+00  3.38755860e-02  1.60666876e+00 -2.18845047e-03 
 1.62482800e-08  1.62482800e-08  1.78933416e+00  3.17147477e-02  1.61561530e+00 -2.27741601e-03 
 1.62492800e-08  1.62492800e-08  1.79251349e+00  2.98026909e-02  1.62412134e+00 -2.26850922e-03 
 1.62502800e-08  1.62502800e-08  1.79617008e+00  2.81363772e-02  1.63232735e+00 -2.34846168e-03 
 1.62512800e-08  1.62512800e-08  1.80032221e+00  2.67056011e-02  1.64032862e+00 -2.32515541e-03 
 1.62522800e-08  1.62522800e-08  1.80522375e+00  2.55112289e-02  1.64810171e+00 -2.37645948e-03 
 1.62532800e-08  1.62532800e-08  1.81111374e+00  2.45263117e-02  1.65549874e+00 -2.34091664e-03 
 1.62542800e-08  1.62542800e-08  1.81769811e+00  2.37015724e-02  1.66262561e+00 -2.39447201e-03 
 1.62552800e-08  1.62552800e-08  1.82465444e+00  2.30078280e-02  1.66967314e+00 -2.34818030e-03 
 1.62562800e-08  1.62562800e-08  1.83188810e+00  2.24159910e-02  1.67665416e+00 -2.39515840e-03 
 1.62572800e-08  1.62572800e-08  1.83930738e+00  2.18892247e-02  1.68350993e+00 -2.34952557e-03 
 1.62582800e-08  1.62582800e-08  1.84686574e+00  2.14029104e-02  1.69018630e+00 -2.39441171e-03 
 1.62592800e-08  1.62592800e-08  1.85451789e+00  2.09457926e-02  1.69669030e+00 -2.34439085e-03 
 1.62602800e-08  1.62602800e-08  1.86224919e+00  2.05076906e-02  1.70299913e+00 -2.38575671e-03 
 1.62612800e-08  1.62612800e-08  1.87005629e+00  2.00819146e-02  1.70909272e+00 -2.33283936e-03 
 1.62622800e-08  1.62622800e-08  1.87784537e+00  1.96501655e-02  1.71495276e+00 -2.37339678e-03 
 1.62632800e-08  1.62632800e-08  1.88531174e+00  1.91661907e-02  1.72055753e+00 -2.32996772e-03 
 1.62642800e-08  1.62642800e-08  1.89190560e+00  1.85725122e-02  1.72596787e+00 -2.38282464e-03 
 1.62652800e-08  1.62652800e-08  1.89705524e+00  1.78129115e-02  1.73122180e+00 -2.33897678e-03 
 1.62662800e-08  1.62662800e-08  1.90035921e+00  1.68408434e-02  1.73624214e+00 -2.38637708e-03 
 1.62672800e-08  1.62672800e-08  1.90150501e+00  1.56310864e-02  1.74096089e+00 -2.34055377e-03 
 1.62682800e-08  1.62682800e-08  1.90022274e+00  1.41747403e-02  1.74534381e+00 -2.38764287e-03 
 1.62692800e-08  1.62692800e-08  1.89628170e+00  1.24735455e-02  1.74937806e+00 -2.34171581e-03 
 1.62702800e-08  1.62702800e-08  1.88948390e+00  1.05354960e-02  1.75306490e+00 -2.38783007e-03 
 1.62712800e-08  1.62712800e-08  1.87965582e+00  8.37127537e-03  1.75641469e+00 -2.33923805e-03 
 1.62722800e-08  1.62722800e-08  1.86663832e+00  5.99121526e-03  1.75944335e+00 -2.38033493e-03 
 1.62732800e-08  1.62732800e-08  1.85027308e+00  3.40238527e-03  1.76216970e+00 -2.32375213e-03 
 1.62742800e-08  1.62742800e-08  1.83038067e+00  6.04969918e-04  1.76461339e+00 -2.35310762e-03 
 1.62752800e-08  1.62752800e-08  1.80671014e+00 -2.41487084e-03  1.76679279e+00 -2.27956881e-03 
 1.62762800e-08  1.62762800e-08  1.77876242e+00 -5.70955514e-03  1.76872155e+00 -2.28338581e-03 
 1.62772800e-08  1.62772800e-08  1.74373081e+00 -9.66623134e-03  1.77038884e+00 -2.16489036e-03 
 1.62782800e-08  1.62782800e-08  1.69941390e+00 -1.45462751e-02  1.77179850e+00 -2.14732332e-03 
 1.62792800e-08  1.62792800e-08  1.64803270e+00 -1.99547516e-02  1.77299099e+00 -2.03336430e-03 
 1.62802800e-08  1.62802800e-08  1.59204937e+00 -2.55191889e-02  1.77402922e+00 -2.06212716e-03 
 1.62812800e-08  1.62812800e-08  1.53277945e+00 -3.10849442e-02  1.77496783e+00 -2.00848697e-03 
 1.62822800e-08  1.62822800e-08  1.47054996e+00 -3.66713934e-02  1.77581486e+00 -2.04270578e-03 
 1.62832800e-08  1.62832800e-08  1.40569052e+00 -4.22998801e-02  1.77657740e+00 -1.99469142e-03 
 1.62842800e-08  1.62842800e-08  1.33845571e+00 -4.80025341e-02  1.77725957e+00 -2.03101715e-03 
 1.62852800e-08  1.62852800e-08  1.26877258e+00 -5.37304050e-02  1.77788093e+00 -1.97579615e-03 
 1.62862800e-08  1.62862800e-08  1.19662631e+00 -5.92188613e-02  1.77850357e+00 -2.02099970e-03 
 1.62872800e-08  1.62872800e-08  1.12232808e+00 -6.40724755e-02  1.77921051e+00 -1.99916895e-03 
 1.62882800e-08  1.62882800e-08  1.04681139e+00 -6.77991249e-02  1.78008365e+00 -2.07510100e-03 
 1.62892800e-08  1.62892800e-08  9.71532117e-01 -6.98401047e-02  1.78121321e+00 -2.06988041e-03 
 1.62902800e-08  1.62902800e-08  8.97631433e-01 -6.97129870e-02  1.78268185e+00 -2.15242015e-03 
 1.62912800e-08  1.62912800e-08  8.25967863e-01 -6.70102121e-02  1.78454791e+00 -2.15242882e-03 
 1.62922800e-08  1.62922800e-08  7.57254626e-01 -6.13746537e-02  1.78684902e+00 -2.23760373e-03 
 1.62932800e-08  1.62932800e-08  6.92052981e-01 -5.24952246e-02  1.78960727e+00 -2.23674060e-03 
 1.62942800e-08  1.62942800e-08  6.30777600e-01 -4.00962586e-02  1.79283475e+00 -2.31695823e-03 
 1.62952800e-08  1.62952800e-08  5.73707625e-01 -2.39168087e-02  1.79654035e+00 -2.30661259e-03 
 1.62962800e-08  1.62962800e-08  5.20994182e-01 -3.64461824e-03  1.80074520e+00 -2.37175189e-03 
 1.62972800e-08  1.62972800e-08  4.71475076e-01  2.28802807e-02  1.80584634e+00 -2.33232072e-03 
 1.62982800e-08  1.62982800e-08  4.24463106e-01  5.65367297e-02  1.81194789e+00 -2.38715005e-03 
 1.62992800e-08  1.62992800e-08  3.81289636e-01  9.53120321e-02  1.81857102e+00 -2.35042980e-03 
 1.63002800e-08  1.63002800e-08  3.42338795e-01  1.38526211e-01  1.82556285e+00 -2.39280631e-03 
 1.63012800e-08  1.63012800e-08  3.07362175e-01  1.85704386e-01  1.83282877e+00 -2.34972942e-03 
 1.63022800e-08  1.63022800e-08  2.76091040e-01  2.36207093e-01  1.84026556e+00 -2.39453837e-03 
 1.63032800e-08  1.63032800e-08  2.48258315e-01  2.89604141e-01  1.84782877e+00 -2.34956687e-03 
 1.63042800e-08  1.63042800e-08  2.23561739e-01  3.45515852e-01  1.85548463e+00 -2.38892835e-03 
 1.63052800e-08  1.63052800e-08  2.01716253e-01  4.03605106e-01  1.86321950e+00 -2.34055555e-03 
 1.63062800e-08  1.63062800e-08  1.82446870e-01  4.63588901e-01  1.87103064e+00 -2.37677884e-03 
 1.63072800e-08  1.63072800e-08  1.65498309e-01  5.25296319e-01  1.87879799e+00 -2.32874999e-03 
 1.63082800e-08  1.63082800e-08  1.50621885e-01  5.88507742e-01  1.88619091e+00 -2.37617016e-03 
 1.63092800e-08  1.63092800e-08  1.38233374e-01  6.52087222e-01  1.89263787e+00 -2.33886613e-03 
 1.63102800e-08  1.63102800e-08  1.28494750e-01  7.14764428e-01  1.89757272e+00 -2.38436312e-03 
 1.63112800e-08  1.63112800e-08  1.20728808e-01  7.76004403e-01  1.90062104e+00 -2.34199101e-03 
 1.63122800e-08  1.63122800e-08  1.14366511e-01  8.35429787e-01  1.90147543e+00 -2.38581108e-03 
 1.63132800e-08  1.63132800e-08  1.08996606e-01  8.92724604e-01  1.89987119e+00 -2.34322198e-03 
 1.63142800e-08  1.63142800e-08  1.04316140e-01  9.47636714e-01  1.89558210e+00 -2.38688036e-03 
 1.63152800e-08  1.63152800e-08  1.00101503e-01  9.99973334e-01  1.88841369e+00 -2.34314486e-03 
 1.63162800e-08  1.63162800e-08  9.61887056e-02  1.04959498e+00  1.87819482e+00 -2.38387811e-03 
 1.63172800e-08  1.63172800e-08  9.24592425e-02  1.09640908e+00  1.86476725e+00 -2.33478858e-03 
 1.63182800e-08  1.63182800e-08  8.88296185e-02  1.14036423e+00  1.84797147e+00 -2.36711207e-03 
 1.63192800e-08  1.63192800e-08  8.52437687e-02  1.18144739e+00  1.82762290e+00 -2.30573560e-03 
