 time            time            v(n1)           v(n2)           v(n3)           i(vdd)         
 1.63228000e-09  1.63228000e-09  1.76079427e+00  9.10825023e-02  1.11313518e+00 -2.35678073e-03 
 1.63328000e-09  1.63328000e-09  1.76338113e+00  8.74760138e-02  1.15601979e+00 -2.33578686e-03 
 1.63428000e-09  1.63428000e-09  1.76569448e+00  8.38982784e-02  1.19603821e+00 -2.32189513e-03 
 1.63528000e-09  1.63528000e-09  1.76775095e+00  8.03273297e-02  1.23325864e+00 -2.28020585e-03 
 1.63628000e-09  1.63628000e-09  1.76955880e+00  7.68075065e-02  1.26806564e+00 -2.23405099e-03 
 1.63728000e-09  1.63728000e-09  1.77110664e+00  7.38158597e-02  1.30317925e+00 -2.15782663e-03 
 1.63828000e-09  1.63828000e-09  1.77240388e+00  7.13191180e-02  1.33875698e+00 -2.09193845e-03 
 1.63928000e-09  1.63928000e-09  1.77351614e+00  6.86402526e-02  1.37150369e+00 -2.04617851e-03 
 1.64028000e-09  1.64028000e-09  1.77450184e+00  6.58512166e-02  1.40173623e+00 -2.03626971e-03 
 1.64128000e-09  1.64128000e-09  1.77539269e+00  6.29956595e-02  1.42965460e+00 -2.02395225e-03 
 1.64228000e-09  1.64228000e-09  1.77619616e+00  6.00966754e-02  1.45538385e+00 -2.01959317e-03 
 1.64328000e-09  1.64328000e-09  1.77691862e+00  5.71773977e-02  1.47905399e+00 -2.01285940e-03 
 1.64428000e-09  1.64428000e-09  1.77756519e+00  5.42554356e-02  1.50077334e+00 -2.00295442e-03 
 1.64528000e-09  1.64528000e-09  1.77817563e+00  5.13506656e-02  1.52064087e+00 -1.99484435e-03 
 1.64628000e-09  1.64628000e-09  1.77882895e+00  4.84923746e-02  1.53878289e+00 -2.00872419e-03 
 1.64728000e-09  1.64728000e-09  1.77960526e+00  4.56829534e-02  1.55520378e+00 -2.03477619e-03 
 1.64828000e-09  1.64828000e-09  1.78059133e+00  4.28600609e-02  1.56957588e+00 -2.07275372e-03 
 1.64928000e-09  1.64928000e-09  1.78187708e+00  4.00477904e-02  1.58196714e+00 -2.10882226e-03 
 1.65028000e-09  1.65028000e-09  1.78353337e+00  3.73593898e-02  1.59292014e+00 -2.15286586e-03 
 1.65128000e-09  1.65128000e-09  1.78560780e+00  3.48633406e-02  1.60283474e+00 -2.19305036e-03 
 1.65228000e-09  1.65228000e-09  1.78812976e+00  3.25978782e-02  1.61201199e+00 -2.23811714e-03 
 1.65328000e-09  1.65328000e-09  1.79111569e+00  3.05795922e-02  1.62067559e+00 -2.27550148e-03 
 1.65428000e-09  1.65428000e-09  1.79457507e+00  2.88099805e-02  1.62898764e+00 -2.31346978e-03 
 1.65528000e-09  1.65528000e-09  1.79851930e+00  2.72809682e-02  1.63706102e+00 -2.33890997e-03 
 1.65628000e-09  1.65628000e-09  1.80300405e+00  2.59828959e-02  1.64496380e+00 -2.35698463e-03 
 1.65728000e-09  1.65728000e-09  1.80848001e+00  2.49107065e-02  1.65250045e+00 -2.35847016e-03 
 1.65828000e-09  1.65828000e-09  1.81490803e+00  2.40270261e-02  1.65966584e+00 -2.37079986e-03 
 1.65928000e-09  1.65928000e-09  1.82172032e+00  2.32837047e-02  1.66675190e+00 -2.37111559e-03 
 1.66028000e-09  1.66028000e-09  1.82887141e+00  2.26546974e-02  1.67375172e+00 -2.37218572e-03 
 1.66128000e-09  1.66128000e-09  1.83625299e+00  2.21047243e-02  1.68064045e+00 -2.37138695e-03 
 1.66228000e-09  1.66228000e-09  1.84376500e+00  2.16035590e-02  1.68738908e+00 -2.37372400e-03 
 1.66328000e-09  1.66328000e-09  1.85137959e+00  2.11364264e-02  1.69397410e+00 -2.36796601e-03 
 1.66428000e-09  1.66428000e-09  1.85907826e+00  2.06918618e-02  1.70037223e+00 -2.36636778e-03 
 1.66528000e-09  1.66528000e-09  1.86685186e+00  2.02616222e-02  1.70656211e+00 -2.35768630e-03 
 1.66628000e-09  1.66628000e-09  1.87467145e+00  1.98364353e-02  1.71252582e+00 -2.35320316e-03 
 1.66728000e-09  1.66728000e-09  1.88232018e+00  1.93811702e-02  1.71824300e+00 -2.34937394e-03 
 1.66828000e-09  1.66828000e-09  1.88934254e+00  1.88392708e-02  1.72372921e+00 -2.35917951e-03 
 1.66928000e-09  1.66928000e-09  1.89515010e+00  1.81540541e-02  1.72905006e+00 -2.35998521e-03 
 1.67028000e-09  1.67028000e-09  1.89925185e+00  1.72732404e-02  1.73418023e+00 -2.36446402e-03 
 1.67128000e-09  1.67128000e-09  1.90131907e+00  1.61627537e-02  1.73903127e+00 -2.36207146e-03 
 1.67228000e-09  1.67228000e-09  1.90106426e+00  1.48077843e-02  1.74355723e+00 -2.36575473e-03 
 1.67328000e-09  1.67328000e-09  1.89824129e+00  1.32062883e-02  1.74773755e+00 -2.36332150e-03 
 1.67428000e-09  1.67428000e-09  1.89263962e+00  1.13641595e-02  1.75156841e+00 -2.36649893e-03 
 1.67528000e-09  1.67528000e-09  1.88407676e+00  9.29136590e-03  1.75505696e+00 -2.36218204e-03 
 1.67628000e-09  1.67628000e-09  1.87238903e+00  6.99873126e-03  1.75821719e+00 -2.36138353e-03 
 1.67728000e-09  1.67728000e-09  1.85741975e+00  4.49503365e-03  1.76106702e+00 -2.35037725e-03 
 1.67828000e-09  1.67828000e-09  1.83900184e+00  1.78384173e-03  1.76362602e+00 -2.33949792e-03 
 1.67928000e-09  1.67928000e-09  1.81692384e+00 -1.14154284e-03  1.76591337e+00 -2.31395008e-03 
 1.68028000e-09  1.68028000e-09  1.79082819e+00 -4.31212565e-03  1.76794526e+00 -2.28159022e-03 
 1.68128000e-09  1.68128000e-09  1.75964401e+00 -7.86384612e-03  1.76972729e+00 -2.22085842e-03 
 1.68228000e-09  1.68228000e-09  1.71986351e+00 -1.22760723e-02  1.77125114e+00 -2.15745826e-03 
 1.68328000e-09  1.68328000e-09  1.67089064e+00 -1.75632367e-02  1.77252959e+00 -2.08082366e-03 
 1.68428000e-09  1.68428000e-09  1.61681727e+00 -2.30717111e-02  1.77362784e+00 -2.04978407e-03 
 1.68528000e-09  1.68528000e-09  1.55888908e+00 -2.86457458e-02  1.77460408e+00 -2.03036392e-03 
 1.68628000e-09  1.68628000e-09  1.49786236e+00 -3.42299421e-02  1.77548603e+00 -2.02802575e-03 
 1.68728000e-09  1.68728000e-09  1.43406648e+00 -3.98450678e-02  1.77628114e+00 -2.01417035e-03 
 1.68828000e-09  1.68828000e-09  1.36782720e+00 -4.55145260e-02  1.77699570e+00 -2.01740557e-03 
 1.68928000e-09  1.68928000e-09  1.29917471e+00 -5.12548895e-02  1.77763606e+00 -1.99696828e-03 
 1.69028000e-09  1.69028000e-09  1.22802879e+00 -5.68996393e-02  1.77824540e+00 -1.99987464e-03 
 1.69128000e-09  1.69128000e-09  1.15459954e+00 -6.20799208e-02  1.77890461e+00 -2.00555265e-03 
 1.69228000e-09  1.69228000e-09  1.07943088e+00 -6.63628485e-02  1.77969376e+00 -2.04236364e-03 
 1.69328000e-09  1.69328000e-09  1.00383885e+00 -6.92023525e-02  1.78070035e+00 -2.07094071e-03 
 1.69428000e-09  1.69428000e-09  9.29220635e-01 -7.00634803e-02  1.78201353e+00 -2.11696423e-03 
 1.69528000e-09  1.69528000e-09  8.56488271e-01 -6.85175530e-02  1.78370204e+00 -2.15149837e-03 
 1.69628000e-09  1.69628000e-09  7.86419811e-01 -6.41858614e-02  1.78581179e+00 -2.20141581e-03 
 1.69728000e-09  1.69728000e-09  7.19641542e-01 -5.67384824e-02  1.78837089e+00 -2.23667756e-03 
 1.69828000e-09  1.69828000e-09  6.56629941e-01 -4.58863151e-02  1.79139498e+00 -2.28345273e-03 
 1.69928000e-09  1.69928000e-09  5.97720727e-01 -3.13658497e-02  1.79489328e+00 -2.31123930e-03 
 1.70028000e-09  1.70028000e-09  5.43120670e-01 -1.29034409e-02  1.79887810e+00 -2.34561492e-03 
 1.70128000e-09  1.70128000e-09  4.92851154e-01  1.00410784e-02  1.80341815e+00 -2.35230470e-03 
 1.70228000e-09  1.70228000e-09  4.45238068e-01  3.98277903e-02  1.80894699e+00 -2.36424947e-03 
 1.70328000e-09  1.70328000e-09  4.00101679e-01  7.65594256e-02  1.81540774e+00 -2.36629086e-03 
 1.70428000e-09  1.70428000e-09  3.59266473e-01  1.17800808e-01  1.82225008e+00 -2.37589015e-03 
 1.70528000e-09  1.70528000e-09  3.22541584e-01  1.63292249e-01  1.82942325e+00 -2.36744058e-03 
 1.70628000e-09  1.70628000e-09  2.89658192e-01  2.12427381e-01  1.83681804e+00 -2.37628710e-03 
 1.70728000e-09  1.70728000e-09  2.60322133e-01  2.64591169e-01  1.84434051e+00 -2.36856229e-03 
 1.70828000e-09  1.70828000e-09  2.34251835e-01  3.19426715e-01  1.85196356e+00 -2.37252803e-03 
 1.70928000e-09  1.70928000e-09  2.11161115e-01  3.76588849e-01  1.85966943e+00 -2.36094707e-03 
 1.71028000e-09  1.71028000e-09  1.90767693e-01  4.35751585e-01  1.86744971e+00 -2.36206679e-03 
 1.71128000e-09  1.71128000e-09  1.72809138e-01  4.96715088e-01  1.87526668e+00 -2.34781246e-03 
 1.71228000e-09  1.71228000e-09  1.57035051e-01  5.59301075e-01  1.88288763e+00 -2.35455424e-03 
 1.71328000e-09  1.71328000e-09  1.43524431e-01  6.22839799e-01  1.88983624e+00 -2.35456745e-03 
 1.71428000e-09  1.71428000e-09  1.32622127e-01  6.86052002e-01  1.89552697e+00 -2.36499475e-03 
 1.71528000e-09  1.71528000e-09  1.24038185e-01  7.48009637e-01  1.89948551e+00 -2.35948709e-03 
 1.71628000e-09  1.71628000e-09  1.17094591e-01  8.08319055e-01  1.90138606e+00 -2.36697024e-03 
 1.71728000e-09  1.71728000e-09  1.11316422e-01  8.66634387e-01  1.90094442e+00 -2.36077654e-03 
 1.71828000e-09  1.71828000e-09  1.06355291e-01  9.22674567e-01  1.89791738e+00 -2.36822183e-03 
 1.71928000e-09  1.71928000e-09  1.01954006e-01  9.76220257e-01  1.89209684e+00 -2.36144636e-03 
 1.72028000e-09  1.72028000e-09  9.79232161e-02  1.02710832e+00  1.88330207e+00 -2.36687193e-03 
 1.72128000e-09  1.72128000e-09  9.41250144e-02  1.07522543e+00  1.87137040e+00 -2.35593531e-03 
 1.72228000e-09  1.72228000e-09  9.04609411e-02  1.12050193e+00  1.85614508e+00 -2.35443917e-03 
 1.72328000e-09  1.72328000e-09  8.68630975e-02  1.16290715e+00  1.83745721e+00 -2.33312844e-03 
 1.72428000e-09  1.72428000e-09  8.32883169e-02  1.20245113e+00  1.81508939e+00 -2.31667898e-03 
 1.72528000e-09  1.72528000e-09  7.97201688e-02  1.23922282e+00  1.78866377e+00 -2.27320479e-03 
 1.72628000e-09  1.72628000e-09  7.62436836e-02  1.27382320e+00  1.75695854e+00 -2.21994918e-03 
 1.72728000e-09  1.72728000e-09  7.32997900e-02  1.30878617e+00  1.71659655e+00 -2.14764360e-03 
 1.72828000e-09  1.72828000e-09  7.07893646e-02  1.34391807e+00  1.66722821e+00 -2.08093167e-03 
 1.72928000e-09  1.72928000e-09  6.81055906e-02  1.37626541e+00  1.61283486e+00 -2.04338105e-03 
 1.73028000e-09  1.73028000e-09  6.53200092e-02  1.40614412e+00  1.55468107e+00 -2.03488974e-03 
 1.73128000e-09  1.73128000e-09  6.24692173e-02  1.43372566e+00  1.49345115e+00 -2.02201433e-03 
 1.73228000e-09  1.73228000e-09  5.95767085e-02  1.45913632e+00  1.42947471e+00 -2.01910035e-03 
 1.73328000e-09  1.73328000e-09  5.66658125e-02  1.48250686e+00  1.36307699e+00 -2.01178926e-03 
 1.73428000e-09  1.73428000e-09  5.37534806e-02  1.50394043e+00  1.29426051e+00 -2.00149004e-03 
 1.73528000e-09  1.73528000e-09  5.08606095e-02  1.52353664e+00  1.22294418e+00 -1.99473853e-03 
 1.73628000e-09  1.73628000e-09  4.80179836e-02  1.54142799e+00  1.14936615e+00 -2.01245523e-03 
 1.73728000e-09  1.73728000e-09  4.52101472e-02  1.55753036e+00  1.07412984e+00 -2.03930204e-03 
 1.73828000e-09  1.73828000e-09  4.23857454e-02  1.57156225e+00  9.98574899e-01 -2.07890522e-03 
 1.73928000e-09  1.73928000e-09  3.95919473e-02  1.58370683e+00  9.24061070e-01 -2.11436450e-03 
 1.74028000e-09  1.74028000e-09  3.69340870e-02  1.59448115e+00  8.51492111e-01 -2.15982520e-03 
 1.74128000e-09  1.74128000e-09  3.44754667e-02  1.60426832e+00  7.81635640e-01 -2.19898626e-03 
 1.74228000e-09  1.74228000e-09  3.22506200e-02  1.61335646e+00  7.15107344e-01 -2.24492243e-03 
 1.74328000e-09  1.74328000e-09  3.02735274e-02  1.62195900e+00  6.52373527e-01 -2.28065110e-03 
 1.74428000e-09  1.74428000e-09  2.85439483e-02  1.63022985e+00  5.93760549e-01 -2.31879250e-03 
 1.74528000e-09  1.74528000e-09  2.70529090e-02  1.63827530e+00  5.39466405e-01 -2.34172676e-03 
 1.74628000e-09  1.74628000e-09  2.57925512e-02  1.64615112e+00  4.89474275e-01 -2.35759060e-03 
 1.74728000e-09  1.74728000e-09  2.47517295e-02  1.65365717e+00  4.42119143e-01 -2.35963675e-03 
 1.74828000e-09  1.74828000e-09  2.38907834e-02  1.66079950e+00  3.97268383e-01 -2.37191902e-03 
 1.74928000e-09  1.74928000e-09  2.31667921e-02  1.66786366e+00  3.56709399e-01 -2.37040756e-03 
 1.75028000e-09  1.75028000e-09  2.25521392e-02  1.67483980e+00  3.20245224e-01 -2.37289092e-03 
 1.75128000e-09  1.75128000e-09  2.20117127e-02  1.68170177e+00  2.87603928e-01 -2.37093573e-03 
 1.75228000e-09  1.75228000e-09  2.15176843e-02  1.68842115e+00  2.58492112e-01 -2.37366636e-03 
 1.75328000e-09  1.75328000e-09  2.10557458e-02  1.69497425e+00  2.32627493e-01 -2.36689686e-03 
 1.75428000e-09  1.75428000e-09  2.06149036e-02  1.70133786e+00  2.09723827e-01 -2.36583818e-03 
 1.75528000e-09  1.75528000e-09  2.01873588e-02  1.70749094e+00  1.89499268e-01 -2.35628798e-03 
 1.75628000e-09  1.75628000e-09  1.97615403e-02  1.71341563e+00  1.71692869e-01 -2.35277494e-03 
 1.75728000e-09  1.75728000e-09  1.92985355e-02  1.71909117e+00  1.56054873e-01 -2.34951058e-03 
 1.75828000e-09  1.75828000e-09  1.87407601e-02  1.72454917e+00  1.42715078e-01 -2.36014604e-03 
 1.75928000e-09  1.75928000e-09  1.80315983e-02  1.72984536e+00  1.31990948e-01 -2.35976015e-03 
 1.76028000e-09  1.76028000e-09  1.71205562e-02  1.73493537e+00  1.23532411e-01 -2.36477123e-03 
 1.76128000e-09  1.76128000e-09  1.59767434e-02  1.73973820e+00  1.16678412e-01 -2.36164852e-03 
 1.76228000e-09  1.76228000e-09  1.45874829e-02  1.74421213e+00  1.10963701e-01 -2.36606010e-03 
 1.76328000e-09  1.76328000e-09  1.29521123e-02  1.74833937e+00  1.06046739e-01 -2.36289671e-03 
 1.76428000e-09  1.76428000e-09  1.10773138e-02  1.75211792e+00  1.01675371e-01 -2.36665760e-03 
 1.76528000e-09  1.76528000e-09  8.97335884e-03  1.75555606e+00  9.76640400e-02 -2.36135496e-03 
 1.76628000e-09  1.76628000e-09  6.65095635e-03  1.75866850e+00  9.38777409e-02 -2.36079350e-03 
 1.76728000e-09  1.76728000e-09  4.11835955e-03  1.76147349e+00  9.02202484e-02 -2.34836733e-03 
 1.76828000e-09  1.76828000e-09  1.37807883e-03  1.76399064e+00  8.66254167e-02 -2.33717600e-03 
 1.76928000e-09  1.76928000e-09 -1.57874367e-03  1.76623889e+00  8.30516048e-02 -2.30943273e-03 
 1.77028000e-09  1.77028000e-09 -4.78917386e-03  1.76823367e+00  7.94847970e-02 -2.27547177e-03 
 1.77128000e-09  1.77128000e-09 -8.43429540e-03  1.76997701e+00  7.60310608e-02 -2.20943800e-03 
 1.77228000e-09  1.77228000e-09 -1.29497300e-02  1.77146446e+00  7.31117330e-02 -2.14857162e-03 
 1.77328000e-09  1.77328000e-09 -1.82770553e-02  1.77271395e+00  7.05932765e-02 -2.07141888e-03 
 1.77428000e-09  1.77428000e-09 -2.38064157e-02  1.77379095e+00  6.79054114e-02 -2.04738429e-03 
 1.77528000e-09  1.77528000e-09 -2.93803212e-02  1.77475318e+00  6.51194482e-02 -2.02931364e-03 
 1.77628000e-09  1.77628000e-09 -3.49672730e-02  1.77562199e+00  6.22690742e-02 -2.02636042e-03 
 1.77728000e-09  1.77728000e-09 -4.05882279e-02  1.77640473e+00  5.93778967e-02 -2.01387771e-03 
 1.77828000e-09  1.77828000e-09 -4.62669719e-02  1.77710761e+00  5.64692847e-02 -2.01648012e-03 
 1.77928000e-09  1.77928000e-09 -5.20067490e-02  1.77773952e+00  5.35599353e-02 -1.99595506e-03 
 1.78028000e-09  1.78028000e-09 -5.76135086e-02  1.77834898e+00  5.06711180e-02 -1.99990709e-03 
 1.78128000e-09  1.78128000e-09 -6.27034182e-02  1.77901920e+00  4.78341482e-02 -2.00902946e-03 
 1.78228000e-09  1.78228000e-09 -6.68263764e-02  1.77983045e+00  4.50266908e-02 -2.04624129e-03 
 1.78328000e-09  1.78328000e-09 -6.94319373e-02  1.78087125e+00  4.22016768e-02 -2.07635387e-03 
 1.78428000e-09  1.78428000e-09 -6.99999662e-02  1.78222919e+00  3.94150820e-02 -2.12170639e-03 
 1.78528000e-09  1.78528000e-09 -6.81081683e-02  1.78396976e+00  3.67691582e-02 -2.15758242e-03 
 1.78628000e-09  1.78628000e-09 -6.33845095e-02  1.78613623e+00  3.43251740e-02 -2.20646305e-03 
 1.78728000e-09  1.78728000e-09 -5.55050116e-02  1.78875477e+00  3.21162076e-02 -2.24258944e-03 
 1.78828000e-09  1.78828000e-09 -4.41850146e-02  1.79183981e+00  3.01552149e-02 -2.28778008e-03 
 1.78928000e-09  1.78928000e-09 -2.91625399e-02  1.79540026e+00  2.84412773e-02 -2.31582780e-03 
 1.79028000e-09  1.79028000e-09 -1.01562026e-02  1.79945030e+00  2.69650941e-02 -2.34786554e-03 
 1.79128000e-09  1.79128000e-09  1.35361345e-02  1.80409177e+00  2.57199664e-02 -2.35243166e-03 
 1.79228000e-09  1.79228000e-09  4.40930915e-02  1.80971830e+00  2.46917660e-02 -2.36516763e-03 
 1.79328000e-09  1.79328000e-09  8.13946929e-02  1.81622962e+00  2.38395250e-02 -2.36724839e-03 
 1.79428000e-09  1.79428000e-09  1.23188800e-01  1.82311849e+00  2.31229165e-02 -2.37516307e-03 
 1.79528000e-09  1.79528000e-09  1.69017494e-01  1.83029089e+00  2.25131161e-02 -2.37028487e-03 
 1.79628000e-09  1.79628000e-09  2.18410224e-01  1.83767419e+00  2.19758022e-02 -2.37592765e-03 
 1.79728000e-09  1.79728000e-09  2.70939652e-01  1.84521842e+00  2.14846393e-02 -2.36862263e-03 
 1.79828000e-09  1.79828000e-09  3.26096308e-01  1.85285934e+00  2.10247031e-02 -2.37159954e-03 
 1.79928000e-09  1.79928000e-09  3.83537009e-01  1.86058051e+00  2.05852140e-02 -2.36057022e-03 
 1.80028000e-09  1.80028000e-09  4.42938488e-01  1.86837475e+00  2.01585712e-02 -2.36082951e-03 
 1.80128000e-09  1.80128000e-09  5.04117927e-01  1.87618809e+00  1.97321639e-02 -2.34756402e-03 
 1.80228000e-09  1.80228000e-09  5.66895516e-01  1.88376291e+00  1.92656571e-02 -2.35467829e-03 
 1.80328000e-09  1.80328000e-09  6.30469055e-01  1.89059253e+00  1.87012193e-02 -2.35538283e-03 
 1.80428000e-09  1.80428000e-09  6.93561367e-01  1.89609618e+00  1.79822730e-02 -2.36469753e-03 
 1.80528000e-09  1.80528000e-09  7.55349085e-01  1.89982588e+00  1.70590763e-02 -2.35974660e-03 
 1.80628000e-09  1.80628000e-09  8.15442229e-01  1.90146058e+00  1.59019588e-02 -2.36650198e-03 
 1.80728000e-09  1.80728000e-09  8.73502874e-01  1.90072125e+00  1.44990612e-02 -2.36102659e-03 
 1.80828000e-09  1.80828000e-09  9.29257751e-01  1.89736932e+00  1.28502483e-02 -2.36774019e-03 
 1.80928000e-09  1.80928000e-09  9.82494736e-01  1.89120044e+00  1.09624996e-02 -2.36155643e-03 
 1.81028000e-09  1.81028000e-09  1.03305715e+00  1.88203665e+00  8.84619462e-03 -2.36602952e-03 
 1.81128000e-09  1.81128000e-09  1.08083736e+00  1.86971673e+00  6.51198581e-03 -2.35538602e-03 
 1.81228000e-09  1.81228000e-09  1.12577067e+00  1.85408364e+00  3.96790576e-03 -2.35256261e-03 
 1.81328000e-09  1.81328000e-09  1.16783108e+00  1.83496524e+00  1.21602267e-03 -2.33106831e-03 
 1.81428000e-09  1.81428000e-09  1.20703467e+00  1.81213359e+00 -1.75344411e-03 -2.31260895e-03 
 1.81528000e-09  1.81528000e-09  1.24348920e+00  1.78517402e+00 -4.98025888e-03 -2.26781058e-03 
 1.81628000e-09  1.81628000e-09  1.27802978e+00  1.75253613e+00 -8.66981286e-03 -2.20973237e-03 
 1.81728000e-09  1.81728000e-09  1.31298296e+00  1.71111293e+00 -1.32352152e-02 -2.13964706e-03 
 1.81828000e-09  1.81828000e-09  1.34777645e+00  1.66108840e+00 -1.85787286e-02 -2.07264668e-03 
 1.81928000e-09  1.81928000e-09  1.37982170e+00  1.60616821e+00 -2.41161348e-02 -2.04123179e-03 
 1.82028000e-09  1.82028000e-09  1.40943348e+00  1.54764663e+00 -2.96893546e-02 -2.03404813e-03 
 1.82128000e-09  1.82128000e-09  1.43676145e+00  1.48608607e+00 -3.52769252e-02 -2.02051494e-03 
 1.82228000e-09  1.82228000e-09  1.46193276e+00  1.42181643e+00 -4.08998701e-02 -2.01892795e-03 
 1.82328000e-09  1.82328000e-09  1.48507859e+00  1.35516196e+00 -4.65821246e-02 -2.01094193e-03 
 1.82428000e-09  1.82428000e-09  1.50629812e+00  1.28607928e+00 -5.23203244e-02 -2.00077311e-03 
 1.82528000e-09  1.82528000e-09  1.52569135e+00  1.21448588e+00 -5.79090279e-02 -1.99483794e-03 
 1.82628000e-09  1.82628000e-09  1.54339540e+00  1.14066645e+00 -6.29592694e-02 -2.01571990e-03 
 1.82728000e-09  1.82728000e-09  1.55926272e+00  1.06532654e+00 -6.70135852e-02 -2.04269285e-03 
 1.82828000e-09  1.82828000e-09  1.57304575e+00  9.89844319e-01 -6.95198435e-02 -2.08377138e-03 
 1.82928000e-09  1.82928000e-09  1.58500982e+00  9.15513797e-01 -6.99643589e-02 -2.11851304e-03 
 1.83028000e-09  1.83028000e-09  1.59565353e+00  8.43224617e-01 -6.79275003e-02 -2.16526722e-03 
 1.83128000e-09  1.83128000e-09  1.60534771e+00  7.73726971e-01 -6.30399797e-02 -2.20338047e-03 
 1.83228000e-09  1.83228000e-09  1.61437093e+00  7.07618953e-01 -5.49802359e-02 -2.25018424e-03 
 1.83328000e-09  1.83328000e-09  1.62292903e+00  6.45350072e-01 -4.34653690e-02 -2.28437878e-03 
 1.83428000e-09  1.83428000e-09  1.63116988e+00  5.87231278e-01 -2.82338637e-02 -2.32285157e-03 
 1.83528000e-09  1.83528000e-09  1.63919485e+00  5.33445875e-01 -9.00030262e-03 -2.34356775e-03 
 1.83628000e-09  1.83628000e-09  1.64704289e+00  4.83867788e-01  1.50445198e-02 -2.35734432e-03 
 1.83728000e-09  1.83728000e-09  1.65451791e+00  4.36890310e-01  4.59691833e-02 -2.36036792e-03 
 1.83828000e-09  1.83828000e-09  1.66164562e+00  3.92523063e-01  8.35113418e-02 -2.37276891e-03 
 1.83928000e-09  1.83928000e-09  1.66869565e+00  3.52430594e-01  1.25538390e-01 -2.36966985e-03 
 1.84028000e-09  1.84028000e-09  1.67568357e+00  3.16377455e-01  1.71588923e-01 -2.37521035e-03 
 1.84128000e-09  1.84128000e-09  1.68255214e+00  2.84117185e-01  2.21166423e-01 -2.37055398e-03 
 1.84228000e-09  1.84228000e-09  1.68924627e+00  2.55386394e-01  2.73842836e-01 -2.37375199e-03 
 1.84328000e-09  1.84328000e-09  1.69577223e+00  2.29871141e-01  3.29128051e-01 -2.36601762e-03 
 1.84428000e-09  1.84428000e-09  1.70210689e+00  2.07285114e-01  3.86679770e-01 -2.36554354e-03 
 1.84528000e-09  1.84528000e-09  1.70822942e+00  1.87347235e-01  4.46175897e-01 -2.35514251e-03 
 1.84628000e-09  1.84628000e-09  1.71412195e+00  1.69799028e-01  5.07440941e-01 -2.35266237e-03 
 1.84728000e-09  1.84728000e-09  1.71976338e+00  1.54391870e-01  5.70294287e-01 -2.34966860e-03 
 1.84828000e-09  1.84828000e-09  1.72519732e+00  1.41338247e-01  6.33875246e-01 -2.36092750e-03 
 1.84928000e-09  1.84928000e-09  1.73047207e+00  1.30910691e-01  6.96907597e-01 -2.35947636e-03 
 1.85028000e-09  1.85028000e-09  1.73552938e+00  1.22662140e-01  7.58613909e-01 -2.36507518e-03 
 1.85128000e-09  1.85128000e-09  1.74029373e+00  1.15958938e-01  8.18605965e-01 -2.36122063e-03 
 1.85228000e-09  1.85228000e-09  1.74472649e+00  1.10351668e-01  8.76549314e-01 -2.36635559e-03 
 1.85328000e-09  1.85328000e-09  1.74881195e+00  1.05510054e-01  9.32174072e-01 -2.36244918e-03 
 1.85428000e-09  1.85428000e-09  1.75254943e+00  1.01190261e-01  9.85271233e-01 -2.36681326e-03 
 1.85528000e-09  1.85528000e-09  1.75594810e+00  9.72130156e-02  1.03568690e+00 -2.36056349e-03 
 1.85628000e-09  1.85628000e-09  1.75902314e+00  9.34481242e-02  1.08331588e+00 -2.36033131e-03 
 1.85728000e-09  1.85728000e-09  1.76179304e+00  8.98030791e-02  1.12809563e+00 -2.34661475e-03 
 1.85828000e-09  1.85828000e-09  1.76427744e+00  8.62146633e-02  1.17000220e+00 -2.33531460e-03 
 1.85928000e-09  1.85928000e-09  1.76649505e+00  8.26438411e-02  1.20905442e+00 -2.30564607e-03 
 1.86028000e-09  1.86028000e-09  1.76846064e+00  7.90811014e-02  1.24536972e+00 -2.27051071e-03 
 1.86128000e-09  1.86128000e-09  1.77017249e+00  7.56822684e-02  1.27992992e+00 -2.19991046e-03 
 1.86228000e-09  1.86228000e-09  1.77162947e+00  7.28209660e-02  1.31493027e+00 -2.14095992e-03 
 1.86328000e-09  1.86328000e-09  1.77285528e+00  7.02829117e-02  1.34956410e+00 -2.06375169e-03 
 1.86428000e-09  1.86428000e-09  1.77391521e+00  6.75832511e-02  1.38146732e+00 -2.04536890e-03 
 1.86528000e-09  1.86528000e-09  1.77486648e+00  6.47927614e-02  1.41095396e+00 -2.02868402e-03 
 1.86628000e-09  1.86628000e-09  1.77572503e+00  6.19398603e-02  1.43816340e+00 -2.02494868e-03 
 1.86728000e-09  1.86728000e-09  1.77649816e+00  5.90482567e-02  1.46322308e+00 -2.01386904e-03 
 1.86828000e-09  1.86828000e-09  1.77719194e+00  5.61413052e-02  1.48626433e+00 -2.01567216e-03 
 1.86928000e-09  1.86928000e-09  1.77781798e+00  5.32352482e-02  1.50738441e+00 -1.99550962e-03 
 1.87028000e-09  1.87028000e-09  1.77842915e+00  5.03519389e-02  1.52668348e+00 -2.00007000e-03 
 1.87128000e-09  1.87128000e-09  1.77910992e+00  4.75235101e-02  1.54430076e+00 -2.01232865e-03 
 1.87228000e-09  1.87228000e-09  1.77994097e+00  4.47159024e-02  1.56006006e+00 -2.04939637e-03 
 1.87328000e-09  1.87328000e-09  1.78101155e+00  4.18894038e-02  1.57372940e+00 -2.08105602e-03 
 1.87428000e-09  1.87428000e-09  1.78240767e+00  3.91148467e-02  1.58561108e+00 -2.12556221e-03 
