 frequency       frequency       frequency       vdb(out)        vp(out)        
 4.73151259e+04  4.73151259e+04  0.00000000e+00  6.29898831e+01  1.57175721e+00 
 4.86967525e+04  4.86967525e+04  0.00000000e+00  6.27398833e+01  1.57172993e+00 
 5.01187234e+04  5.01187234e+04  0.00000000e+00  6.24898836e+01  1.57170343e+00 
 5.15822165e+04  5.15822165e+04  0.00000000e+00  6.22398838e+01  1.57167767e+00 
 5.30884444e+04  5.30884444e+04  0.00000000e+00  6.19898839e+01  1.57165265e+00 
 5.46386550e+04  5.46386550e+04  0.00000000e+00  6.17398841e+01  1.57162833e+00 
 5.62341325e+04  5.62341325e+04  0.00000000e+00  6.14898843e+01  1.57160471e+00 
 5.78761988e+04  5.78761988e+04  0.00000000e+00  6.12398845e+01  1.57158176e+00 
 5.95662144e+04  5.95662144e+04  0.00000000e+00  6.09898846e+01  1.57155945e+00 
 6.13055792e+04  6.13055792e+04  0.00000000e+00  6.07398847e+01  1.57153778e+00 
 6.30957344e+04  6.30957344e+04  0.00000000e+00  6.04898849e+01  1.57151672e+00 
 6.49381632e+04  6.49381632e+04  0.00000000e+00  6.02398850e+01  1.57149626e+00 
 6.68343918e+04  6.68343918e+04  0.00000000e+00  5.99898851e+01  1.57147638e+00 
 6.87859912e+04  6.87859912e+04  0.00000000e+00  5.97398852e+01  1.57145706e+00 
 7.07945784e+04  7.07945784e+04  0.00000000e+00  5.94898853e+01  1.57143829e+00 
 7.28618175e+04  7.28618175e+04  0.00000000e+00  5.92398854e+01  1.57142005e+00 
 7.49894209e+04  7.49894209e+04  0.00000000e+00  5.89898855e+01  1.57140233e+00 
 7.71791516e+04  7.71791516e+04  0.00000000e+00  5.87398856e+01  1.57138511e+00 
 7.94328235e+04  7.94328235e+04  0.00000000e+00  5.84898857e+01  1.57136838e+00 
 8.17523038e+04  8.17523038e+04  0.00000000e+00  5.82398858e+01  1.57135212e+00 
 8.41395142e+04  8.41395142e+04  0.00000000e+00  5.79898859e+01  1.57133633e+00 
 8.65964323e+04  8.65964323e+04  0.00000000e+00  5.77398859e+01  1.57132098e+00 
 8.91250938e+04  8.91250938e+04  0.00000000e+00  5.74898860e+01  1.57130606e+00 
 9.17275935e+04  9.17275935e+04  0.00000000e+00  5.72398861e+01  1.57129157e+00 
 9.44060876e+04  9.44060876e+04  0.00000000e+00  5.69898861e+01  1.57127749e+00 
 9.71627952e+04  9.71627952e+04  0.00000000e+00  5.67398862e+01  1.57126380e+00 
 1.00000000e+05  1.00000000e+05  0.00000000e+00  5.64898862e+01  1.57125050e+00 
 1.02920053e+05  1.02920053e+05  0.00000000e+00  5.62398863e+01  1.57123758e+00 
 1.05925373e+05  1.05925373e+05  0.00000000e+00  5.59898863e+01  1.57122503e+00 
 1.09018449e+05  1.09018449e+05  0.00000000e+00  5.57398864e+01  1.57121283e+00 
 1.12201845e+05  1.12201845e+05  0.00000000e+00  5.54898864e+01  1.57120097e+00 
 1.15478198e+05  1.15478198e+05  0.00000000e+00  5.52398865e+01  1.57118946e+00 
 1.18850223e+05  1.18850223e+05  0.00000000e+00  5.49898865e+01  1.57117826e+00 
 1.22320712e+05  1.22320712e+05  0.00000000e+00  5.47398865e+01  1.57116738e+00 
 1.25892541e+05  1.25892541e+05  0.00000000e+00  5.44898866e+01  1.57115681e+00 
 1.29568670e+05  1.29568670e+05  0.00000000e+00  5.42398866e+01  1.57114654e+00 
 1.33352143e+05  1.33352143e+05  0.00000000e+00  5.39898866e+01  1.57113656e+00 
 1.37246096e+05  1.37246096e+05  0.00000000e+00  5.37398867e+01  1.57112686e+00 
 1.41253754e+05  1.41253754e+05  0.00000000e+00  5.34898867e+01  1.57111744e+00 
 1.45378439e+05  1.45378439e+05  0.00000000e+00  5.32398867e+01  1.57110828e+00 
 1.49623566e+05  1.49623566e+05  0.00000000e+00  5.29898867e+01  1.57109938e+00 
 1.53992653e+05  1.53992653e+05  0.00000000e+00  5.27398868e+01  1.57109073e+00 
 1.58489319e+05  1.58489319e+05  0.00000000e+00  5.24898868e+01  1.57108232e+00 
 1.63117291e+05  1.63117291e+05  0.00000000e+00  5.22398868e+01  1.57107415e+00 
 1.67880402e+05  1.67880402e+05  0.00000000e+00  5.19898868e+01  1.57106621e+00 
 1.72782598e+05  1.72782598e+05  0.00000000e+00  5.17398868e+01  1.57105850e+00 
 1.77827941e+05  1.77827941e+05  0.00000000e+00  5.14898868e+01  1.57105100e+00 
 1.83020611e+05  1.83020611e+05  0.00000000e+00  5.12398869e+01  1.57104371e+00 
 1.88364909e+05  1.88364909e+05  0.00000000e+00  5.09898869e+01  1.57103663e+00 
 1.93865264e+05  1.93865264e+05  0.00000000e+00  5.07398869e+01  1.57102975e+00 
 1.99526231e+05  1.99526231e+05  0.00000000e+00  5.04898869e+01  1.57102306e+00 
 2.05352503e+05  2.05352503e+05  0.00000000e+00  5.02398869e+01  1.57101656e+00 
 2.11348904e+05  2.11348904e+05  0.00000000e+00  4.99898869e+01  1.57101024e+00 
 2.17520403e+05  2.17520403e+05  0.00000000e+00  4.97398869e+01  1.57100410e+00 
 2.23872114e+05  2.23872114e+05  0.00000000e+00  4.94898870e+01  1.57099813e+00 
 2.30409298e+05  2.30409298e+05  0.00000000e+00  4.92398870e+01  1.57099232e+00 
 2.37137371e+05  2.37137371e+05  0.00000000e+00  4.89898870e+01  1.57098668e+00 
 2.44061907e+05  2.44061907e+05  0.00000000e+00  4.87398870e+01  1.57098120e+00 
 2.51188643e+05  2.51188643e+05  0.00000000e+00  4.84898870e+01  1.57097587e+00 
 2.58523484e+05  2.58523484e+05  0.00000000e+00  4.82398870e+01  1.57097069e+00 
 2.66072506e+05  2.66072506e+05  0.00000000e+00  4.79898870e+01  1.57096565e+00 
 2.73841963e+05  2.73841963e+05  0.00000000e+00  4.77398870e+01  1.57096076e+00 
 2.81838293e+05  2.81838293e+05  0.00000000e+00  4.74898870e+01  1.57095600e+00 
 2.90068120e+05  2.90068120e+05  0.00000000e+00  4.72398870e+01  1.57095137e+00 
 2.98538262e+05  2.98538262e+05  0.00000000e+00  4.69898870e+01  1.57094687e+00 
 3.07255737e+05  3.07255737e+05  0.00000000e+00  4.67398870e+01  1.57094250e+00 
 3.16227766e+05  3.16227766e+05  0.00000000e+00  4.64898870e+01  1.57093824e+00 
 3.25461783e+05  3.25461783e+05  0.00000000e+00  4.62398870e+01  1.57093411e+00 
 3.34965439e+05  3.34965439e+05  0.00000000e+00  4.59898871e+01  1.57093009e+00 
 3.44746607e+05  3.44746607e+05  0.00000000e+00  4.57398871e+01  1.57092618e+00 
 3.54813389e+05  3.54813389e+05  0.00000000e+00  4.54898871e+01  1.57092237e+00 
 3.65174127e+05  3.65174127e+05  0.00000000e+00  4.52398871e+01  1.57091867e+00 
 3.75837404e+05  3.75837404e+05  0.00000000e+00  4.49898871e+01  1.57091508e+00 
 3.86812055e+05  3.86812055e+05  0.00000000e+00  4.47398871e+01  1.57091158e+00 
 3.98107171e+05  3.98107171e+05  0.00000000e+00  4.44898871e+01  1.57090817e+00 
 4.09732110e+05  4.09732110e+05  0.00000000e+00  4.42398871e+01  1.57090486e+00 
 4.21696503e+05  4.21696503e+05  0.00000000e+00  4.39898871e+01  1.57090164e+00 
 4.34010264e+05  4.34010264e+05  0.00000000e+00  4.37398871e+01  1.57089851e+00 
 4.46683592e+05  4.46683592e+05  0.00000000e+00  4.34898871e+01  1.57089546e+00 
 4.59726989e+05  4.59726989e+05  0.00000000e+00  4.32398871e+01  1.57089249e+00 
 4.73151259e+05  4.73151259e+05  0.00000000e+00  4.29898871e+01  1.57088961e+00 
 4.86967525e+05  4.86967525e+05  0.00000000e+00  4.27398871e+01  1.57088680e+00 
 5.01187234e+05  5.01187234e+05  0.00000000e+00  4.24898871e+01  1.57088406e+00 
 5.15822165e+05  5.15822165e+05  0.00000000e+00  4.22398871e+01  1.57088140e+00 
 5.30884444e+05  5.30884444e+05  0.00000000e+00  4.19898871e+01  1.57087881e+00 
 5.46386550e+05  5.46386550e+05  0.00000000e+00  4.17398871e+01  1.57087628e+00 
 5.62341325e+05  5.62341325e+05  0.00000000e+00  4.14898871e+01  1.57087383e+00 
 5.78761988e+05  5.78761988e+05  0.00000000e+00  4.12398871e+01  1.57087143e+00 
 5.95662144e+05  5.95662144e+05  0.00000000e+00  4.09898871e+01  1.57086910e+00 
 6.13055792e+05  6.13055792e+05  0.00000000e+00  4.07398871e+01  1.57086683e+00 
 6.30957344e+05  6.30957344e+05  0.00000000e+00  4.04898871e+01  1.57086462e+00 
 6.49381632e+05  6.49381632e+05  0.00000000e+00  4.02398871e+01  1.57086247e+00 
 6.68343918e+05  6.68343918e+05  0.00000000e+00  3.99898871e+01  1.57086037e+00 
 6.87859912e+05  6.87859912e+05  0.00000000e+00  3.97398871e+01  1.57085832e+00 
 7.07945784e+05  7.07945784e+05  0.00000000e+00  3.94898871e+01  1.57085632e+00 
 7.28618175e+05  7.28618175e+05  0.00000000e+00  3.92398871e+01  1.57085437e+00 
 7.49894209e+05  7.49894209e+05  0.00000000e+00  3.89898871e+01  1.57085248e+00 
 7.71791516e+05  7.71791516e+05  0.00000000e+00  3.87398871e+01  1.57085062e+00 
 7.94328235e+05  7.94328235e+05  0.00000000e+00  3.84898871e+01  1.57084882e+00 
 8.17523038e+05  8.17523038e+05  0.00000000e+00  3.82398871e+01  1.57084705e+00 
 8.41395142e+05  8.41395142e+05  0.00000000e+00  3.79898871e+01  1.57084533e+00 
 8.65964323e+05  8.65964323e+05  0.00000000e+00  3.77398871e+01  1.57084365e+00 
 8.91250938e+05  8.91250938e+05  0.00000000e+00  3.74898871e+01  1.57084201e+00 
 9.17275935e+05  9.17275935e+05  0.00000000e+00  3.72398871e+01  1.57084041e+00 
 9.44060876e+05  9.44060876e+05  0.00000000e+00  3.69898871e+01  1.57083884e+00 
 9.71627952e+05  9.71627952e+05  0.00000000e+00  3.67398871e+01  1.57083731e+00 
 1.00000000e+06  1.00000000e+06  0.00000000e+00  3.64898871e+01  1.57083581e+00 
 1.02920053e+06  1.02920053e+06  0.00000000e+00  3.62398871e+01  1.57083434e+00 
 1.05925373e+06  1.05925373e+06  0.00000000e+00  3.59898871e+01  1.57083291e+00 
 1.09018449e+06  1.09018449e+06  0.00000000e+00  3.57398871e+01  1.57083151e+00 
 1.12201845e+06  1.12201845e+06  0.00000000e+00  3.54898871e+01  1.57083013e+00 
 1.15478198e+06  1.15478198e+06  0.00000000e+00  3.52398871e+01  1.57082879e+00 
 1.18850223e+06  1.18850223e+06  0.00000000e+00  3.49898871e+01  1.57082747e+00 
 1.22320712e+06  1.22320712e+06  0.00000000e+00  3.47398871e+01  1.57082617e+00 
 1.25892541e+06  1.25892541e+06  0.00000000e+00  3.44898871e+01  1.57082490e+00 
 1.29568670e+06  1.29568670e+06  0.00000000e+00  3.42398871e+01  1.57082366e+00 
 1.33352143e+06  1.33352143e+06  0.00000000e+00  3.39898871e+01  1.57082244e+00 
 1.37246096e+06  1.37246096e+06  0.00000000e+00  3.37398871e+01  1.57082123e+00 
 1.41253754e+06  1.41253754e+06  0.00000000e+00  3.34898871e+01  1.57082005e+00 
 1.45378439e+06  1.45378439e+06  0.00000000e+00  3.32398871e+01  1.57081889e+00 
 1.49623566e+06  1.49623566e+06  0.00000000e+00  3.29898871e+01  1.57081775e+00 
 1.53992653e+06  1.53992653e+06  0.00000000e+00  3.27398871e+01  1.57081663e+00 
 1.58489319e+06  1.58489319e+06  0.00000000e+00  3.24898871e+01  1.57081552e+00 
 1.63117291e+06  1.63117291e+06  0.00000000e+00  3.22398871e+01  1.57081443e+00 
 1.67880402e+06  1.67880402e+06  0.00000000e+00  3.19898871e+01  1.57081335e+00 
 1.72782598e+06  1.72782598e+06  0.00000000e+00  3.17398871e+01  1.57081229e+00 
 1.77827941e+06  1.77827941e+06  0.00000000e+00  3.14898871e+01  1.57081124e+00 
 1.83020611e+06  1.83020611e+06  0.00000000e+00  3.12398871e+01  1.57081020e+00 
 1.88364909e+06  1.88364909e+06  0.00000000e+00  3.09898871e+01  1.57080918e+00 
 1.93865264e+06  1.93865264e+06  0.00000000e+00  3.07398871e+01  1.57080816e+00 
 1.99526231e+06  1.99526231e+06  0.00000000e+00  3.04898871e+01  1.57080716e+00 
 2.05352503e+06  2.05352503e+06  0.00000000e+00  3.02398871e+01  1.57080616e+00 
 2.11348904e+06  2.11348904e+06  0.00000000e+00  2.99898871e+01  1.57080517e+00 
 2.17520403e+06  2.17520403e+06  0.00000000e+00  2.97398871e+01  1.57080419e+00 
 2.23872114e+06  2.23872114e+06  0.00000000e+00  2.94898871e+01  1.57080322e+00 
 2.30409298e+06  2.30409298e+06  0.00000000e+00  2.92398871e+01  1.57080225e+00 
 2.37137371e+06  2.37137371e+06  0.00000000e+00  2.89898871e+01  1.57080129e+00 
 2.44061907e+06  2.44061907e+06  0.00000000e+00  2.87398871e+01  1.57080033e+00 
 2.51188643e+06  2.51188643e+06  0.00000000e+00  2.84898871e+01  1.57079937e+00 
 2.58523484e+06  2.58523484e+06  0.00000000e+00  2.82398871e+01  1.57079842e+00 
 2.66072506e+06  2.66072506e+06  0.00000000e+00  2.79898871e+01  1.57079747e+00 
 2.73841963e+06  2.73841963e+06  0.00000000e+00  2.77398871e+01  1.57079652e+00 
 2.81838293e+06  2.81838293e+06  0.00000000e+00  2.74898871e+01  1.57079557e+00 
 2.90068120e+06  2.90068120e+06  0.00000000e+00  2.72398871e+01  1.57079461e+00 
 2.98538262e+06  2.98538262e+06  0.00000000e+00  2.69898871e+01  1.57079366e+00 
 3.07255737e+06  3.07255737e+06  0.00000000e+00  2.67398871e+01  1.57079271e+00 
 3.16227766e+06  3.16227766e+06  0.00000000e+00  2.64898871e+01  1.57079175e+00 
 3.25461783e+06  3.25461783e+06  0.00000000e+00  2.62398871e+01  1.57079079e+00 
 3.34965439e+06  3.34965439e+06  0.00000000e+00  2.59898871e+01  1.57078982e+00 
 3.44746607e+06  3.44746607e+06  0.00000000e+00  2.57398871e+01  1.57078885e+00 
 3.54813389e+06  3.54813389e+06  0.00000000e+00  2.54898871e+01  1.57078787e+00 
 3.65174127e+06  3.65174127e+06  0.00000000e+00  2.52398871e+01  1.57078689e+00 
 3.75837404e+06  3.75837404e+06  0.00000000e+00  2.49898871e+01  1.57078589e+00 
 3.86812055e+06  3.86812055e+06  0.00000000e+00  2.47398871e+01  1.57078489e+00 
 3.98107171e+06  3.98107171e+06  0.00000000e+00  2.44898871e+01  1.57078388e+00 
 4.09732110e+06  4.09732110e+06  0.00000000e+00  2.42398871e+01  1.57078286e+00 
 4.21696503e+06  4.21696503e+06  0.00000000e+00  2.39898871e+01  1.57078183e+00 
 4.34010264e+06  4.34010264e+06  0.00000000e+00  2.37398871e+01  1.57078078e+00 
 4.46683592e+06  4.46683592e+06  0.00000000e+00  2.34898871e+01  1.57077973e+00 
 4.59726989e+06  4.59726989e+06  0.00000000e+00  2.32398871e+01  1.57077866e+00 
 4.73151259e+06  4.73151259e+06  0.00000000e+00  2.29898871e+01  1.57077757e+00 
 4.86967525e+06  4.86967525e+06  0.00000000e+00  2.27398871e+01  1.57077647e+00 
 5.01187234e+06  5.01187234e+06  0.00000000e+00  2.24898871e+01  1.57077535e+00 
 5.15822165e+06  5.15822165e+06  0.00000000e+00  2.22398871e+01  1.57077422e+00 
 5.30884444e+06  5.30884444e+06  0.00000000e+00  2.19898871e+01  1.57077306e+00 
 5.46386550e+06  5.46386550e+06  0.00000000e+00  2.17398871e+01  1.57077189e+00 
 5.62341325e+06  5.62341325e+06  0.00000000e+00  2.14898871e+01  1.57077070e+00 
 5.78761988e+06  5.78761988e+06  0.00000000e+00  2.12398871e+01  1.57076949e+00 
 5.95662144e+06  5.95662144e+06  0.00000000e+00  2.09898871e+01  1.57076825e+00 
 6.13055792e+06  6.13055792e+06  0.00000000e+00  2.07398871e+01  1.57076699e+00 
 6.30957344e+06  6.30957344e+06  0.00000000e+00  2.04898871e+01  1.57076571e+00 
 6.49381632e+06  6.49381632e+06  0.00000000e+00  2.02398871e+01  1.57076440e+00 
 6.68343918e+06  6.68343918e+06  0.00000000e+00  1.99898871e+01  1.57076306e+00 
 6.87859912e+06  6.87859912e+06  0.00000000e+00  1.97398871e+01  1.57076170e+00 
 7.07945784e+06  7.07945784e+06  0.00000000e+00  1.94898871e+01  1.57076031e+00 
 7.28618175e+06  7.28618175e+06  0.00000000e+00  1.92398871e+01  1.57075888e+00 
 7.49894209e+06  7.49894209e+06  0.00000000e+00  1.89898871e+01  1.57075743e+00 
 7.71791516e+06  7.71791516e+06  0.00000000e+00  1.87398871e+01  1.57075595e+00 
 7.94328235e+06  7.94328235e+06  0.00000000e+00  1.84898871e+01  1.57075443e+00 
 8.17523038e+06  8.17523038e+06  0.00000000e+00  1.82398871e+01  1.57075288e+00 
 8.41395142e+06  8.41395142e+06  0.00000000e+00  1.79898871e+01  1.57075129e+00 
 8.65964323e+06  8.65964323e+06  0.00000000e+00  1.77398871e+01  1.57074966e+00 
 8.91250938e+06  8.91250938e+06  0.00000000e+00  1.74898871e+01  1.57074799e+00 
 9.17275935e+06  9.17275935e+06  0.00000000e+00  1.72398871e+01  1.57074629e+00 
 9.44060876e+06  9.44060876e+06  0.00000000e+00  1.69898871e+01  1.57074454e+00 
 9.71627952e+06  9.71627952e+06  0.00000000e+00  1.67398871e+01  1.57074275e+00 
 1.00000000e+07  1.00000000e+07  0.00000000e+00  1.64898871e+01  1.57074092e+00 
 1.02920053e+07  1.02920053e+07  0.00000000e+00  1.62398871e+01  1.57073904e+00 
 1.05925373e+07  1.05925373e+07  0.00000000e+00  1.59898872e+01  1.57073711e+00 
 1.09018449e+07  1.09018449e+07  0.00000000e+00  1.57398872e+01  1.57073514e+00 
 1.12201845e+07  1.12201845e+07  0.00000000e+00  1.54898872e+01  1.57073311e+00 
 1.15478198e+07  1.15478198e+07  0.00000000e+00  1.52398872e+01  1.57073103e+00 
 1.18850223e+07  1.18850223e+07  0.00000000e+00  1.49898872e+01  1.57072890e+00 
 1.22320712e+07  1.22320712e+07  0.00000000e+00  1.47398872e+01  1.57072671e+00 
 1.25892541e+07  1.25892541e+07  0.00000000e+00  1.44898872e+01  1.57072446e+00 
 1.29568670e+07  1.29568670e+07  0.00000000e+00  1.42398872e+01  1.57072215e+00 
 1.33352143e+07  1.33352143e+07  0.00000000e+00  1.39898872e+01  1.57071979e+00 
 1.37246096e+07  1.37246096e+07  0.00000000e+00  1.37398872e+01  1.57071736e+00 
 1.41253754e+07  1.41253754e+07  0.00000000e+00  1.34898872e+01  1.57071486e+00 
 1.45378439e+07  1.45378439e+07  0.00000000e+00  1.32398872e+01  1.57071229e+00 
 1.49623566e+07  1.49623566e+07  0.00000000e+00  1.29898872e+01  1.57070966e+00 
 1.53992653e+07  1.53992653e+07  0.00000000e+00  1.27398872e+01  1.57070695e+00 
 1.58489319e+07  1.58489319e+07  0.00000000e+00  1.24898872e+01  1.57070417e+00 
 1.63117291e+07  1.63117291e+07  0.00000000e+00  1.22398872e+01  1.57070132e+00 
 1.67880402e+07  1.67880402e+07  0.00000000e+00  1.19898872e+01  1.57069838e+00 
 1.72782598e+07  1.72782598e+07  0.00000000e+00  1.17398872e+01  1.57069537e+00 
 1.77827941e+07  1.77827941e+07  0.00000000e+00  1.14898872e+01  1.57069227e+00 
 1.83020611e+07  1.83020611e+07  0.00000000e+00  1.12398872e+01  1.57068908e+00 
 1.88364909e+07  1.88364909e+07  0.00000000e+00  1.09898872e+01  1.57068581e+00 
 1.93865264e+07  1.93865264e+07  0.00000000e+00  1.07398872e+01  1.57068244e+00 
 1.99526231e+07  1.99526231e+07  0.00000000e+00  1.04898872e+01  1.57067898e+00 
 2.05352503e+07  2.05352503e+07  0.00000000e+00  1.02398872e+01  1.57067542e+00 
 2.11348904e+07  2.11348904e+07  0.00000000e+00  9.98988720e+00  1.57067177e+00 
 2.17520403e+07  2.17520403e+07  0.00000000e+00  9.73988721e+00  1.57066800e+00 
 2.23872114e+07  2.23872114e+07  0.00000000e+00  9.48988721e+00  1.57066414e+00 
 2.30409298e+07  2.30409298e+07  0.00000000e+00  9.23988722e+00  1.57066016e+00 
 2.37137371e+07  2.37137371e+07  0.00000000e+00  8.98988722e+00  1.57065607e+00 
 2.44061907e+07  2.44061907e+07  0.00000000e+00  8.73988723e+00  1.57065186e+00 
 2.51188643e+07  2.51188643e+07  0.00000000e+00  8.48988723e+00  1.57064754e+00 
 2.58523484e+07  2.58523484e+07  0.00000000e+00  8.23988724e+00  1.57064309e+00 
 2.66072506e+07  2.66072506e+07  0.00000000e+00  7.98988724e+00  1.57063851e+00 
 2.73841963e+07  2.73841963e+07  0.00000000e+00  7.73988725e+00  1.57063381e+00 
 2.81838293e+07  2.81838293e+07  0.00000000e+00  7.48988726e+00  1.57062897e+00 
 2.90068120e+07  2.90068120e+07  0.00000000e+00  7.23988726e+00  1.57062399e+00 
 2.98538262e+07  2.98538262e+07  0.00000000e+00  6.98988727e+00  1.57061886e+00 
 3.07255737e+07  3.07255737e+07  0.00000000e+00  6.73988728e+00  1.57061359e+00 
 3.16227766e+07  3.16227766e+07  0.00000000e+00  6.48988729e+00  1.57060817e+00 
 3.25461783e+07  3.25461783e+07  0.00000000e+00  6.23988730e+00  1.57060260e+00 
 3.34965439e+07  3.34965439e+07  0.00000000e+00  5.98988731e+00  1.57059686e+00 
 3.44746607e+07  3.44746607e+07  0.00000000e+00  5.73988732e+00  1.57059095e+00 
 3.54813389e+07  3.54813389e+07  0.00000000e+00  5.48988733e+00  1.57058488e+00 
 3.65174127e+07  3.65174127e+07  0.00000000e+00  5.23988734e+00  1.57057863e+00 
 3.75837404e+07  3.75837404e+07  0.00000000e+00  4.98988735e+00  1.57057221e+00 
 3.86812055e+07  3.86812055e+07  0.00000000e+00  4.73988737e+00  1.57056559e+00 
 3.98107171e+07  3.98107171e+07  0.00000000e+00  4.48988738e+00  1.57055879e+00 
 4.09732110e+07  4.09732110e+07  0.00000000e+00  4.23988739e+00  1.57055178e+00 
 4.21696503e+07  4.21696503e+07  0.00000000e+00  3.98988741e+00  1.57054458e+00 
 4.34010264e+07  4.34010264e+07  0.00000000e+00  3.73988743e+00  1.57053717e+00 
 4.46683592e+07  4.46683592e+07  0.00000000e+00  3.48988744e+00  1.57052954e+00 
 4.59726989e+07  4.59726989e+07  0.00000000e+00  3.23988746e+00  1.57052169e+00 
 4.73151259e+07  4.73151259e+07  0.00000000e+00  2.98988748e+00  1.57051361e+00 
 4.86967525e+07  4.86967525e+07  0.00000000e+00  2.73988750e+00  1.57050530e+00 
 5.01187234e+07  5.01187234e+07  0.00000000e+00  2.48988752e+00  1.57049675e+00 
 5.15822165e+07  5.15822165e+07  0.00000000e+00  2.23988755e+00  1.57048795e+00 
 5.30884444e+07  5.30884444e+07  0.00000000e+00  1.98988757e+00  1.57047889e+00 
 5.46386550e+07  5.46386550e+07  0.00000000e+00  1.73988760e+00  1.57046958e+00 
 5.62341325e+07  5.62341325e+07  0.00000000e+00  1.48988763e+00  1.57045999e+00 
 5.78761988e+07  5.78761988e+07  0.00000000e+00  1.23988766e+00  1.57045012e+00 
 5.95662144e+07  5.95662144e+07  0.00000000e+00  9.89887686e-01  1.57043996e+00 
 6.13055792e+07  6.13055792e+07  0.00000000e+00  7.39887719e-01  1.57042951e+00 
 6.30957344e+07  6.30957344e+07  0.00000000e+00  4.89887754e-01  1.57041876e+00 
 6.49381632e+07  6.49381632e+07  0.00000000e+00  2.39887791e-01  1.57040769e+00 
 6.68343918e+07  6.68343918e+07  0.00000000e+00 -1.01121703e-02  1.57039631e+00 
 6.87859912e+07  6.87859912e+07  0.00000000e+00 -2.60112129e-01  1.57038459e+00 
 7.07945784e+07  7.07945784e+07  0.00000000e+00 -5.10112085e-01  1.57037252e+00 
 7.28618175e+07  7.28618175e+07  0.00000000e+00 -7.60112039e-01  1.57036011e+00 
 7.49894209e+07  7.49894209e+07  0.00000000e+00 -1.01011199e+00  1.57034734e+00 
 7.71791516e+07  7.71791516e+07  0.00000000e+00 -1.26011194e+00  1.57033419e+00 
 7.94328235e+07  7.94328235e+07  0.00000000e+00 -1.51011188e+00  1.57032066e+00 
 8.17523038e+07  8.17523038e+07  0.00000000e+00 -1.76011182e+00  1.57030674e+00 
 8.41395142e+07  8.41395142e+07  0.00000000e+00 -2.01011176e+00  1.57029241e+00 
 8.65964323e+07  8.65964323e+07  0.00000000e+00 -2.26011170e+00  1.57027767e+00 
 8.91250938e+07  8.91250938e+07  0.00000000e+00 -2.51011163e+00  1.57026249e+00 
 9.17275935e+07  9.17275935e+07  0.00000000e+00 -2.76011155e+00  1.57024687e+00 
 9.44060876e+07  9.44060876e+07  0.00000000e+00 -3.01011148e+00  1.57023080e+00 
 9.71627952e+07  9.71627952e+07  0.00000000e+00 -3.26011139e+00  1.57021426e+00 
 1.00000000e+08  1.00000000e+08  0.00000000e+00 -3.51011131e+00  1.57019724e+00 
 1.02920053e+08  1.02920053e+08  0.00000000e+00 -3.76011122e+00  1.57017972e+00 
 1.05925373e+08  1.05925373e+08  0.00000000e+00 -4.01011112e+00  1.57016169e+00 
 1.09018449e+08  1.09018449e+08  0.00000000e+00 -4.26011101e+00  1.57014313e+00 
 1.12201845e+08  1.12201845e+08  0.00000000e+00 -4.51011090e+00  1.57012403e+00 
 1.15478198e+08  1.15478198e+08  0.00000000e+00 -4.76011079e+00  1.57010438e+00 
 1.18850223e+08  1.18850223e+08  0.00000000e+00 -5.01011066e+00  1.57008415e+00 
 1.22320712e+08  1.22320712e+08  0.00000000e+00 -5.26011053e+00  1.57006333e+00 
 1.25892541e+08  1.25892541e+08  0.00000000e+00 -5.51011040e+00  1.57004191e+00 
 1.29568670e+08  1.29568670e+08  0.00000000e+00 -5.76011025e+00  1.57001986e+00 
 1.33352143e+08  1.33352143e+08  0.00000000e+00 -6.01011009e+00  1.56999716e+00 
 1.37246096e+08  1.37246096e+08  0.00000000e+00 -6.26010993e+00  1.56997381e+00 
 1.41253754e+08  1.41253754e+08  0.00000000e+00 -6.51010976e+00  1.56994977e+00 
 1.45378439e+08  1.45378439e+08  0.00000000e+00 -6.76010957e+00  1.56992503e+00 
 1.49623566e+08  1.49623566e+08  0.00000000e+00 -7.01010938e+00  1.56989957e+00 
 1.53992653e+08  1.53992653e+08  0.00000000e+00 -7.26010917e+00  1.56987337e+00 
 1.58489319e+08  1.58489319e+08  0.00000000e+00 -7.51010895e+00  1.56984640e+00 
 1.63117291e+08  1.63117291e+08  0.00000000e+00 -7.76010872e+00  1.56981864e+00 
 1.67880402e+08  1.67880402e+08  0.00000000e+00 -8.01010847e+00  1.56979008e+00 
 1.72782598e+08  1.72782598e+08  0.00000000e+00 -8.26010821e+00  1.56976068e+00 
 1.77827941e+08  1.77827941e+08  0.00000000e+00 -8.51010794e+00  1.56973042e+00 
 1.83020611e+08  1.83020611e+08  0.00000000e+00 -8.76010764e+00  1.56969929e+00 
 1.88364909e+08  1.88364909e+08  0.00000000e+00 -9.01010733e+00  1.56966724e+00 
 1.93865264e+08  1.93865264e+08  0.00000000e+00 -9.26010701e+00  1.56963425e+00 
 1.99526231e+08  1.99526231e+08  0.00000000e+00 -9.51010666e+00  1.56960031e+00 
 2.05352503e+08  2.05352503e+08  0.00000000e+00 -9.76010629e+00  1.56956537e+00 
 2.11348904e+08  2.11348904e+08  0.00000000e+00 -1.00101059e+01  1.56952941e+00 
 2.17520403e+08  2.17520403e+08  0.00000000e+00 -1.02601055e+01  1.56949240e+00 
 2.23872114e+08  2.23872114e+08  0.00000000e+00 -1.05101051e+01  1.56945432e+00 
 2.30409298e+08  2.30409298e+08  0.00000000e+00 -1.07601046e+01  1.56941512e+00 
