 time            time            v(n1)           v(n2)           v(n3)           v(n4)           v(n5)          
 1.31485798e-09  1.31485798e-09  2.39693119e+00  5.01984757e-01  4.75470173e-01  2.53520931e+00  2.81172112e-02 
 1.31585798e-09  1.31585798e-09  2.40099331e+00  4.77758876e-01  5.15934044e-01  2.53817561e+00  2.71494060e-02 
 1.31685798e-09  1.31685798e-09  2.40490422e+00  4.54660780e-01  5.57625637e-01  2.54108693e+00  2.62147076e-02 
 1.31785798e-09  1.31785798e-09  2.40866987e+00  4.32654530e-01  6.00469755e-01  2.54388637e+00  2.53081696e-02 
 1.31885798e-09  1.31885798e-09  2.41229579e+00  4.11703338e-01  6.44392839e-01  2.54651535e+00  2.44249982e-02 
 1.31985798e-09  1.31985798e-09  2.41578677e+00  3.91764618e-01  6.89331249e-01  2.54891460e+00  2.35605727e-02 
 1.32085798e-09  1.32085798e-09  2.41914733e+00  3.72795820e-01  7.35229603e-01  2.55102388e+00  2.27104633e-02 
 1.32185798e-09  1.32185798e-09  2.42238217e+00  3.54761175e-01  7.82031065e-01  2.55278072e+00  2.18703867e-02 
 1.32285798e-09  1.32285798e-09  2.42550791e+00  3.37845118e-01  8.29415513e-01  2.55407606e+00  2.10346386e-02 
 1.32385798e-09  1.32385798e-09  2.42853977e+00  3.22184884e-01  8.77020234e-01  2.55481409e+00  2.01984977e-02 
 1.32485798e-09  1.32485798e-09  2.43147718e+00  3.07658105e-01  9.24703613e-01  2.55494275e+00  1.93585864e-02 
 1.32585798e-09  1.32585798e-09  2.43431745e+00  2.94150510e-01  9.72334073e-01  2.55439656e+00  1.85106826e-02 
 1.32685798e-09  1.32685798e-09  2.43705904e+00  2.81562293e-01  1.01978468e+00  2.55311180e+00  1.76510512e-02 
 1.32785798e-09  1.32785798e-09  2.43970129e+00  2.69805314e-01  1.06693471e+00  2.55102680e+00  1.67764000e-02 
 1.32885798e-09  1.32885798e-09  2.44224426e+00  2.58801148e-01  1.11367062e+00  2.54808209e+00  1.58838341e-02 
 1.32985798e-09  1.32985798e-09  2.44468858e+00  2.48479637e-01  1.15988669e+00  2.54422048e+00  1.49708117e-02 
 1.33085798e-09  1.33085798e-09  2.44703534e+00  2.38777792e-01  1.20548550e+00  2.53938701e+00  1.40350974e-02 
 1.33185798e-09  1.33185798e-09  2.44928602e+00  2.29638924e-01  1.25037808e+00  2.53352877e+00  1.30747140e-02 
 1.33285798e-09  1.33285798e-09  2.45144240e+00  2.21011942e-01  1.29448404e+00  2.52659473e+00  1.20878914e-02 
 1.33385798e-09  1.33385798e-09  2.45350651e+00  2.12850778e-01  1.33773156e+00  2.51853534e+00  1.10730133e-02 
 1.33485798e-09  1.33485798e-09  2.45548056e+00  2.05113896e-01  1.38005725e+00  2.50930212e+00  1.00285584e-02 
 1.33585798e-09  1.33585798e-09  2.45736694e+00  1.97763880e-01  1.42140606e+00  2.49884706e+00  8.95303836e-03 
 1.33685798e-09  1.33685798e-09  2.45916813e+00  1.90767070e-01  1.46173119e+00  2.48712276e+00  7.84498824e-03 
 1.33785798e-09  1.33785798e-09  2.46088671e+00  1.84093267e-01  1.50099408e+00  2.47408247e+00  6.70294969e-03 
 1.33885798e-09  1.33885798e-09  2.46252532e+00  1.77715446e-01  1.53916428e+00  2.45967851e+00  5.52534290e-03 
 1.33985798e-09  1.33985798e-09  2.46408660e+00  1.71609532e-01  1.57621958e+00  2.44386025e+00  4.31031739e-03 
 1.34085798e-09  1.34085798e-09  2.46557319e+00  1.65754237e-01  1.61214649e+00  2.42657201e+00  3.05559963e-03 
 1.34185798e-09  1.34185798e-09  2.46698770e+00  1.60130988e-01  1.64694146e+00  2.40774975e+00  1.75826847e-03 
 1.34285798e-09  1.34285798e-09  2.46833264e+00  1.54724013e-01  1.68061349e+00  2.38731572e+00  4.14394039e-04 
 1.34385798e-09  1.34385798e-09  2.46961060e+00  1.49520966e-01  1.71319165e+00  2.36518694e+00 -9.80330794e-04 
 1.34485798e-09  1.34485798e-09  2.47082472e+00  1.44514785e-01  1.74474429e+00  2.34132509e+00 -2.42709260e-03 
 1.34585798e-09  1.34585798e-09  2.47197787e+00  1.39705719e-01  1.77540076e+00  2.31562249e+00 -3.93209342e-03 
 1.34685798e-09  1.34685798e-09  2.47307189e+00  1.35110361e-01  1.80543988e+00  2.28771995e+00 -5.51898933e-03 
 1.34785798e-09  1.34785798e-09  2.47410812e+00  1.30786068e-01  1.83552346e+00  2.25684736e+00 -7.23904937e-03 
 1.34885798e-09  1.34885798e-09  2.47508988e+00  1.26681809e-01  1.86530066e+00  2.22338862e+00 -9.06191616e-03 
 1.34985798e-09  1.34985798e-09  2.47602146e+00  1.22689471e-01  1.89387512e+00  2.18839331e+00 -1.09132976e-02 
 1.35085798e-09  1.35085798e-09  2.47690570e+00  1.18803375e-01  1.92127318e+00  2.15194813e+00 -1.27893571e-02 
 1.35185798e-09  1.35185798e-09  2.47774528e+00  1.15018717e-01  1.94752288e+00  2.11413963e+00 -1.46867490e-02 
 1.35285798e-09  1.35285798e-09  2.47854270e+00  1.11331380e-01  1.97265389e+00  2.07505248e+00 -1.66026878e-02 
 1.35385798e-09  1.35385798e-09  2.47930094e+00  1.07737579e-01  1.99669445e+00  2.03470467e+00 -1.85293252e-02 
 1.35485798e-09  1.35485798e-09  2.48002410e+00  1.04228986e-01  2.01968326e+00  1.99309554e+00 -2.04458373e-02 
 1.35585798e-09  1.35585798e-09  2.48072043e+00  1.00804172e-01  2.04165138e+00  1.95028605e+00 -2.22957537e-02 
 1.35685798e-09  1.35685798e-09  2.48139975e+00  9.74671783e-02  2.06262108e+00  1.90634674e+00 -2.40066014e-02 
 1.35785798e-09  1.35785798e-09  2.48207179e+00  9.42212226e-02  2.08262989e+00  1.86134658e+00 -2.55011902e-02 
 1.35885798e-09  1.35885798e-09  2.48274402e+00  9.10656591e-02  2.10172676e+00  1.81534511e+00 -2.67159722e-02 
 1.35985798e-09  1.35985798e-09  2.48342165e+00  8.79947295e-02  2.11995418e+00  1.76839296e+00 -2.76010643e-02 
 1.36085798e-09  1.36085798e-09  2.48411176e+00  8.50065879e-02  2.13734022e+00  1.72054152e+00 -2.80888905e-02 
 1.36185798e-09  1.36185798e-09  2.48482152e+00  8.20921954e-02  2.15384712e+00  1.67193885e+00 -2.81031699e-02 
 1.36285798e-09  1.36285798e-09  2.48555841e+00  7.92431397e-02  2.16943806e+00  1.62281190e+00 -2.75616111e-02 
 1.36385798e-09  1.36385798e-09  2.48632977e+00  7.64608573e-02  2.18415942e+00  1.57335030e+00 -2.63850734e-02 
 1.36485798e-09  1.36485798e-09  2.48714238e+00  7.37483266e-02  2.19807149e+00  1.52372106e+00 -2.44967559e-02 
 1.36585798e-09  1.36585798e-09  2.48800244e+00  7.11078816e-02  2.21122990e+00  1.47408473e+00 -2.18213341e-02 
 1.36685798e-09  1.36685798e-09  2.48891557e+00  6.85412970e-02  2.22368621e+00  1.42459418e+00 -1.82853625e-02 
 1.36785798e-09  1.36785798e-09  2.48988683e+00  6.60498538e-02  2.23548827e+00  1.37539368e+00 -1.38175815e-02 
 1.36885798e-09  1.36885798e-09  2.49092077e+00  6.36343931e-02  2.24668054e+00  1.32661828e+00 -8.34912600e-03 
 1.36985798e-09  1.36985798e-09  2.49202144e+00  6.12953637e-02  2.25730432e+00  1.27839319e+00 -1.81363347e-03 
 1.37085798e-09  1.37085798e-09  2.49319244e+00  5.90328621e-02  2.26739797e+00  1.23083343e+00  5.85256116e-03 
 1.37185798e-09  1.37185798e-09  2.49443690e+00  5.68466659e-02  2.27699708e+00  1.18404358e+00  1.47099102e-02 
 1.37285798e-09  1.37285798e-09  2.49575755e+00  5.47362695e-02  2.28613459e+00  1.13811758e+00  2.48157351e-02 
 1.37385798e-09  1.37385798e-09  2.49715686e+00  5.27009209e-02  2.29484101e+00  1.09313883e+00  3.62248299e-02 
 1.37485798e-09  1.37485798e-09  2.49863226e+00  5.07399399e-02  2.30315668e+00  1.04914178e+00  4.89482025e-02 
 1.37585798e-09  1.37585798e-09  2.50018595e+00  4.88519955e-02  2.31110548e+00  1.00619379e+00  6.30350763e-02 
 1.37685798e-09  1.37685798e-09  2.50182477e+00  4.70353474e-02  2.31869738e+00  9.64390537e-01  7.85743246e-02 
 1.37785798e-09  1.37785798e-09  2.50355069e+00  4.52886129e-02  2.32595493e+00  9.23774579e-01  9.56135090e-02 
 1.37885798e-09  1.37885798e-09  2.50536591e+00  4.36102976e-02  2.33289876e+00  8.84378435e-01  1.14200922e-01 
 1.37985798e-09  1.37985798e-09  2.50727316e+00  4.19988255e-02  2.33954766e+00  8.46224394e-01  1.34387223e-01 
 1.38085798e-09  1.38085798e-09  2.50927518e+00  4.04525104e-02  2.34591860e+00  8.09323125e-01  1.56221444e-01 
 1.38185798e-09  1.38185798e-09  2.51137273e+00  3.89694051e-02  2.35202654e+00  7.73669875e-01  1.79733244e-01 
 1.38285798e-09  1.38285798e-09  2.51356904e+00  3.75476051e-02  2.35788435e+00  7.39240888e-01  2.04970073e-01 
 1.38385798e-09  1.38385798e-09  2.51587385e+00  3.61854326e-02  2.36350201e+00  7.05979669e-01  2.32033621e-01 
 1.38485798e-09  1.38485798e-09  2.51834276e+00  3.48816517e-02  2.36886235e+00  6.73487971e-01  2.61420838e-01 
 1.38585798e-09  1.38585798e-09  2.52096316e+00  3.36342555e-02  2.37398780e+00  6.41833604e-01  2.93059919e-01 
 1.38685798e-09  1.38685798e-09  2.52366593e+00  3.24398756e-02  2.37892128e+00  6.11466402e-01  3.26372289e-01 
 1.38785798e-09  1.38785798e-09  2.52644226e+00  3.12954654e-02  2.38366444e+00  5.82379217e-01  3.61263035e-01 
 1.38885798e-09  1.38885798e-09  2.52928527e+00  3.01987411e-02  2.38822581e+00  5.54546130e-01  3.97651305e-01 
 1.38985798e-09  1.38985798e-09  2.53218902e+00  2.91476470e-02  2.39261419e+00  5.27938449e-01  4.35457393e-01 
 1.39085798e-09  1.39085798e-09  2.53514525e+00  2.81400022e-02  2.39683763e+00  5.02525254e-01  4.74606150e-01 
 1.39185798e-09  1.39185798e-09  2.53811209e+00  2.71713611e-02  2.40090330e+00  4.78274476e-01  5.15042420e-01 
 1.39285798e-09  1.39285798e-09  2.54102516e+00  2.62359385e-02  2.40481761e+00  4.55152246e-01  5.56708063e-01 
 1.39385798e-09  1.39385798e-09  2.54382761e+00  2.53287844e-02  2.40858653e+00  4.33122648e-01  5.99527849e-01 
 1.39485798e-09  1.39485798e-09  2.54646089e+00  2.44451016e-02  2.41221558e+00  4.12148908e-01  6.43428181e-01 
 1.39585798e-09  1.39585798e-09  2.54886574e+00  2.35802653e-02  2.41570960e+00  3.92188571e-01  6.88345127e-01 
 1.39685798e-09  1.39685798e-09  2.55098194e+00  2.27298416e-02  2.41907309e+00  3.73199067e-01  7.34223149e-01 
 1.39785798e-09  1.39785798e-09  2.55274709e+00  2.18895448e-02  2.42231074e+00  3.55144475e-01  7.81005529e-01 
 1.39885798e-09  1.39885798e-09  2.55405286e+00  2.10536808e-02  2.42543889e+00  3.38204613e-01  8.28378426e-01 
 1.39985798e-09  1.39985798e-09  2.55480347e+00  2.02175343e-02  2.42847285e+00  3.22517980e-01  8.75979783e-01 
 1.40085798e-09  1.40085798e-09  2.55494614e+00  1.93777174e-02  2.43141243e+00  3.07967537e-01  9.23662684e-01 
 1.40185798e-09  1.40185798e-09  2.55441537e+00  1.85299965e-02  2.43425492e+00  2.94438617e-01  9.71295510e-01 
 1.40285798e-09  1.40285798e-09  2.55314741e+00  1.76706266e-02  2.43699874e+00  2.81831130e-01  1.01875121e+00 
 1.40385798e-09  1.40385798e-09  2.55108053e+00  1.67963059e-02  2.43964324e+00  2.70056706e-01  1.06590891e+00 
 1.40485798e-09  1.40485798e-09  2.54815522e+00  1.59041315e-02  2.44218844e+00  2.59036721e-01  1.11265489e+00 
 1.40585798e-09  1.40585798e-09  2.54431425e+00  1.49915542e-02  2.44463496e+00  2.48700853e-01  1.15888328e+00 
 1.40685798e-09  1.40685798e-09  2.53950259e+00  1.40563324e-02  2.44698390e+00  2.38985964e-01  1.20449645e+00 
 1.40785798e-09  1.40785798e-09  2.53366730e+00  1.30964836e-02  2.44923672e+00  2.29835234e-01  1.24940525e+00 
 1.40885798e-09  1.40885798e-09  2.52675730e+00  1.21102338e-02  2.45139519e+00  2.21197458e-01  1.29352912e+00 
 1.40985798e-09  1.40985798e-09  2.51872304e+00  1.10959637e-02  2.45346134e+00  2.13026462e-01  1.33679603e+00 
 1.41085798e-09  1.41085798e-09  2.50951599e+00  1.00521508e-02  2.45543738e+00  2.05280617e-01  1.37914241e+00 
 1.41185798e-09  1.41185798e-09  2.49908815e+00  8.97730631e-03  2.45732570e+00  1.97922419e-01  1.42051303e+00 
 1.41285798e-09  1.41285798e-09  2.48739210e+00  7.86996452e-03  2.45912876e+00  1.90918131e-01  1.46086092e+00 
 1.41385798e-09  1.41385798e-09  2.47438108e+00  6.72866772e-03  2.46084916e+00  1.84237479e-01  1.50014733e+00 
 1.41485798e-09  1.41485798e-09  2.46000746e+00  5.55184059e-03  2.46248953e+00  1.77853372e-01  1.53834164e+00 
 1.41585798e-09  1.41585798e-09  2.44422069e+00  4.33763996e-03  2.46405251e+00  1.71741673e-01  1.57542145e+00 
 1.41685798e-09  1.41685798e-09  2.42696524e+00  3.08380353e-03  2.46554075e+00  1.65881033e-01  1.61137306e+00 
 1.41785798e-09  1.41785798e-09  2.40817729e+00  1.78742745e-03  2.46695683e+00  1.60252820e-01  1.64619270e+00 
 1.41885798e-09  1.41885798e-09  2.38777947e+00  4.44609289e-04  2.46830331e+00  1.54841198e-01  1.67988905e+00 
 1.41985798e-09  1.41985798e-09  2.36568747e+00 -9.49051221e-04  2.46958272e+00  1.49633719e-01  1.71249046e+00 
 1.42085798e-09  1.42085798e-09  2.34186352e+00 -2.39469844e-03  2.47079823e+00  1.44623201e-01  1.74406437e+00 
 1.42185798e-09  1.42185798e-09  2.31620400e+00 -3.89824857e-03  2.47195272e+00  1.39809690e-01  1.77473834e+00 
 1.42285798e-09  1.42285798e-09  2.28835607e+00 -5.48292670e-03  2.47304805e+00  1.35209178e-01  1.80478559e+00 
 1.42385798e-09  1.42385798e-09  2.25753318e+00 -7.20116646e-03  2.47408551e+00  1.30880478e-01  1.83488166e+00 
 1.42485798e-09  1.42485798e-09  2.22410787e+00 -9.02336365e-03  2.47506841e+00  1.26773441e-01  1.86468436e+00 
 1.42585798e-09  1.42585798e-09  2.18914414e+00 -1.08741651e-02  2.47600108e+00  1.22778453e-01  1.89328381e+00 
 1.42685798e-09  1.42685798e-09  2.15272870e+00 -1.27497224e-02  2.47688634e+00  1.18889838e-01  1.92070630e+00 
 1.42785798e-09  1.42785798e-09  2.11494814e+00 -1.46466777e-02  2.47772688e+00  1.15102773e-01  1.94697984e+00 
 1.42885798e-09  1.42885798e-09  2.07588718e+00 -1.65622340e-02  2.47852521e+00  1.11413129e-01  1.97213407e+00 
 1.42985798e-09  1.42985798e-09  2.03556542e+00 -1.84889085e-02  2.47928427e+00  1.07817111e-01  1.99619726e+00 
 1.43085798e-09  1.43085798e-09  1.99398240e+00 -2.04064382e-02  2.48000810e+00  1.04306365e-01  2.01920812e+00 
 1.43185798e-09  1.43185798e-09  1.95119753e+00 -2.22585894e-02  2.48070493e+00  1.00879446e-01  2.04119763e+00 
 1.43285798e-09  1.43285798e-09  1.90728140e+00 -2.39729507e-02  2.48138457e+00  9.75404006e-02  2.06218799e+00 
 1.43385798e-09  1.43385798e-09  1.86230309e+00 -2.54723879e-02  2.48205678e+00  9.42924113e-02  2.08221641e+00 
 1.43485798e-09  1.43485798e-09  1.81632229e+00 -2.66933881e-02  2.48272901e+00  9.11348369e-02  2.10133191e+00 
 1.43585798e-09  1.43585798e-09  1.76938974e+00 -2.75860940e-02  2.48340649e+00  8.80619496e-02  2.11957738e+00 
 1.43685798e-09  1.43685798e-09  1.72155681e+00 -2.80829823e-02  2.48409630e+00  8.50718981e-02  2.13698087e+00 
 1.43785798e-09  1.43785798e-09  1.67296854e+00 -2.81080193e-02  2.48480560e+00  8.21558204e-02  2.15350626e+00 
 1.43885798e-09  1.43885798e-09  1.62385062e+00 -2.75789959e-02  2.48554187e+00  7.93052453e-02  2.16911629e+00 
 1.43985798e-09  1.43985798e-09  1.57439445e+00 -2.64166258e-02  2.48631246e+00  7.65213809e-02  2.18385542e+00 
 1.44085798e-09  1.44085798e-09  1.52476719e+00 -2.45440825e-02  2.48712417e+00  7.38072201e-02  2.19778404e+00 
 1.44185798e-09  1.44185798e-09  1.47512952e+00 -2.18860060e-02  2.48798320e+00  7.11651090e-02  2.21095788e+00 
 1.44285798e-09  1.44285798e-09  1.42563448e+00 -1.83689080e-02  2.48889518e+00  6.85968329e-02  2.22342856e+00 
 1.44385798e-09  1.44385798e-09  1.37642654e+00 -1.39214801e-02  2.48986519e+00  6.61036823e-02  2.23524402e+00 
 1.44485798e-09  1.44485798e-09  1.32764094e+00 -8.47480563e-03  2.49089779e+00  6.36865068e-02  2.24644877e+00 
 1.44585798e-09  1.44585798e-09  1.27940311e+00 -1.96246882e-03  2.49199703e+00  6.13457624e-02  2.25708421e+00 
 1.44685798e-09  1.44685798e-09  1.23182829e+00  5.67925868e-03  2.49316653e+00  5.90815525e-02  2.26718873e+00 
 1.44785798e-09  1.44785798e-09  1.18502127e+00  1.45108984e-02  2.49440944e+00  5.68936608e-02  2.27679798e+00 
 1.44885798e-09  1.44885798e-09  1.13907622e+00  2.45898313e-02  2.49572848e+00  5.47815870e-02  2.28594497e+00 
 1.44985798e-09  1.44985798e-09  1.09407677e+00  3.59709007e-02  2.49712612e+00  5.27445837e-02  2.29466024e+00 
 1.45085798e-09  1.45085798e-09  1.05005751e+00  4.86652284e-02  2.49859983e+00  5.07819774e-02  2.30298423e+00 
 1.45185798e-09  1.45185798e-09  1.00708600e+00  6.27220853e-02  2.50015178e+00  4.88924401e-02  2.31094084e+00 
 1.45285798e-09  1.45285798e-09  9.65258216e-01  7.82303069e-02  2.50178881e+00  4.70742307e-02  2.31854006e+00 
 1.45385798e-09  1.45385798e-09  9.24616935e-01  9.52374548e-02  2.50351291e+00  4.53259690e-02  2.32580447e+00 
 1.45485798e-09  1.45485798e-09  8.85194885e-01  1.13791793e-01  2.50532626e+00  4.36461624e-02  2.33275474e+00 
 1.45585798e-09  1.45585798e-09  8.47014575e-01  1.33943907e-01  2.50723156e+00  4.20332364e-02  2.33940971e+00 
 1.45685798e-09  1.45685798e-09  8.10086973e-01  1.55743365e-01  2.50923162e+00  4.04855110e-02  2.34578638e+00 
 1.45785798e-09  1.45785798e-09  7.74407656e-01  1.79219670e-01  2.51132719e+00  3.90010393e-02  2.35189976e+00 
 1.45885798e-09  1.45885798e-09  7.39953340e-01  2.04419312e-01  2.51352136e+00  3.75779116e-02  2.35776274e+00 
 1.45985798e-09  1.45985798e-09  7.06668541e-01  2.31442952e-01  2.51582375e+00  3.62144489e-02  2.36338542e+00 
 1.46085798e-09  1.46085798e-09  6.74152331e-01  2.60791327e-01  2.51829040e+00  3.49094239e-02  2.36875044e+00 
 1.46185798e-09  1.46185798e-09  6.42471117e-01  2.92395480e-01  2.52090900e+00  3.36608398e-02  2.37388017e+00 
 1.46285798e-09  1.46285798e-09  6.12077457e-01  3.25674556e-01  2.52361015e+00  3.24653374e-02  2.37881782e+00 
 1.46385798e-09  1.46385798e-09  5.82964306e-01  3.60533674e-01  2.52638502e+00  3.13198650e-02  2.38356503e+00 
 1.46485798e-09  1.46485798e-09  5.55105801e-01  3.96891961e-01  2.52922669e+00  3.02221239e-02  2.38813025e+00 
 1.46585798e-09  1.46585798e-09  5.28473308e-01  4.34669687e-01  2.53212922e+00  2.91700563e-02  2.39252230e+00 
 1.46685798e-09  1.46685798e-09  5.03035929e-01  4.73791219e-01  2.53508482e+00  2.81615134e-02  2.39674925e+00 
 1.46785798e-09  1.46785798e-09  4.78761637e-01  5.14201403e-01  2.53805214e+00  2.71920822e-02  2.40081826e+00 
 1.46885798e-09  1.46885798e-09  4.55616612e-01  5.55842518e-01  2.54096685e+00  2.62559747e-02  2.40473578e+00 
 1.46985798e-09  1.46985798e-09  4.33564959e-01  5.98639305e-01  2.54377211e+00  2.53482379e-02  2.40850778e+00 
 1.47085798e-09  1.47085798e-09  4.12569921e-01  6.42518132e-01  2.54640942e+00  2.44640713e-02  2.41213981e+00 
 1.47185798e-09  1.47185798e-09  3.92589165e-01  6.87414789e-01  2.54881953e+00  2.35988460e-02  2.41563669e+00 
 1.47285798e-09  1.47285798e-09  3.73580102e-01  7.33273595e-01  2.55094224e+00  2.27481245e-02  2.41900294e+00 
 1.47385798e-09  1.47385798e-09  3.55506665e-01  7.80037938e-01  2.55271520e+00  2.19076188e-02  2.42224326e+00 
 1.47485798e-09  1.47485798e-09  3.38544304e-01  8.27399891e-01  2.55403078e+00  2.10716439e-02  2.42537368e+00 
 1.47585798e-09  1.47585798e-09  3.22832708e-01  8.74998020e-01  2.55479322e+00  2.02354907e-02  2.42840962e+00 
 1.47685798e-09  1.47685798e-09  3.08259891e-01  9.22680415e-01  2.55494908e+00  1.93957614e-02  2.43135126e+00 
 1.47785798e-09  1.47785798e-09  2.94710808e-01  9.70315423e-01  2.55443284e+00  1.85482120e-02  2.43419584e+00 
 1.47885798e-09  1.47885798e-09  2.82085105e-01  1.01777588e+00  2.55318070e+00  1.76890878e-02  2.43694178e+00 
 1.47985798e-09  1.47985798e-09  2.70294188e-01  1.06494076e+00  2.55113090e+00  1.68150782e-02  2.43958838e+00 
 1.48085798e-09  1.48085798e-09  2.59259251e-01  1.11169621e+00  2.54822388e+00  1.59232724e-02  2.44213569e+00 
 1.48185798e-09  1.48185798e-09  2.48909810e-01  1.15793618e+00  2.54440234e+00  1.50111145e-02  2.44458430e+00 
 1.48285798e-09  1.48285798e-09  2.39182591e-01  1.20356286e+00  2.53961124e+00  1.40763567e-02  2.44693529e+00 
 1.48385798e-09  1.48385798e-09  2.30020650e-01  1.24848694e+00  2.53379758e+00  1.31170119e-02  2.44919013e+00 
 1.48485798e-09  1.48485798e-09  2.21372671e-01  1.29262767e+00  2.52691026e+00  1.21313021e-02  2.45135057e+00 
 1.48585798e-09  1.48585798e-09  2.13192383e-01  1.33591285e+00  2.51889967e+00  1.11176053e-02  2.45341865e+00 
 1.48685798e-09  1.48685798e-09  2.05438066e-01  1.37827874e+00  2.50971730e+00  1.00743977e-02  2.45539658e+00 
 1.48785798e-09  1.48785798e-09  1.98072135e-01  1.41966993e+00  2.49931512e+00  9.00019016e-03  2.45728672e+00 
 1.48885798e-09  1.48885798e-09  1.91060779e-01  1.46003927e+00  2.48764571e+00  7.89351628e-03  2.45909157e+00 
 1.48985798e-09  1.48985798e-09  1.84373655e-01  1.49934787e+00  2.47466229e+00  6.75291884e-03  2.46081369e+00 
 1.49085798e-09  1.49085798e-09  1.77983609e-01  1.53756491e+00  2.46031728e+00  5.57682671e-03  2.46245571e+00 
 1.49185798e-09  1.49185798e-09  1.71866443e-01  1.57466784e+00  2.44456020e+00  4.36340356e-03  2.46402030e+00 
 1.49285798e-09  1.49285798e-09  1.66000754e-01  1.61064277e+00  2.42733565e+00  3.11039761e-03  2.46551009e+00 
 1.49385798e-09  1.49385798e-09  1.60367851e-01  1.64548569e+00  2.40858005e+00  1.81492115e-03  2.46692767e+00 
 1.49485798e-09  1.49485798e-09  1.54951840e-01  1.67920499e+00  2.38821635e+00  4.73097386e-04  2.46827559e+00 
 1.49585798e-09  1.49585798e-09  1.49740176e-01  1.71182837e+00  2.36615902e+00 -9.19561641e-04  2.46955638e+00 
 1.49685798e-09  1.49685798e-09  1.44725567e-01  1.74342239e+00  2.34237075e+00 -2.36416140e-03  2.47077319e+00 
 1.49785798e-09  1.49785798e-09  1.39907869e-01  1.77411299e+00  2.31675173e+00 -3.86635177e-03  2.47192895e+00 
 1.49885798e-09  1.49885798e-09  1.35302520e-01  1.80416822e+00  2.28895498e+00 -5.44896088e-03  2.47302552e+00 
 1.49985798e-09  1.49985798e-09  1.30969681e-01  1.83427630e+00  2.25817871e+00 -7.16549993e-03  2.47406415e+00 
 1.50085798e-09  1.50085798e-09  1.26860013e-01  1.86410304e+00  2.22478494e+00 -8.98706282e-03  2.47504813e+00 
 1.50185798e-09  1.50185798e-09  1.22862516e-01  1.89272605e+00  2.18985101e+00 -1.08373147e-02  2.47598181e+00 
 1.50285798e-09  1.50285798e-09  1.18971516e-01  1.92017157e+00  2.15346364e+00 -1.27123962e-02  2.47686804e+00 
 1.50385798e-09  1.50385798e-09  1.15182174e-01  1.94646759e+00  2.11570945e+00 -1.46089378e-02  2.47770949e+00 
 1.50485798e-09  1.50485798e-09  1.11490346e-01  1.97164371e+00  2.07667320e+00 -1.65241317e-02  2.47850869e+00 
 1.50585798e-09  1.50585798e-09  1.07892230e-01  1.99572824e+00  2.03637603e+00 -1.84508282e-02  2.47926852e+00 
 1.50685798e-09  1.50685798e-09  1.04379447e-01  2.01875989e+00  1.99481764e+00 -2.03692924e-02  2.47999298e+00 
 1.50785798e-09  1.50785798e-09  1.00950536e-01  2.04076956e+00  1.95205601e+00 -2.22235245e-02  2.48069028e+00 
 1.50885798e-09  1.50885798e-09  9.76095495e-02  2.06177942e+00  1.90816176e+00 -2.39411709e-02  2.48137024e+00 
 1.50985798e-09  1.50985798e-09  9.43596370e-02  2.08182634e+00  1.86320405e+00 -2.54451506e-02  2.48204260e+00 
 1.51085798e-09  1.51085798e-09  9.12001611e-02  2.10095940e+00  1.81724277e+00 -2.66719834e-02  2.48271484e+00 
 1.51185798e-09  1.51185798e-09  8.81254230e-02  2.11922188e+00  1.77032871e+00 -2.75718361e-02  2.48339218e+00 
 1.51285798e-09  1.51285798e-09  8.51335660e-02  2.13664184e+00  1.72251325e+00 -2.80772351e-02  2.48408171e+00 
 1.51385798e-09  1.51385798e-09  8.22158957e-02  2.15318466e+00  1.67393859e+00 -2.81123782e-02  2.48479058e+00 
 1.51485798e-09  1.51485798e-09  7.93638850e-02  2.16881272e+00  1.62482925e+00 -2.75951344e-02  2.48552627e+00 
 1.51585798e-09  1.51585798e-09  7.65785261e-02  2.18356862e+00  1.57537828e+00 -2.64460825e-02  2.48629615e+00 
 1.51685798e-09  1.51685798e-09  7.38628255e-02  2.19751285e+00  1.52575294e+00 -2.45883718e-02  2.48710700e+00 
 1.51785798e-09  1.51785798e-09  7.12191406e-02  2.21070124e+00  1.47611407e+00 -2.19466092e-02  2.48796506e+00 
 1.51885798e-09  1.51885798e-09  6.86492670e-02  2.22318548e+00  1.42661486e+00 -1.84472659e-02  2.48887597e+00 
 1.51985798e-09  1.51985798e-09  6.61545039e-02  2.23501358e+00  1.37739997e+00 -1.40189883e-02  2.48984480e+00 
 1.52085798e-09  1.52085798e-09  6.37357088e-02  2.24623013e+00  1.32860481e+00 -8.59281046e-03  2.49087614e+00 
 1.52185798e-09  1.52185798e-09  6.13933450e-02  2.25687656e+00  1.28035502e+00 -2.10226680e-03  2.49197405e+00 
 1.52285798e-09  1.52285798e-09  5.91275220e-02  2.26699134e+00  1.23276605e+00  5.51643044e-03  2.49314214e+00 
 1.52385798e-09  1.52385798e-09  5.69380293e-02  2.27661016e+00  1.18594289e+00  1.43238681e-02  2.49438358e+00 
 1.52485798e-09  1.52485798e-09  5.48243715e-02  2.28576609e+00  1.13997994e+00  2.43774831e-02  2.49570111e+00 
 1.52585798e-09  1.52585798e-09  5.27858057e-02  2.29448972e+00  1.09496101e+00  3.57321660e-02  2.49709718e+00 
 1.52685798e-09  1.52685798e-09  5.08216648e-02  2.30282155e+00  1.05092083e+00  4.83991454e-02  2.49856928e+00 
