 time            time            v(n1)           v(n2)           v(n3)           v(n4)           v(n5)          
 1.79888580e-08  1.79888580e-08  1.63956083e+00  2.41198297e+00  2.04777507e-03  2.46667150e+00  1.61274777e-01 
 1.79898580e-08  1.79898580e-08  1.67347377e+00  2.39190284e+00  7.14057467e-04  2.46803236e+00  1.55825282e-01 
 1.79908580e-08  1.79908580e-08  1.70628291e+00  2.37013435e+00 -6.70375050e-04  2.46932549e+00  1.50581714e-01 
 1.79918580e-08  1.79918580e-08  1.73804784e+00  2.34664269e+00 -2.10642140e-03  2.47055404e+00  1.45535882e-01 
 1.79928580e-08  1.79928580e-08  1.76888189e+00  2.32135691e+00 -3.59769207e-03  2.47172110e+00  1.40686190e-01 
 1.79938580e-08  1.79938580e-08  1.79901448e+00  2.29397560e+00 -5.16392489e-03  2.47282861e+00  1.36043921e-01 
 1.79948580e-08  1.79948580e-08  1.82908684e+00  2.26374149e+00 -6.85574645e-03  2.47387787e+00  1.31664255e-01 
 1.79958580e-08  1.79958580e-08  1.85896714e+00  2.23079064e+00 -8.66014918e-03  2.47487181e+00  1.27519628e-01 
 1.79968580e-08  1.79968580e-08  1.88780036e+00  2.19611985e+00 -1.05058954e-02  2.47581470e+00  1.23505971e-01 
 1.79978580e-08  1.79978580e-08  1.91545121e+00  2.15998041e+00 -1.23770992e-02  2.47670960e+00  1.19599581e-01 
 1.79988580e-08  1.79988580e-08  1.94194736e+00  2.12245905e+00 -1.42703038e-02  2.47755924e+00  1.15795463e-01 
 1.79998580e-08  1.79998580e-08  1.96731819e+00  2.08364087e+00 -1.61826052e-02  2.47836614e+00  1.12089372e-01 
 1.80008580e-08  1.80008580e-08  1.99159237e+00  2.04356064e+00 -1.81093412e-02  2.47913296e+00  1.08477462e-01 
 1.80018580e-08  1.80018580e-08  2.01480866e+00  2.00221950e+00 -2.00354494e-02  2.47986317e+00  1.04951144e-01 
 1.80028580e-08  1.80028580e-08  2.03699722e+00  1.95966279e+00 -2.19074547e-02  2.48056477e+00  1.01508836e-01 
 1.80038580e-08  1.80038580e-08  2.05817998e+00  1.91596135e+00 -2.36535099e-02  2.48124760e+00  9.81546605e-02 
 1.80048580e-08  1.80048580e-08  2.07839073e+00  1.87118513e+00 -2.51970061e-02  2.48192143e+00  9.48914770e-02 
 1.80058580e-08  1.80058580e-08  2.09767932e+00  1.82539550e+00 -2.64747451e-02  2.48259377e+00  9.17187026e-02 
 1.80068580e-08  1.80068580e-08  2.11609241e+00  1.77864408e+00 -2.74370951e-02  2.48326994e+00  8.86309101e-02 
 1.80078580e-08  1.80078580e-08  2.13365797e+00  1.73098224e+00 -2.80170151e-02  2.48395705e+00  8.56262078e-02 
 1.80088580e-08  1.80088580e-08  2.15035521e+00  1.68252816e+00 -2.81406821e-02  2.48466220e+00  8.26974225e-02 
 1.80098580e-08  1.80098580e-08  2.16614301e+00  1.63349579e+00 -2.77266774e-02  2.48539281e+00  7.98355406e-02 
 1.80108580e-08  1.80108580e-08  2.18104743e+00  1.58409190e+00 -2.66944724e-02  2.48615635e+00  7.70396185e-02 
 1.80118580e-08  1.80118580e-08  2.19512989e+00  1.53448470e+00 -2.49670104e-02  2.48695970e+00  7.43127953e-02 
 1.80128580e-08  1.80128580e-08  2.20844698e+00  1.48483625e+00 -2.24686083e-02  2.48780918e+00  7.16575400e-02 
 1.80138580e-08  1.80138580e-08  2.22105111e+00  1.43530117e+00 -1.91253838e-02  2.48871055e+00  6.90757468e-02 
 1.80148580e-08  1.80148580e-08  2.23299090e+00  1.38602566e+00 -1.48655819e-02  2.48966899e+00  6.65688023e-02 
 1.80158580e-08  1.80158580e-08  2.24431153e+00  1.33714683e+00 -9.61980558e-03  2.49068915e+00  6.41376421e-02 
 1.80168580e-08  1.80168580e-08  2.25505497e+00  1.28879204e+00 -3.32114600e-03  2.49177519e+00  6.17827995e-02 
 1.80178580e-08  1.80178580e-08  2.26526021e+00  1.24107857e+00  4.09469794e-03  2.49293081e+00  5.95044474e-02 
 1.80188580e-08  1.80188580e-08  2.27496340e+00  1.19411327e+00  1.26888889e-02  2.49415925e+00  5.73024323e-02 
 1.80198580e-08  1.80198580e-08  2.28419808e+00  1.14799237e+00  2.25193743e-02  2.49546330e+00  5.51763093e-02 
 1.80208580e-08  1.80208580e-08  2.29299526e+00  1.10280158e+00  3.36414642e-02  2.49684548e+00  5.31253795e-02 
 1.80218580e-08  1.80218580e-08  2.30139613e+00  1.05857674e+00  4.60673300e-02  2.49830337e+00  5.11490398e-02 
 1.80228580e-08  1.80228580e-08  2.30942495e+00  1.01538745e+00  5.98466923e-02  2.49983918e+00  4.92459921e-02 
 1.80238580e-08  1.80238580e-08  2.31709175e+00  9.73332423e-01  7.50680647e-02  2.50145968e+00  4.74144930e-02 
 1.80248580e-08  1.80248580e-08  2.32441949e+00  9.32456374e-01  9.17790323e-02  2.50316682e+00  4.56531904e-02 
 1.80258580e-08  1.80258580e-08  2.33142921e+00  8.92793984e-01  1.10027620e-01  2.50496274e+00  4.39606134e-02 
 1.80268580e-08  1.80268580e-08  2.33814011e+00  8.54369800e-01  1.29863794e-01  2.50685002e+00  4.23352027e-02 
 1.80278580e-08  1.80278580e-08  2.34456957e+00  8.17197493e-01  1.51341818e-01  2.50883196e+00  4.07753388e-02 
 1.80288580e-08  1.80288580e-08  2.35073297e+00  7.81275602e-01  1.74490122e-01  2.51090911e+00  3.92790826e-02 
 1.80298580e-08  1.80298580e-08  2.35664364e+00  7.46584982e-01  1.99346893e-01  2.51308354e+00  3.78444826e-02 
 1.80308580e-08  1.80308580e-08  2.36231236e+00  7.13078725e-01  2.26003904e-01  2.51536383e+00  3.64698512e-02 
 1.80318580e-08  1.80318580e-08  2.36772034e+00  6.80333076e-01  2.54993774e-01  2.51780963e+00  3.51540320e-02 
 1.80328580e-08  1.80328580e-08  2.37288943e+00  6.48402570e-01  2.86272712e-01  2.52041137e+00  3.38951252e-02 
 1.80338580e-08  1.80338580e-08  2.37786544e+00  6.17763152e-01  3.19241739e-01  2.52309726e+00  3.26898700e-02 
 1.80348580e-08  1.80348580e-08  2.38264994e+00  5.88408771e-01  3.53806267e-01  2.52585832e+00  3.15351696e-02 
 1.80358580e-08  1.80358580e-08  2.38725058e+00  5.60314094e-01  3.89885242e-01  2.52868745e+00  3.04285883e-02 
 1.80368580e-08  1.80368580e-08  2.39167635e+00  5.33450999e-01  4.27398702e-01  2.53157852e+00  2.93680514e-02 
 1.80378580e-08  1.80378580e-08  2.39593546e+00  5.07788898e-01  4.66268038e-01  2.53452629e+00  2.83515806e-02 
 1.80388580e-08  1.80388580e-08  2.40003525e+00  4.83296062e-01  5.06436542e-01  2.53749559e+00  2.73751694e-02 
 1.80398580e-08  1.80398580e-08  2.40398230e+00  4.59939079e-01  5.47849003e-01  2.54042431e+00  2.64331365e-02 
 1.80408580e-08  1.80408580e-08  2.40778265e+00  4.37682329e-01  5.90431322e-01  2.54325452e+00  2.55203951e-02 
 1.80418580e-08  1.80418580e-08  2.41144194e+00  4.16489199e-01  6.34109550e-01  2.54592804e+00  2.46321168e-02 
 1.80428580e-08  1.80428580e-08  2.41496513e+00  3.96318519e-01  6.78817040e-01  2.54838567e+00  2.37636373e-02 
 1.80438580e-08  1.80438580e-08  2.41835680e+00  3.77127536e-01  7.24496737e-01  2.55056743e+00  2.29104855e-02 
 1.80448580e-08  1.80448580e-08  2.42162160e+00  3.58878806e-01  7.71092909e-01  2.55241148e+00  2.20683516e-02 
 1.80458580e-08  1.80458580e-08  2.42476404e+00  3.41537269e-01  8.18548166e-01  2.55385368e+00  2.12330227e-02 
 1.80468580e-08  1.80468580e-08  2.42781062e+00  3.25436278e-01  8.66313601e-01  2.55475795e+00  2.03982764e-02 
 1.80478580e-08  1.80478580e-08  2.43077330e+00  3.10675800e-01  9.13998544e-01  2.55502807e+00  1.95592259e-02 
 1.80488580e-08  1.80488580e-08  2.43363907e+00  2.96958049e-01  9.61659087e-01  2.55463785e+00  1.87130771e-02 
 1.80498580e-08  1.80498580e-08  2.43640618e+00  2.84180342e-01  1.00916709e+00  2.55352312e+00  1.78559919e-02 
 1.80508580e-08  1.80508580e-08  2.43907382e+00  2.72252162e-01  1.05640036e+00  2.55162174e+00  1.69845847e-02 
 1.80518580e-08  1.80518580e-08  2.44164190e+00  2.61093088e-01  1.10324370e+00  2.54887373e+00  1.60958773e-02 
 1.80528580e-08  1.80528580e-08  2.44411095e+00  2.50631251e-01  1.14958963e+00  2.54522139e+00  1.51872546e-02 
 1.80538580e-08  1.80538580e-08  2.44648199e+00  2.40802172e-01  1.19533888e+00  2.54060926e+00  1.42564183e-02 
 1.80548580e-08  1.80548580e-08  2.44875641e+00  2.31547844e-01  1.24040059e+00  2.53498401e+00  1.33013392e-02 
 1.80558580e-08  1.80558580e-08  2.45093596e+00  2.22816003e-01  1.28469251e+00  2.52829420e+00  1.23202068e-02 
 1.80568580e-08  1.80568580e-08  2.45302261e+00  2.14559526e-01  1.32814090e+00  2.52048999e+00  1.13113764e-02 
 1.80578580e-08  1.80578580e-08  2.45501857e+00  2.06735925e-01  1.37068055e+00  2.51152271e+00  1.02733121e-02 
 1.80588580e-08  1.80588580e-08  2.45692618e+00  1.99306915e-01  1.41225456e+00  2.50134431e+00  9.20452455e-03 
 1.80598580e-08  1.80598580e-08  2.45874791e+00  1.92238045e-01  1.45281434e+00  2.48990718e+00  8.10354108e-03 
 1.80608580e-08  1.80608580e-08  2.46048634e+00  1.85498381e-01  1.49231949e+00  2.47716448e+00  6.96890781e-03 
 1.80618580e-08  1.80618580e-08  2.46214410e+00  1.79060230e-01  1.53073779e+00  2.46306896e+00  5.79908908e-03 
 1.80628580e-08  1.80628580e-08  2.46372385e+00  1.72898890e-01  1.56804517e+00  2.44757081e+00  4.59230713e-03 
 1.80638580e-08  1.80638580e-08  2.46522823e+00  1.66992473e-01  1.60422615e+00  2.43061574e+00  3.34639999e-03 
 1.80648580e-08  1.80648580e-08  2.46665986e+00  1.61321813e-01  1.63927481e+00  2.41214194e+00  2.05861712e-03 
 1.80658580e-08  1.80658580e-08  2.46802129e+00  1.55870505e-01  1.67319701e+00  2.39207538e+00  7.25297423e-04 
 1.80668580e-08  1.80668580e-08  2.46931498e+00  1.50625224e-01  1.70601512e+00  2.37032137e+00 -6.58686302e-04 
 1.80678580e-08  1.80678580e-08  2.47054405e+00  1.45577727e-01  1.73778838e+00  2.34684459e+00 -2.09426885e-03 
 1.80688580e-08  1.80688580e-08  2.47171161e+00  1.40726345e-01  1.76862944e+00  2.32157462e+00 -3.58502304e-03 
 1.80698580e-08  1.80698580e-08  2.47281961e+00  1.36082189e-01  1.79876618e+00  2.29421274e+00 -5.15049914e-03 
 1.80708580e-08  1.80708580e-08  2.47386935e+00  1.31699758e-01  1.82883335e+00  2.26400862e+00 -6.84085480e-03 
 1.80718580e-08  1.80718580e-08  2.47486374e+00  1.27552886e-01  1.85871212e+00  2.23108408e+00 -8.64409147e-03 
 1.80728580e-08  1.80728580e-08  2.47580705e+00  1.23538386e-01  1.88755576e+00  2.19642638e+00 -1.04896127e-02 
 1.80738580e-08  1.80738580e-08  2.47670235e+00  1.19631197e-01  1.91521677e+00  2.16029929e+00 -1.23606219e-02 
 1.80748580e-08  1.80748580e-08  2.47755235e+00  1.15826314e-01  1.94172284e+00  2.12278953e+00 -1.42536590e-02 
 1.80758580e-08  1.80758580e-08  2.47835961e+00  1.12119485e-01  1.96710331e+00  2.08398221e+00 -1.61658152e-02 
 1.80768580e-08  1.80768580e-08  2.47912674e+00  1.08506862e-01  1.99138689e+00  2.04391279e+00 -1.80925287e-02 
 1.80778580e-08  1.80778580e-08  2.47985721e+00  1.04979848e-01  2.01461233e+00  2.00258246e+00 -2.00189659e-02 
 1.80788580e-08  1.80788580e-08  2.48055900e+00  1.01536853e-01  2.03680977e+00  1.96003595e+00 -2.18917966e-02 
 1.80798580e-08  1.80798580e-08  2.48124195e+00  9.81820009e-02  2.05800110e+00  1.91634411e+00 -2.36391989e-02 
 1.80808580e-08  1.80808580e-08  2.48191583e+00  9.49181391e-02  2.07821999e+00  1.87157693e+00 -2.51845875e-02 
 1.80818580e-08  1.80818580e-08  2.48258817e+00  9.17446866e-02  2.09751628e+00  1.82579584e+00 -2.64647782e-02 
 1.80828580e-08  1.80828580e-08  2.48326427e+00  8.86562294e-02  2.11593685e+00  1.77905251e+00 -2.74301487e-02 
 1.80838580e-08  1.80838580e-08  2.48395124e+00  8.56508743e-02  2.13350964e+00  1.73139833e+00 -2.80136792e-02 
 1.80848580e-08  1.80848580e-08  2.48465619e+00  8.27215240e-02  2.15021454e+00  1.68295031e+00 -2.81416416e-02 
 1.80858580e-08  1.80858580e-08  2.48538655e+00  7.98591408e-02  2.16601029e+00  1.63392192e+00 -2.77326535e-02 
 1.80868580e-08  1.80868580e-08  2.48614976e+00  7.70626838e-02  2.18092209e+00  1.58452051e+00 -2.67061359e-02 
 1.80878580e-08  1.80878580e-08  2.48695273e+00  7.43352985e-02  2.19501143e+00  1.53491436e+00 -2.49850224e-02 
 1.80888580e-08  1.80888580e-08  2.48780178e+00  7.16794597e-02  2.20833493e+00  1.48526559e+00 -2.24936162e-02 
 1.80898580e-08  1.80898580e-08  2.48870267e+00  6.90970663e-02  2.22094502e+00  1.43572888e+00 -1.91580178e-02 
 1.80908580e-08  1.80908580e-08  2.48966059e+00  6.65895090e-02  2.23289036e+00  1.38645053e+00 -1.49064526e-02 
 1.80918580e-08  1.80918580e-08  2.49068019e+00  6.41577276e-02  2.24421617e+00  1.33756770e+00 -9.66950251e-03 
 1.80928580e-08  1.80928580e-08  2.49176564e+00  6.18022586e-02  2.25496444e+00  1.28920786e+00 -3.38023690e-03 
 1.80938580e-08  1.80938580e-08  2.49292064e+00  5.95232780e-02  2.26517418e+00  1.24148837e+00  4.02567002e-03 
 1.80948580e-08  1.80948580e-08  2.49414842e+00  5.73206351e-02  2.27488157e+00  1.19451615e+00  1.26094092e-02 
 1.80958580e-08  1.80958580e-08  2.49545180e+00  5.51938876e-02  2.28412017e+00  1.14838757e+00  2.24289538e-02 
 1.80968580e-08  1.80968580e-08  2.49683329e+00  5.31423386e-02  2.29292102e+00  1.10318839e+00  3.35396347e-02 
 1.80978580e-08  1.80978580e-08  2.49829048e+00  5.11653882e-02  2.30132532e+00  1.05895452e+00  4.59536697e-02 
 1.80988580e-08  1.80988580e-08  2.49982557e+00  4.92617396e-02  2.30935737e+00  1.01575565e+00  5.97207996e-02 
 1.80998580e-08  1.80998580e-08  2.50144533e+00  4.74296494e-02  2.31702719e+00  9.73690618e-01  7.49295251e-02 
 1.81008580e-08  1.81008580e-08  2.50315172e+00  4.56677667e-02  2.32435776e+00  9.32804221e-01  9.16274331e-02 
 1.81018580e-08  1.81018580e-08  2.50494686e+00  4.39746215e-02  2.33137014e+00  8.93131227e-01  1.09862539e-01 
 1.81028580e-08  1.81028580e-08  2.50683334e+00  4.23486555e-02  2.33808354e+00  8.54696271e-01  1.29684785e-01 
 1.81038580e-08  1.81038580e-08  2.50881444e+00  4.07882492e-02  2.34451535e+00  8.17513126e-01  1.51148383e-01 
 1.81048580e-08  1.81048580e-08  2.51089075e+00  3.92914668e-02  2.35068098e+00  7.81580478e-01  1.74281997e-01 
 1.81058580e-08  1.81058580e-08  2.51306431e+00  3.78563568e-02  2.35659378e+00  7.46879368e-01  1.99123685e-01 
 1.81068580e-08  1.81068580e-08  2.51534364e+00  3.64812289e-02  2.36226455e+00  7.13363224e-01  2.25764616e-01 
 1.81078580e-08  1.81078580e-08  2.51778852e+00  3.51649295e-02  2.36767444e+00  6.80607358e-01  2.54738693e-01 
 1.81088580e-08  1.81088580e-08  2.52038950e+00  3.39055629e-02  2.37284530e+00  6.48665824e-01  2.86003189e-01 
 1.81098580e-08  1.81098580e-08  2.52307470e+00  3.26998733e-02  2.37782301e+00  6.18015529e-01  3.18958444e-01 
 1.81108580e-08  1.81108580e-08  2.52583515e+00  3.15447619e-02  2.38260918e+00  5.88650469e-01  3.53509884e-01 
 1.81118580e-08  1.81118580e-08  2.52866372e+00  3.04377868e-02  2.38721141e+00  5.60545333e-01  3.89576447e-01 
 1.81128580e-08  1.81128580e-08  2.53155427e+00  2.93768727e-02  2.39163868e+00  5.33672022e-01  4.27078162e-01 
 1.81138580e-08  1.81138580e-08  2.53450157e+00  2.83600404e-02  2.39589922e+00  5.07999969e-01  4.65936406e-01 
 1.81148580e-08  1.81148580e-08  2.53747081e+00  2.73833090e-02  2.40000039e+00  4.83497452e-01  5.06094279e-01 
 1.81158580e-08  1.81158580e-08  2.54040011e+00  2.64410104e-02  2.40394875e+00  4.60131072e-01  5.47496570e-01 
 1.81168580e-08  1.81168580e-08  2.54323138e+00  2.55280439e-02  2.40775037e+00  4.37865227e-01  5.90069348e-01 
 1.81178580e-08  1.81178580e-08  2.54590645e+00  2.46395800e-02  2.41141087e+00  4.16663311e-01  6.33738649e-01 
 1.81188580e-08  1.81188580e-08  2.54836614e+00  2.37709530e-02  2.41493524e+00  3.96484206e-01  6.78437723e-01 
 1.81198580e-08  1.81198580e-08  2.55055047e+00  2.29176902e-02  2.41832804e+00  3.77285153e-01  7.24109455e-01 
 1.81208580e-08  1.81208580e-08  2.55239761e+00  2.20754807e-02  2.42159393e+00  3.59028645e-01  7.70698144e-01 
 1.81218580e-08  1.81218580e-08  2.55384345e+00  2.12401110e-02  2.42473742e+00  3.41679626e-01  8.18146400e-01 
 1.81228580e-08  1.81228580e-08  2.55475222e+00  2.04053661e-02  2.42778492e+00  3.25569931e-01  8.65907925e-01 
 1.81238580e-08  1.81238580e-08  2.55502769e+00  1.95663605e-02  2.43074840e+00  3.10799908e-01  9.13592361e-01 
 1.81248580e-08  1.81248580e-08  2.55464337e+00  1.87202914e-02  2.43361500e+00  2.97073556e-01  9.61253524e-01 
 1.81258580e-08  1.81258580e-08  2.55353510e+00  1.78633168e-02  2.43638295e+00  2.84288080e-01  1.00876323e+00 
 1.81268580e-08  1.81268580e-08  2.55164068e+00  1.69920473e-02  2.43905143e+00  2.72352866e-01  1.05599922e+00 
 1.81278580e-08  1.81278580e-08  2.54890015e+00  1.61035014e-02  2.44162035e+00  2.61187413e-01  1.10284625e+00 
 1.81288580e-08  1.81288580e-08  2.54525577e+00  1.51950612e-02  2.44409024e+00  2.50719787e-01  1.14919676e+00 
 1.81298580e-08  1.81298580e-08  2.54065207e+00  1.42644258e-02  2.44646210e+00  2.40885446e-01  1.19495140e+00 
 1.81308580e-08  1.81308580e-08  2.53503569e+00  1.33095638e-02  2.44873734e+00  2.31626333e-01  1.24001927e+00 
 1.81318580e-08  1.81318580e-08  2.52835518e+00  1.23286633e-02  2.45091769e+00  2.22890137e-01  1.28431800e+00 
 1.81328580e-08  1.81328580e-08  2.52056070e+00  1.13200782e-02  2.45300512e+00  2.14629693e-01  1.32777382e+00 
 1.81338580e-08  1.81338580e-08  2.51160356e+00  1.02822720e-02  2.45500184e+00  2.06802475e-01  1.37032142e+00 
 1.81348580e-08  1.81348580e-08  2.50143570e+00  9.21375519e-03  2.45691019e+00  1.99370163e-01  1.41190384e+00 
 1.81358580e-08  1.81358580e-08  2.49000952e+00  8.11305483e-03  2.45873265e+00  1.92298274e-01  1.45247241e+00 
 1.81368580e-08  1.81368580e-08  2.47727817e+00  6.97871711e-03  2.46047178e+00  1.85555847e-01  1.49198667e+00 
 1.81378580e-08  1.81378580e-08  2.46319442e+00  5.80920781e-03  2.46213022e+00  1.79115160e-01  1.53041433e+00 
 1.81388580e-08  1.81388580e-08  2.44770848e+00  4.60275178e-03  2.46371062e+00  1.72951487e-01  1.56773125e+00 
 1.81398580e-08  1.81398580e-08  2.43076609e+00  3.35719108e-03  2.46521563e+00  1.67042916e-01  1.60392186e+00 
 1.81408580e-08  1.81408580e-08  2.41230556e+00  2.06978130e-03  2.46664787e+00  1.61370258e-01  1.63898015e+00 
 1.81418580e-08  1.81418580e-08  2.39225297e+00  7.36871011e-04  2.46800989e+00  1.55917084e-01  1.67291189e+00 
 1.81428580e-08  1.81428580e-08  2.37051386e+00 -6.46651071e-04  2.46930415e+00  1.50670038e-01  1.70573925e+00 
 1.81438580e-08  1.81438580e-08  2.34705240e+00 -2.08175672e-03  2.47053376e+00  1.45620826e-01  1.73752108e+00 
 1.81448580e-08  1.81448580e-08  2.32179869e+00 -3.57198028e-03  2.47170184e+00  1.40767705e-01  1.76836939e+00 
 1.81458580e-08  1.81458580e-08  2.29445679e+00 -5.13668019e-03  2.47281034e+00  1.36121610e-01  1.79851043e+00 
 1.81468580e-08  1.81468580e-08  2.26428337e+00 -6.82553738e-03  2.47386057e+00  1.31736346e-01  1.82857243e+00 
 1.81478580e-08  1.81478580e-08  2.23138580e+00 -8.62758201e-03  2.47485544e+00  1.27587174e-01  1.85844973e+00 
 1.81488580e-08  1.81488580e-08  2.19674157e+00 -1.04728711e-02  2.47579917e+00  1.23571804e-01  1.88730408e+00 
 1.81498580e-08  1.81498580e-08  2.16062719e+00 -1.23436798e-02  2.47669487e+00  1.19663788e-01  1.91497555e+00 
 1.81508580e-08  1.81508580e-08  2.12312936e+00 -1.42365442e-02  2.47754526e+00  1.15858113e-01  1.94149181e+00 
 1.81518580e-08  1.81518580e-08  2.08433323e+00 -1.61485506e-02  2.47835287e+00  1.12150522e-01  1.96688221e+00 
 1.81528580e-08  1.81528580e-08  2.04427492e+00 -1.80752386e-02  2.47912033e+00  1.08537163e-01  1.99117546e+00 
 1.81538580e-08  1.81538580e-08  2.00295572e+00 -2.00020096e-02  2.47985107e+00  1.05009430e-01  2.01441032e+00 
 1.81548580e-08  1.81548580e-08  1.96041971e+00 -2.18756845e-02  2.48055305e+00  1.01565723e-01  2.03661688e+00 
 1.81558580e-08  1.81558580e-08  1.91673775e+00 -2.36244675e-02  2.48123614e+00  9.82101736e-02  2.05781704e+00 
 1.81568580e-08  1.81568580e-08  1.87197987e+00 -2.51717977e-02  2.48191007e+00  9.49456116e-02  2.07804428e+00 
 1.81578580e-08  1.81578580e-08  1.82620756e+00 -2.64545050e-02  2.48258240e+00  9.17714590e-02  2.09734852e+00 
 1.81588580e-08  1.81588580e-08  1.77947257e+00 -2.74229771e-02  2.48325842e+00  8.86823158e-02  2.11577677e+00 
 1.81598580e-08  1.81598580e-08  1.73182627e+00 -2.80102160e-02  2.48394526e+00  8.56762870e-02  2.13335699e+00 
 1.81608580e-08  1.81608580e-08  1.68338450e+00 -2.81425906e-02  2.48465001e+00  8.27463536e-02  2.15006979e+00 
 1.81618580e-08  1.81618580e-08  1.63436019e+00 -2.77387563e-02  2.48538010e+00  7.98834530e-02  2.16587371e+00 
 1.81628580e-08  1.81628580e-08  1.58496135e+00 -2.67180825e-02  2.48614297e+00  7.70864441e-02  2.18079311e+00 
 1.81638580e-08  1.81638580e-08  1.53535630e+00 -2.50034931e-02  2.48694555e+00  7.43584792e-02  2.19488953e+00 
 1.81648580e-08  1.81648580e-08  1.48570722e+00 -2.25192768e-02  2.48779416e+00  7.17020387e-02  2.20821961e+00 
 1.81658580e-08  1.81658580e-08  1.43616885e+00 -1.91915167e-02  2.48869456e+00  6.91190263e-02  2.22083584e+00 
 1.81668580e-08  1.81668580e-08  1.38688757e+00 -1.49484181e-02  2.48965194e+00  6.66108375e-02  2.23278691e+00 
 1.81678580e-08  1.81678580e-08  1.33800064e+00 -9.72054128e-03  2.49067097e+00  6.41784157e-02  2.24411804e+00 
 1.81688580e-08  1.81688580e-08  1.28963561e+00 -3.44093306e-03  2.49175581e+00  6.18223011e-02  2.25487128e+00 
 1.81698580e-08  1.81698580e-08  1.24190993e+00  3.95475767e-03  2.49291017e+00  5.95426728e-02  2.26508565e+00 
 1.81708580e-08  1.81708580e-08  1.19493062e+00  1.25277509e-02  2.49413729e+00  5.73393830e-02  2.27479737e+00 
 1.81718580e-08  1.81718580e-08  1.14879413e+00  2.23360463e-02  2.49543998e+00  5.52119919e-02  2.28404000e+00 
 1.81728580e-08  1.81728580e-08  1.10358633e+00  3.34349964e-02  2.49682076e+00  5.31598049e-02  2.29284461e+00 
 1.81738580e-08  1.81738580e-08  1.05934318e+00  4.58368664e-02  2.49827722e+00  5.11822253e-02  2.30125245e+00 
 1.81748580e-08  1.81748580e-08  1.01613446e+00  5.95914181e-02  2.49981157e+00  4.92779577e-02  2.30928783e+00 
 1.81758580e-08  1.81758580e-08  9.74059143e-01  7.47871389e-02  2.50143057e+00  4.74452586e-02  2.31696075e+00 
 1.81768580e-08  1.81768580e-08  9.33162105e-01  9.14716179e-02  2.50313618e+00  4.56827782e-02  2.32429423e+00 
 1.81778580e-08  1.81778580e-08  8.93478204e-01  1.09692862e-01  2.50493053e+00  4.39890478e-02  2.33130935e+00 
 1.81788580e-08  1.81788580e-08  8.55032171e-01  1.29500785e-01  2.50681618e+00  4.23625095e-02  2.33802532e+00 
 1.81798580e-08  1.81798580e-08  8.17837878e-01  1.50949549e-01  2.50879643e+00  4.08015447e-02  2.34445956e+00 
 1.81808580e-08  1.81808580e-08  7.81894163e-01  1.74068059e-01  2.51087187e+00  3.93042204e-02  2.35062749e+00 
 1.81818580e-08  1.81818580e-08  7.47182261e-01  1.98894240e-01  2.51304454e+00  3.78685851e-02  2.35654247e+00 
 1.81828580e-08  1.81828580e-08  7.13655940e-01  2.25518643e-01  2.51532287e+00  3.64929457e-02  2.36221535e+00 
 1.81838580e-08  1.81838580e-08  6.80889558e-01  2.54476480e-01  2.51776681e+00  3.51761516e-02  2.36762721e+00 
 1.81848580e-08  1.81848580e-08  6.48936680e-01  2.85726116e-01  2.52036701e+00  3.39163114e-02  2.37279988e+00 
 1.81858580e-08  1.81858580e-08  6.18275197e-01  3.18667201e-01  2.52305151e+00  3.27101743e-02  2.37777936e+00 
 1.81868580e-08  1.81868580e-08  5.88899152e-01  3.53205174e-01  2.52581132e+00  3.15546395e-02  2.38256724e+00 
 1.81878580e-08  1.81878580e-08  5.60783256e-01  3.89258966e-01  2.52863931e+00  3.04472589e-02  2.38717110e+00 
 1.81888580e-08  1.81888580e-08  5.33899437e-01  4.26748594e-01  2.53152933e+00  2.93859562e-02  2.39159992e+00 
 1.81898580e-08  1.81898580e-08  5.08217145e-01  4.65595424e-01  2.53447615e+00  2.83687515e-02  2.39586194e+00 
 1.81908580e-08  1.81908580e-08  4.83704668e-01  5.05742357e-01  2.53744533e+00  2.73916902e-02  2.39996452e+00 
 1.81918580e-08  1.81918580e-08  4.60328620e-01  5.47134183e-01  2.54037522e+00  2.64491174e-02  2.40391423e+00 
 1.81928580e-08  1.81928580e-08  4.38053419e-01  5.89697142e-01  2.54320758e+00  2.55359187e-02  2.40771715e+00 
 1.81938580e-08  1.81938580e-08  4.16842464e-01  6.33357256e-01  2.54588424e+00  2.46472633e-02  2.41137890e+00 
 1.81948580e-08  1.81948580e-08  3.96654692e-01  6.78047670e-01  2.54834604e+00  2.37784839e-02  2.41490448e+00 
 1.81958580e-08  1.81958580e-08  3.77447336e-01  7.23711204e-01  2.55053300e+00  2.29251062e-02  2.41829845e+00 
 1.81968580e-08  1.81968580e-08  3.59182826e-01  7.70292194e-01  2.55238332e+00  2.20828183e-02  2.42156546e+00 
 1.81978580e-08  1.81978580e-08  3.41826107e-01  8.17733244e-01  2.55383290e+00  2.12474061e-02  2.42471003e+00 
 1.81988580e-08  1.81988580e-08  3.25707456e-01  8.65490741e-01  2.55474628e+00  2.04126620e-02  2.42775847e+00 
 1.81998580e-08  1.81998580e-08  3.10927607e-01  9.13174646e-01  2.55502726e+00  1.95737020e-02  2.43072278e+00 
 1.82008580e-08  1.82008580e-08  2.97192405e-01  9.60836436e-01  2.55464901e+00  1.87277144e-02  2.43359023e+00 
