 time            time            v(q)            v(qb)          
 9.03284768e-10  9.03284768e-10  1.37791506e-09  2.50000000e+00 
 9.03784768e-10  9.03784768e-10  1.37791506e-09  2.50000000e+00 
 9.04284768e-10  9.04284768e-10  1.37791506e-09  2.50000000e+00 
 9.04784768e-10  9.04784768e-10  1.37791506e-09  2.50000000e+00 
 9.05284768e-10  9.05284768e-10  1.37791506e-09  2.50000000e+00 
 9.05784768e-10  9.05784768e-10  1.37791506e-09  2.50000000e+00 
 9.06284768e-10  9.06284768e-10  1.37791506e-09  2.50000000e+00 
 9.06784768e-10  9.06784768e-10  1.37791506e-09  2.50000000e+00 
 9.07284768e-10  9.07284768e-10  1.37791506e-09  2.50000000e+00 
 9.07784768e-10  9.07784768e-10  1.37791506e-09  2.50000000e+00 
 9.08284768e-10  9.08284768e-10  1.37791506e-09  2.50000000e+00 
 9.08784768e-10  9.08784768e-10  1.37791506e-09  2.50000000e+00 
 9.09284768e-10  9.09284768e-10  1.37791506e-09  2.50000000e+00 
 9.09784768e-10  9.09784768e-10  1.37791506e-09  2.50000000e+00 
 9.10284768e-10  9.10284768e-10  1.37791506e-09  2.50000000e+00 
 9.10784768e-10  9.10784768e-10  1.37791506e-09  2.50000000e+00 
 9.11284768e-10  9.11284768e-10  1.37791506e-09  2.50000000e+00 
 9.11784768e-10  9.11784768e-10  1.37791506e-09  2.50000000e+00 
 9.12284768e-10  9.12284768e-10  1.37791506e-09  2.50000000e+00 
 9.12784768e-10  9.12784768e-10  1.37791506e-09  2.50000000e+00 
 9.13284768e-10  9.13284768e-10  1.37791506e-09  2.50000000e+00 
 9.13784768e-10  9.13784768e-10  1.37791506e-09  2.50000000e+00 
 9.14284768e-10  9.14284768e-10  1.37791506e-09  2.50000000e+00 
 9.14784768e-10  9.14784768e-10  1.37791506e-09  2.50000000e+00 
 9.15284768e-10  9.15284768e-10  1.37791506e-09  2.50000000e+00 
 9.15784768e-10  9.15784768e-10  1.37791506e-09  2.50000000e+00 
 9.16284768e-10  9.16284768e-10  1.37791506e-09  2.50000000e+00 
 9.16784768e-10  9.16784768e-10  1.37791506e-09  2.50000000e+00 
 9.17284768e-10  9.17284768e-10  1.37791506e-09  2.50000000e+00 
 9.17784768e-10  9.17784768e-10  1.37791506e-09  2.50000000e+00 
 9.18284768e-10  9.18284768e-10  1.37791506e-09  2.50000000e+00 
 9.18784768e-10  9.18784768e-10  1.37791506e-09  2.50000000e+00 
 9.19284768e-10  9.19284768e-10  1.37791506e-09  2.50000000e+00 
 9.19784768e-10  9.19784768e-10  1.37791506e-09  2.50000000e+00 
 9.20284768e-10  9.20284768e-10  1.37791506e-09  2.50000000e+00 
 9.20784768e-10  9.20784768e-10  1.37791506e-09  2.50000000e+00 
 9.21284768e-10  9.21284768e-10  1.37791506e-09  2.50000000e+00 
 9.21784768e-10  9.21784768e-10  1.37791506e-09  2.50000000e+00 
 9.22284768e-10  9.22284768e-10  1.37791506e-09  2.50000000e+00 
 9.22784768e-10  9.22784768e-10  1.37791506e-09  2.50000000e+00 
 9.23284768e-10  9.23284768e-10  1.37791506e-09  2.50000000e+00 
 9.23784768e-10  9.23784768e-10  1.37791506e-09  2.50000000e+00 
 9.24284768e-10  9.24284768e-10  1.37791506e-09  2.50000000e+00 
 9.24784768e-10  9.24784768e-10  1.37791506e-09  2.50000000e+00 
 9.25284768e-10  9.25284768e-10  1.37791506e-09  2.50000000e+00 
 9.25784768e-10  9.25784768e-10  1.37791506e-09  2.50000000e+00 
 9.26284768e-10  9.26284768e-10  1.37791506e-09  2.50000000e+00 
 9.26784768e-10  9.26784768e-10  1.37791506e-09  2.50000000e+00 
 9.27284768e-10  9.27284768e-10  1.37791506e-09  2.50000000e+00 
 9.27784768e-10  9.27784768e-10  1.37791506e-09  2.50000000e+00 
 9.28284768e-10  9.28284768e-10  1.37791506e-09  2.50000000e+00 
 9.28784768e-10  9.28784768e-10  1.37791506e-09  2.50000000e+00 
 9.29284768e-10  9.29284768e-10  1.37791506e-09  2.50000000e+00 
 9.29784768e-10  9.29784768e-10  1.37791506e-09  2.50000000e+00 
 9.30284768e-10  9.30284768e-10  1.37791506e-09  2.50000000e+00 
 9.30784768e-10  9.30784768e-10  1.37791506e-09  2.50000000e+00 
 9.31284768e-10  9.31284768e-10  1.37791506e-09  2.50000000e+00 
 9.31784768e-10  9.31784768e-10  1.37791506e-09  2.50000000e+00 
 9.32284768e-10  9.32284768e-10  1.37791506e-09  2.50000000e+00 
 9.32784768e-10  9.32784768e-10  1.37791506e-09  2.50000000e+00 
 9.33284768e-10  9.33284768e-10  1.37791506e-09  2.50000000e+00 
 9.33784768e-10  9.33784768e-10  1.37791506e-09  2.50000000e+00 
 9.34284768e-10  9.34284768e-10  1.37791506e-09  2.50000000e+00 
 9.34784768e-10  9.34784768e-10  1.37791506e-09  2.50000000e+00 
 9.35284768e-10  9.35284768e-10  1.37791506e-09  2.50000000e+00 
 9.35784768e-10  9.35784768e-10  1.37791506e-09  2.50000000e+00 
 9.36284768e-10  9.36284768e-10  1.37791506e-09  2.50000000e+00 
 9.36784768e-10  9.36784768e-10  1.37791506e-09  2.50000000e+00 
 9.37284768e-10  9.37284768e-10  1.37791506e-09  2.50000000e+00 
 9.37784768e-10  9.37784768e-10  1.37791506e-09  2.50000000e+00 
 9.38284768e-10  9.38284768e-10  1.37791506e-09  2.50000000e+00 
 9.38784768e-10  9.38784768e-10  1.37791506e-09  2.50000000e+00 
 9.39284768e-10  9.39284768e-10  1.37791506e-09  2.50000000e+00 
 9.39784768e-10  9.39784768e-10  1.37791506e-09  2.50000000e+00 
 9.40284768e-10  9.40284768e-10  1.37791506e-09  2.50000000e+00 
 9.40784768e-10  9.40784768e-10  1.37791506e-09  2.50000000e+00 
 9.41284768e-10  9.41284768e-10  1.37791506e-09  2.50000000e+00 
 9.41784768e-10  9.41784768e-10  1.37791506e-09  2.50000000e+00 
 9.42284768e-10  9.42284768e-10  1.37791506e-09  2.50000000e+00 
 9.42784768e-10  9.42784768e-10  1.37791506e-09  2.50000000e+00 
 9.43284768e-10  9.43284768e-10  1.37791506e-09  2.50000000e+00 
 9.43784768e-10  9.43784768e-10  1.37791506e-09  2.50000000e+00 
 9.44284768e-10  9.44284768e-10  1.37791506e-09  2.50000000e+00 
 9.44784768e-10  9.44784768e-10  1.37791506e-09  2.50000000e+00 
 9.45284768e-10  9.45284768e-10  1.37791506e-09  2.50000000e+00 
 9.45784768e-10  9.45784768e-10  1.37791506e-09  2.50000000e+00 
 9.46284768e-10  9.46284768e-10  1.37791506e-09  2.50000000e+00 
 9.46784768e-10  9.46784768e-10  1.37791506e-09  2.50000000e+00 
 9.47284768e-10  9.47284768e-10  1.37791506e-09  2.50000000e+00 
 9.47784768e-10  9.47784768e-10  1.37791506e-09  2.50000000e+00 
 9.48284768e-10  9.48284768e-10  1.37791506e-09  2.50000000e+00 
 9.48784768e-10  9.48784768e-10  1.37791506e-09  2.50000000e+00 
 9.49284768e-10  9.49284768e-10  1.37791506e-09  2.50000000e+00 
 9.49784768e-10  9.49784768e-10  1.37791506e-09  2.50000000e+00 
 9.50284768e-10  9.50284768e-10  1.37791506e-09  2.50000000e+00 
 9.50784768e-10  9.50784768e-10  1.37791506e-09  2.50000000e+00 
 9.51284768e-10  9.51284768e-10  1.37791506e-09  2.50000000e+00 
 9.51784768e-10  9.51784768e-10  1.37791506e-09  2.50000000e+00 
 9.52284768e-10  9.52284768e-10  1.37791506e-09  2.50000000e+00 
 9.52784768e-10  9.52784768e-10  1.37791506e-09  2.50000000e+00 
 9.53284768e-10  9.53284768e-10  1.37791506e-09  2.50000000e+00 
 9.53784768e-10  9.53784768e-10  1.37791506e-09  2.50000000e+00 
 9.54284768e-10  9.54284768e-10  1.37791506e-09  2.50000000e+00 
 9.54784768e-10  9.54784768e-10  1.37791506e-09  2.50000000e+00 
 9.55284768e-10  9.55284768e-10  1.37791506e-09  2.50000000e+00 
 9.55784768e-10  9.55784768e-10  1.37791506e-09  2.50000000e+00 
 9.56284768e-10  9.56284768e-10  1.37791506e-09  2.50000000e+00 
 9.56784768e-10  9.56784768e-10  1.37791506e-09  2.50000000e+00 
 9.57284768e-10  9.57284768e-10  1.37791506e-09  2.50000000e+00 
 9.57784768e-10  9.57784768e-10  1.37791506e-09  2.50000000e+00 
 9.58284768e-10  9.58284768e-10  1.37791506e-09  2.50000000e+00 
 9.58784768e-10  9.58784768e-10  1.37791506e-09  2.50000000e+00 
 9.59284768e-10  9.59284768e-10  1.37791506e-09  2.50000000e+00 
 9.59784768e-10  9.59784768e-10  1.37791506e-09  2.50000000e+00 
 9.60284768e-10  9.60284768e-10  1.37791506e-09  2.50000000e+00 
 9.60784768e-10  9.60784768e-10  1.37791506e-09  2.50000000e+00 
 9.61284768e-10  9.61284768e-10  1.37791506e-09  2.50000000e+00 
 9.61784768e-10  9.61784768e-10  1.37791506e-09  2.50000000e+00 
 9.62284768e-10  9.62284768e-10  1.37791506e-09  2.50000000e+00 
 9.62784768e-10  9.62784768e-10  1.37791506e-09  2.50000000e+00 
 9.63284768e-10  9.63284768e-10  1.37791506e-09  2.50000000e+00 
 9.63784768e-10  9.63784768e-10  1.37791506e-09  2.50000000e+00 
 9.64284768e-10  9.64284768e-10  1.37791506e-09  2.50000000e+00 
 9.64784768e-10  9.64784768e-10  1.37791506e-09  2.50000000e+00 
 9.65284768e-10  9.65284768e-10  1.37791506e-09  2.50000000e+00 
 9.65784768e-10  9.65784768e-10  1.37791506e-09  2.50000000e+00 
 9.66284768e-10  9.66284768e-10  1.37791506e-09  2.50000000e+00 
 9.66784768e-10  9.66784768e-10  1.37791506e-09  2.50000000e+00 
 9.67284768e-10  9.67284768e-10  1.37791506e-09  2.50000000e+00 
 9.67784768e-10  9.67784768e-10  1.37791506e-09  2.50000000e+00 
 9.68284768e-10  9.68284768e-10  1.37791506e-09  2.50000000e+00 
 9.68784768e-10  9.68784768e-10  1.37791506e-09  2.50000000e+00 
 9.69284768e-10  9.69284768e-10  1.37791506e-09  2.50000000e+00 
 9.69784768e-10  9.69784768e-10  1.37791506e-09  2.50000000e+00 
 9.70284768e-10  9.70284768e-10  1.37791506e-09  2.50000000e+00 
 9.70784768e-10  9.70784768e-10  1.37791506e-09  2.50000000e+00 
 9.71284768e-10  9.71284768e-10  1.37791506e-09  2.50000000e+00 
 9.71784768e-10  9.71784768e-10  1.37791506e-09  2.50000000e+00 
 9.72284768e-10  9.72284768e-10  1.37791506e-09  2.50000000e+00 
 9.72784768e-10  9.72784768e-10  1.37791506e-09  2.50000000e+00 
 9.73284768e-10  9.73284768e-10  1.37791506e-09  2.50000000e+00 
 9.73784768e-10  9.73784768e-10  1.37791506e-09  2.50000000e+00 
 9.74284768e-10  9.74284768e-10  1.37791506e-09  2.50000000e+00 
 9.74784768e-10  9.74784768e-10  1.37791506e-09  2.50000000e+00 
 9.75284768e-10  9.75284768e-10  1.37791506e-09  2.50000000e+00 
 9.75784768e-10  9.75784768e-10  1.37791506e-09  2.50000000e+00 
 9.76284768e-10  9.76284768e-10  1.37791506e-09  2.50000000e+00 
 9.76784768e-10  9.76784768e-10  1.37791506e-09  2.50000000e+00 
 9.77284768e-10  9.77284768e-10  1.37791506e-09  2.50000000e+00 
 9.77784768e-10  9.77784768e-10  1.37791506e-09  2.50000000e+00 
 9.78284768e-10  9.78284768e-10  1.37791506e-09  2.50000000e+00 
 9.78784768e-10  9.78784768e-10  1.37791506e-09  2.50000000e+00 
 9.79284768e-10  9.79284768e-10  1.37791506e-09  2.50000000e+00 
 9.79784768e-10  9.79784768e-10  1.37791506e-09  2.50000000e+00 
 9.80284768e-10  9.80284768e-10  1.37791506e-09  2.50000000e+00 
 9.80784768e-10  9.80784768e-10  1.37791506e-09  2.50000000e+00 
 9.81284768e-10  9.81284768e-10  1.37791506e-09  2.50000000e+00 
 9.81784768e-10  9.81784768e-10  1.37791506e-09  2.50000000e+00 
 9.82284768e-10  9.82284768e-10  1.37791506e-09  2.50000000e+00 
 9.82784768e-10  9.82784768e-10  1.37791506e-09  2.50000000e+00 
 9.83284768e-10  9.83284768e-10  1.37791506e-09  2.50000000e+00 
 9.83784768e-10  9.83784768e-10  1.37791506e-09  2.50000000e+00 
 9.84284768e-10  9.84284768e-10  1.37791506e-09  2.50000000e+00 
 9.84784768e-10  9.84784768e-10  1.37791506e-09  2.50000000e+00 
 9.85284768e-10  9.85284768e-10  1.37791506e-09  2.50000000e+00 
 9.85784768e-10  9.85784768e-10  1.37791506e-09  2.50000000e+00 
 9.86284768e-10  9.86284768e-10  1.37791506e-09  2.50000000e+00 
 9.86784768e-10  9.86784768e-10  1.37791506e-09  2.50000000e+00 
 9.87284768e-10  9.87284768e-10  1.37791506e-09  2.50000000e+00 
 9.87784768e-10  9.87784768e-10  1.37791506e-09  2.50000000e+00 
 9.88284768e-10  9.88284768e-10  1.37791506e-09  2.50000000e+00 
 9.88784768e-10  9.88784768e-10  1.37791506e-09  2.50000000e+00 
 9.89284768e-10  9.89284768e-10  1.37791506e-09  2.50000000e+00 
 9.89784768e-10  9.89784768e-10  1.37791506e-09  2.50000000e+00 
 9.90284768e-10  9.90284768e-10  1.37791506e-09  2.50000000e+00 
 9.90784768e-10  9.90784768e-10  1.37791506e-09  2.50000000e+00 
 9.91284768e-10  9.91284768e-10  1.37791506e-09  2.50000000e+00 
 9.91784768e-10  9.91784768e-10  1.37791506e-09  2.50000000e+00 
 9.92284768e-10  9.92284768e-10  1.37791506e-09  2.50000000e+00 
 9.92784768e-10  9.92784768e-10  1.37791506e-09  2.50000000e+00 
 9.93284768e-10  9.93284768e-10  1.37791506e-09  2.50000000e+00 
 9.93784768e-10  9.93784768e-10  1.37791506e-09  2.50000000e+00 
 9.94284768e-10  9.94284768e-10  1.37791506e-09  2.50000000e+00 
 9.94784768e-10  9.94784768e-10  1.37791506e-09  2.50000000e+00 
 9.95284768e-10  9.95284768e-10  1.37791506e-09  2.50000000e+00 
 9.95784768e-10  9.95784768e-10  1.37791506e-09  2.50000000e+00 
 9.96284768e-10  9.96284768e-10  1.37791506e-09  2.50000000e+00 
 9.96784768e-10  9.96784768e-10  1.37791506e-09  2.50000000e+00 
 9.97284768e-10  9.97284768e-10  1.37791506e-09  2.50000000e+00 
 9.97784768e-10  9.97784768e-10  1.37791506e-09  2.50000000e+00 
 9.98284768e-10  9.98284768e-10  1.37791506e-09  2.50000000e+00 
 9.98784768e-10  9.98784768e-10  1.37791506e-09  2.50000000e+00 
 9.99284768e-10  9.99284768e-10  1.37791506e-09  2.50000000e+00 
 9.99784768e-10  9.99784768e-10  1.37791506e-09  2.50000000e+00 
 1.00028477e-09  1.00028477e-09  1.37791506e-09  2.50000000e+00 
 1.00078477e-09  1.00078477e-09  1.37791506e-09  2.50000000e+00 
 1.00128477e-09  1.00128477e-09  1.37791506e-09  2.50000000e+00 
 1.00178477e-09  1.00178477e-09  1.37791506e-09  2.50000000e+00 
 1.00228477e-09  1.00228477e-09  1.37791506e-09  2.50000000e+00 
 1.00278477e-09  1.00278477e-09  1.37791506e-09  2.50000000e+00 
 1.00328477e-09  1.00328477e-09  1.37791506e-09  2.50000000e+00 
 1.00378477e-09  1.00378477e-09  1.37791506e-09  2.50000000e+00 
 1.00428477e-09  1.00428477e-09  1.37791506e-09  2.50000000e+00 
 1.00478477e-09  1.00478477e-09  1.37791506e-09  2.50000000e+00 
 1.00528477e-09  1.00528477e-09  1.37791506e-09  2.50000000e+00 
 1.00578477e-09  1.00578477e-09  1.37791506e-09  2.50000000e+00 
 1.00628477e-09  1.00628477e-09  1.37791506e-09  2.50000000e+00 
 1.00678477e-09  1.00678477e-09  1.37791506e-09  2.50000000e+00 
 1.00728477e-09  1.00728477e-09  1.37791506e-09  2.50000000e+00 
 1.00778477e-09  1.00778477e-09  1.37791506e-09  2.50000000e+00 
 1.00828477e-09  1.00828477e-09  1.37791506e-09  2.50000000e+00 
 1.00878477e-09  1.00878477e-09  1.37791506e-09  2.50000000e+00 
 1.00928477e-09  1.00928477e-09  1.37791506e-09  2.50000000e+00 
 1.00978477e-09  1.00978477e-09  1.37791506e-09  2.50000000e+00 
 1.01028477e-09  1.01028477e-09  1.37791506e-09  2.50000000e+00 
 1.01078477e-09  1.01078477e-09  1.37791506e-09  2.50000000e+00 
 1.01128477e-09  1.01128477e-09  1.37791506e-09  2.50000000e+00 
 1.01178477e-09  1.01178477e-09  1.37791506e-09  2.50000000e+00 
 1.01228477e-09  1.01228477e-09  1.37791506e-09  2.50000000e+00 
 1.01278477e-09  1.01278477e-09  1.37791506e-09  2.50000000e+00 
 1.01328477e-09  1.01328477e-09  1.37791506e-09  2.50000000e+00 
 1.01378477e-09  1.01378477e-09  1.37791506e-09  2.50000000e+00 
 1.01428477e-09  1.01428477e-09  1.37791506e-09  2.50000000e+00 
 1.01478477e-09  1.01478477e-09  1.37791506e-09  2.50000000e+00 
 1.01528477e-09  1.01528477e-09  1.37791506e-09  2.50000000e+00 
 1.01578477e-09  1.01578477e-09  1.37791506e-09  2.50000000e+00 
 1.01628477e-09  1.01628477e-09  1.37791506e-09  2.50000000e+00 
 1.01678477e-09  1.01678477e-09  1.37791506e-09  2.50000000e+00 
 1.01728477e-09  1.01728477e-09  1.37791506e-09  2.50000000e+00 
 1.01778477e-09  1.01778477e-09  1.37791506e-09  2.50000000e+00 
 1.01828477e-09  1.01828477e-09  1.37791506e-09  2.50000000e+00 
 1.01878477e-09  1.01878477e-09  1.37791506e-09  2.50000000e+00 
 1.01928477e-09  1.01928477e-09  1.37791506e-09  2.50000000e+00 
 1.01978477e-09  1.01978477e-09  1.37791506e-09  2.50000000e+00 
 1.02028477e-09  1.02028477e-09  1.37791506e-09  2.50000000e+00 
 1.02078477e-09  1.02078477e-09  1.37791506e-09  2.50000000e+00 
 1.02128477e-09  1.02128477e-09  1.37791506e-09  2.50000000e+00 
 1.02178477e-09  1.02178477e-09  1.37791506e-09  2.50000000e+00 
 1.02228477e-09  1.02228477e-09  1.37791506e-09  2.50000000e+00 
 1.02278477e-09  1.02278477e-09  1.37791506e-09  2.50000000e+00 
 1.02328477e-09  1.02328477e-09  1.37791506e-09  2.50000000e+00 
 1.02378477e-09  1.02378477e-09  1.37791506e-09  2.50000000e+00 
 1.02428477e-09  1.02428477e-09  1.37791506e-09  2.50000000e+00 
 1.02478477e-09  1.02478477e-09  1.37791506e-09  2.50000000e+00 
 1.02528477e-09  1.02528477e-09  1.37791506e-09  2.50000000e+00 
 1.02578477e-09  1.02578477e-09  1.37791506e-09  2.50000000e+00 
 1.02628477e-09  1.02628477e-09  1.37791506e-09  2.50000000e+00 
 1.02678477e-09  1.02678477e-09  1.37791506e-09  2.50000000e+00 
 1.02728477e-09  1.02728477e-09  1.37791506e-09  2.50000000e+00 
 1.02778477e-09  1.02778477e-09  1.37791506e-09  2.50000000e+00 
 1.02828477e-09  1.02828477e-09  1.37791506e-09  2.50000000e+00 
 1.02878477e-09  1.02878477e-09  1.37791506e-09  2.50000000e+00 
 1.02928477e-09  1.02928477e-09  1.37791506e-09  2.50000000e+00 
 1.02978477e-09  1.02978477e-09  1.37791506e-09  2.50000000e+00 
 1.03028477e-09  1.03028477e-09  1.37791506e-09  2.50000000e+00 
 1.03078477e-09  1.03078477e-09  1.37791506e-09  2.50000000e+00 
 1.03128477e-09  1.03128477e-09  1.37791506e-09  2.50000000e+00 
 1.03178477e-09  1.03178477e-09  1.37791506e-09  2.50000000e+00 
 1.03228477e-09  1.03228477e-09  1.37791506e-09  2.50000000e+00 
 1.03278477e-09  1.03278477e-09  1.37791506e-09  2.50000000e+00 
 1.03328477e-09  1.03328477e-09  1.37791506e-09  2.50000000e+00 
 1.03378477e-09  1.03378477e-09  1.37791506e-09  2.50000000e+00 
 1.03428477e-09  1.03428477e-09  1.37791506e-09  2.50000000e+00 
 1.03478477e-09  1.03478477e-09  1.37791506e-09  2.50000000e+00 
 1.03528477e-09  1.03528477e-09  1.37791506e-09  2.50000000e+00 
 1.03578477e-09  1.03578477e-09  1.37791506e-09  2.50000000e+00 
 1.03628477e-09  1.03628477e-09  1.37791506e-09  2.50000000e+00 
 1.03678477e-09  1.03678477e-09  1.37791506e-09  2.50000000e+00 
 1.03728477e-09  1.03728477e-09  1.37791506e-09  2.50000000e+00 
 1.03778477e-09  1.03778477e-09  1.37791506e-09  2.50000000e+00 
 1.03828477e-09  1.03828477e-09  1.37791506e-09  2.50000000e+00 
 1.03878477e-09  1.03878477e-09  1.37791506e-09  2.50000000e+00 
 1.03928477e-09  1.03928477e-09  1.37791506e-09  2.50000000e+00 
 1.03978477e-09  1.03978477e-09  1.37791506e-09  2.50000000e+00 
 1.04028477e-09  1.04028477e-09  1.37791506e-09  2.50000000e+00 
 1.04078477e-09  1.04078477e-09  1.37791506e-09  2.50000000e+00 
 1.04128477e-09  1.04128477e-09  1.37791506e-09  2.50000000e+00 
 1.04178477e-09  1.04178477e-09  1.37791506e-09  2.50000000e+00 
 1.04228477e-09  1.04228477e-09  1.37791506e-09  2.50000000e+00 
 1.04278477e-09  1.04278477e-09  1.37791506e-09  2.50000000e+00 
 1.04328477e-09  1.04328477e-09  1.37791506e-09  2.50000000e+00 
 1.04378477e-09  1.04378477e-09  1.37791506e-09  2.50000000e+00 
 1.04428477e-09  1.04428477e-09  1.37791506e-09  2.50000000e+00 
 1.04478477e-09  1.04478477e-09  1.37791506e-09  2.50000000e+00 
 1.04528477e-09  1.04528477e-09  1.37791506e-09  2.50000000e+00 
 1.04578477e-09  1.04578477e-09  1.37791506e-09  2.50000000e+00 
 1.04628477e-09  1.04628477e-09  1.37791506e-09  2.50000000e+00 
 1.04678477e-09  1.04678477e-09  1.37791506e-09  2.50000000e+00 
 1.04728477e-09  1.04728477e-09  1.37791506e-09  2.50000000e+00 
 1.04778477e-09  1.04778477e-09  1.37791506e-09  2.50000000e+00 
 1.04828477e-09  1.04828477e-09  1.37791506e-09  2.50000000e+00 
 1.04878477e-09  1.04878477e-09  1.37791506e-09  2.50000000e+00 
 1.04928477e-09  1.04928477e-09  1.37791506e-09  2.50000000e+00 
 1.04978477e-09  1.04978477e-09  1.37791506e-09  2.50000000e+00 
 1.05028477e-09  1.05028477e-09  1.37791506e-09  2.50000000e+00 
 1.05078477e-09  1.05078477e-09  1.37791506e-09  2.50000000e+00 
 1.05128477e-09  1.05128477e-09  1.37791506e-09  2.50000000e+00 
 1.05178477e-09  1.05178477e-09  1.37791506e-09  2.50000000e+00 
 1.05228477e-09  1.05228477e-09  1.37791506e-09  2.50000000e+00 
 1.05278477e-09  1.05278477e-09  1.37791506e-09  2.50000000e+00 
 1.05328477e-09  1.05328477e-09  1.37791506e-09  2.50000000e+00 
 1.05378477e-09  1.05378477e-09  1.37791506e-09  2.50000000e+00 
 1.05428477e-09  1.05428477e-09  1.37791506e-09  2.50000000e+00 
 1.05478477e-09  1.05478477e-09  1.37791506e-09  2.50000000e+00 
 1.05528477e-09  1.05528477e-09  1.37791506e-09  2.50000000e+00 
 1.05578477e-09  1.05578477e-09  1.37791506e-09  2.50000000e+00 
 1.05628477e-09  1.05628477e-09  1.37791506e-09  2.50000000e+00 
 1.05678477e-09  1.05678477e-09  1.37791506e-09  2.50000000e+00 
 1.05728477e-09  1.05728477e-09  1.37791506e-09  2.50000000e+00 
 1.05778477e-09  1.05778477e-09  1.37791506e-09  2.50000000e+00 
 1.05828477e-09  1.05828477e-09  1.37791506e-09  2.50000000e+00 
 1.05878477e-09  1.05878477e-09  1.37791506e-09  2.50000000e+00 
 1.05928477e-09  1.05928477e-09  1.37791506e-09  2.50000000e+00 
 1.05978477e-09  1.05978477e-09  1.37791506e-09  2.50000000e+00 
 1.06028477e-09  1.06028477e-09  1.37791506e-09  2.50000000e+00 
 1.06078477e-09  1.06078477e-09  1.37791506e-09  2.50000000e+00 
 1.06128477e-09  1.06128477e-09  1.37791506e-09  2.50000000e+00 
 1.06178477e-09  1.06178477e-09  1.37791506e-09  2.50000000e+00 
 1.06228477e-09  1.06228477e-09  1.37791506e-09  2.50000000e+00 
 1.06278477e-09  1.06278477e-09  1.37791506e-09  2.50000000e+00 
 1.06328477e-09  1.06328477e-09  1.37791506e-09  2.50000000e+00 
 1.06378477e-09  1.06378477e-09  1.37791506e-09  2.50000000e+00 
 1.06428477e-09  1.06428477e-09  1.37791506e-09  2.50000000e+00 
 1.06478477e-09  1.06478477e-09  1.37791506e-09  2.50000000e+00 
 1.06528477e-09  1.06528477e-09  1.37791506e-09  2.50000000e+00 
 1.06578477e-09  1.06578477e-09  1.37791506e-09  2.50000000e+00 
 1.06628477e-09  1.06628477e-09  1.37791506e-09  2.50000000e+00 
 1.06678477e-09  1.06678477e-09  1.37791506e-09  2.50000000e+00 
 1.06728477e-09  1.06728477e-09  1.37791506e-09  2.50000000e+00 
 1.06778477e-09  1.06778477e-09  1.37791506e-09  2.50000000e+00 
 1.06828477e-09  1.06828477e-09  1.37791506e-09  2.50000000e+00 
 1.06878477e-09  1.06878477e-09  1.37791506e-09  2.50000000e+00 
 1.06928477e-09  1.06928477e-09  1.37791506e-09  2.50000000e+00 
 1.06978477e-09  1.06978477e-09  1.37791506e-09  2.50000000e+00 
 1.07028477e-09  1.07028477e-09  1.37791506e-09  2.50000000e+00 
 1.07078477e-09  1.07078477e-09  1.37791506e-09  2.50000000e+00 
 1.07128477e-09  1.07128477e-09  1.37791506e-09  2.50000000e+00 
 1.07178477e-09  1.07178477e-09  1.37791506e-09  2.50000000e+00 
 1.07228477e-09  1.07228477e-09  1.37791506e-09  2.50000000e+00 
 1.07278477e-09  1.07278477e-09  1.37791506e-09  2.50000000e+00 
 1.07328477e-09  1.07328477e-09  1.37791506e-09  2.50000000e+00 
 1.07378477e-09  1.07378477e-09  1.37791506e-09  2.50000000e+00 
 1.07428477e-09  1.07428477e-09  1.37791506e-09  2.50000000e+00 
 1.07478477e-09  1.07478477e-09  1.37791506e-09  2.50000000e+00 
 1.07528477e-09  1.07528477e-09  1.37791506e-09  2.50000000e+00 
 1.07578477e-09  1.07578477e-09  1.37791506e-09  2.50000000e+00 
 1.07628477e-09  1.07628477e-09  1.37791506e-09  2.50000000e+00 
 1.07678477e-09  1.07678477e-09  1.37791506e-09  2.50000000e+00 
 1.07728477e-09  1.07728477e-09  1.37791506e-09  2.50000000e+00 
 1.07778477e-09  1.07778477e-09  1.37791506e-09  2.50000000e+00 
 1.07828477e-09  1.07828477e-09  1.37791506e-09  2.50000000e+00 
 1.07878477e-09  1.07878477e-09  1.37791506e-09  2.50000000e+00 
 1.07928477e-09  1.07928477e-09  1.37791506e-09  2.50000000e+00 
 1.07978477e-09  1.07978477e-09  1.37791506e-09  2.50000000e+00 
 1.08028477e-09  1.08028477e-09  1.37791506e-09  2.50000000e+00 
 1.08078477e-09  1.08078477e-09  1.37791506e-09  2.50000000e+00 
 1.08128477e-09  1.08128477e-09  1.37791506e-09  2.50000000e+00 
 1.08178477e-09  1.08178477e-09  1.37791506e-09  2.50000000e+00 
 1.08228477e-09  1.08228477e-09  1.37791506e-09  2.50000000e+00 
 1.08278477e-09  1.08278477e-09  1.37791506e-09  2.50000000e+00 
 1.08328477e-09  1.08328477e-09  1.37791506e-09  2.50000000e+00 
 1.08378477e-09  1.08378477e-09  1.37791506e-09  2.50000000e+00 
 1.08428477e-09  1.08428477e-09  1.37791506e-09  2.50000000e+00 
 1.08478477e-09  1.08478477e-09  1.37791506e-09  2.50000000e+00 
 1.08528477e-09  1.08528477e-09  1.37791506e-09  2.50000000e+00 
 1.08578477e-09  1.08578477e-09  1.37791506e-09  2.50000000e+00 
 1.08628477e-09  1.08628477e-09  1.37791506e-09  2.50000000e+00 
