 time            time            v(q)            v(qb)          
 4.24784768e-10  4.24784768e-10  1.06092106e-08  2.49999999e+00 
 4.25284768e-10  4.25284768e-10  1.03847907e-08  2.49999999e+00 
 4.25784768e-10  4.25784768e-10  1.01658268e-08  2.49999999e+00 
 4.26284768e-10  4.26284768e-10  9.95218608e-09  2.49999999e+00 
 4.26784768e-10  4.26784768e-10  9.74373926e-09  2.49999999e+00 
 4.27284768e-10  4.27284768e-10  9.54035950e-09  2.49999999e+00 
 4.27784768e-10  4.27784768e-10  9.34192407e-09  2.49999999e+00 
 4.28284768e-10  4.28284768e-10  9.14831294e-09  2.49999999e+00 
 4.28784768e-10  4.28784768e-10  8.95940860e-09  2.49999999e+00 
 4.29284768e-10  4.29284768e-10  8.77509704e-09  2.49999999e+00 
 4.29784768e-10  4.29784768e-10  8.59526639e-09  2.49999999e+00 
 4.30284768e-10  4.30284768e-10  8.41980735e-09  2.49999999e+00 
 4.30784768e-10  4.30784768e-10  8.24861374e-09  2.49999999e+00 
 4.31284768e-10  4.31284768e-10  8.08158185e-09  2.49999999e+00 
 4.31784768e-10  4.31784768e-10  7.91861071e-09  2.49999999e+00 
 4.32284768e-10  4.32284768e-10  7.75960163e-09  2.49999999e+00 
 4.32784768e-10  4.32784768e-10  7.60445840e-09  2.49999999e+00 
 4.33284768e-10  4.33284768e-10  7.45308681e-09  2.49999999e+00 
 4.33784768e-10  4.33784768e-10  7.30539529e-09  2.49999999e+00 
 4.34284768e-10  4.34284768e-10  7.16129434e-09  2.49999999e+00 
 4.34784768e-10  4.34784768e-10  7.02069625e-09  2.49999999e+00 
 4.35284768e-10  4.35284768e-10  6.88351615e-09  2.49999999e+00 
 4.35784768e-10  4.35784768e-10  6.74967093e-09  2.49999999e+00 
 4.36284768e-10  4.36284768e-10  6.61907978e-09  2.49999999e+00 
 4.36784768e-10  4.36784768e-10  6.49166365e-09  2.49999999e+00 
 4.37284768e-10  4.37284768e-10  6.36734460e-09  2.49999999e+00 
 4.37784768e-10  4.37784768e-10  6.24604773e-09  2.49999999e+00 
 4.38284768e-10  4.38284768e-10  6.12769996e-09  2.49999999e+00 
 4.38784768e-10  4.38784768e-10  6.01222971e-09  2.49999999e+00 
 4.39284768e-10  4.39284768e-10  5.89956656e-09  2.49999999e+00 
 4.39784768e-10  4.39784768e-10  5.78964171e-09  2.49999999e+00 
 4.40284768e-10  4.40284768e-10  5.68238939e-09  2.49999999e+00 
 4.40784768e-10  4.40784768e-10  5.57774466e-09  2.49999999e+00 
 4.41284768e-10  4.41284768e-10  5.47564388e-09  2.49999999e+00 
 4.41784768e-10  4.41784768e-10  5.37602546e-09  2.49999999e+00 
 4.42284768e-10  4.42284768e-10  5.27882871e-09  2.49999999e+00 
 4.42784768e-10  4.42784768e-10  5.18399507e-09  2.49999999e+00 
 4.43284768e-10  4.43284768e-10  5.09146675e-09  2.49999999e+00 
 4.43784768e-10  4.43784768e-10  5.00118785e-09  2.49999999e+00 
 4.44284768e-10  4.44284768e-10  4.91310365e-09  2.49999999e+00 
 4.44784768e-10  4.44784768e-10  4.82716078e-09  2.49999999e+00 
 4.45284768e-10  4.45284768e-10  4.74330736e-09  2.50000000e+00 
 4.45784768e-10  4.45784768e-10  4.66149253e-09  2.50000000e+00 
 4.46284768e-10  4.46284768e-10  4.58166655e-09  2.50000000e+00 
 4.46784768e-10  4.46784768e-10  4.50378140e-09  2.50000000e+00 
 4.47284768e-10  4.47284768e-10  4.42778947e-09  2.50000000e+00 
 4.47784768e-10  4.47784768e-10  4.35364506e-09  2.50000000e+00 
 4.48284768e-10  4.48284768e-10  4.28130303e-09  2.50000000e+00 
 4.48784768e-10  4.48784768e-10  4.21071977e-09  2.50000000e+00 
 4.49284768e-10  4.49284768e-10  4.14185253e-09  2.50000000e+00 
 4.49784768e-10  4.49784768e-10  4.07465950e-09  2.50000000e+00 
 4.50284768e-10  4.50284768e-10  4.00910011e-09  2.50000000e+00 
 4.50784768e-10  4.50784768e-10  3.94513433e-09  2.50000000e+00 
 4.51284768e-10  4.51284768e-10  3.88272364e-09  2.50000000e+00 
 4.51784768e-10  4.51784768e-10  3.82182985e-09  2.50000000e+00 
 4.52284768e-10  4.52284768e-10  3.76241677e-09  2.50000000e+00 
 4.52784768e-10  4.52784768e-10  3.70444814e-09  2.50000000e+00 
 4.53284768e-10  4.53284768e-10  3.64788894e-09  2.50000000e+00 
 4.53784768e-10  4.53784768e-10  3.59270452e-09  2.50000000e+00 
 4.54284768e-10  4.54284768e-10  3.53886143e-09  2.50000000e+00 
 4.54784768e-10  4.54784768e-10  3.48632767e-09  2.50000000e+00 
 4.55284768e-10  4.55284768e-10  3.43507078e-09  2.50000000e+00 
 4.55784768e-10  4.55784768e-10  3.38505990e-09  2.50000000e+00 
 4.56284768e-10  4.56284768e-10  3.33626476e-09  2.50000000e+00 
 4.56784768e-10  4.56784768e-10  3.28865601e-09  2.50000000e+00 
 4.57284768e-10  4.57284768e-10  3.24220473e-09  2.50000000e+00 
 4.57784768e-10  4.57784768e-10  3.19688243e-09  2.50000000e+00 
 4.58284768e-10  4.58284768e-10  3.15266191e-09  2.50000000e+00 
 4.58784768e-10  4.58784768e-10  3.10951681e-09  2.50000000e+00 
 4.59284768e-10  4.59284768e-10  3.06742043e-09  2.50000000e+00 
 4.59784768e-10  4.59784768e-10  3.02634767e-09  2.50000000e+00 
 4.60284768e-10  4.60284768e-10  2.98627317e-09  2.50000000e+00 
 4.60784768e-10  4.60784768e-10  2.94717251e-09  2.50000000e+00 
 4.61284768e-10  4.61284768e-10  2.90902258e-09  2.50000000e+00 
 4.61784768e-10  4.61784768e-10  2.87180013e-09  2.50000000e+00 
 4.62284768e-10  4.62284768e-10  2.83548290e-09  2.50000000e+00 
 4.62784768e-10  4.62784768e-10  2.80004842e-09  2.50000000e+00 
 4.63284768e-10  4.63284768e-10  2.76547502e-09  2.50000000e+00 
 4.63784768e-10  4.63784768e-10  2.73174272e-09  2.50000000e+00 
 4.64284768e-10  4.64284768e-10  2.69883049e-09  2.50000000e+00 
 4.64784768e-10  4.64784768e-10  2.66671818e-09  2.50000000e+00 
 4.65284768e-10  4.65284768e-10  2.63538663e-09  2.50000000e+00 
 4.65784768e-10  4.65784768e-10  2.60481681e-09  2.50000000e+00 
 4.66284768e-10  4.66284768e-10  2.57499039e-09  2.50000000e+00 
 4.66784768e-10  4.66784768e-10  2.54588878e-09  2.50000000e+00 
 4.67284768e-10  4.67284768e-10  2.51749460e-09  2.50000000e+00 
 4.67784768e-10  4.67784768e-10  2.48979082e-09  2.50000000e+00 
 4.68284768e-10  4.68284768e-10  2.46276011e-09  2.50000000e+00 
 4.68784768e-10  4.68784768e-10  2.43638687e-09  2.50000000e+00 
 4.69284768e-10  4.69284768e-10  2.41065490e-09  2.50000000e+00 
 4.69784768e-10  4.69784768e-10  2.38554815e-09  2.50000000e+00 
 4.70284768e-10  4.70284768e-10  2.36105180e-09  2.50000000e+00 
 4.70784768e-10  4.70784768e-10  2.33715097e-09  2.50000000e+00 
 4.71284768e-10  4.71284768e-10  2.31383107e-09  2.50000000e+00 
 4.71784768e-10  4.71784768e-10  2.29107827e-09  2.50000000e+00 
 4.72284768e-10  4.72284768e-10  2.26887886e-09  2.50000000e+00 
 4.72784768e-10  4.72784768e-10  2.24721902e-09  2.50000000e+00 
 4.73284768e-10  4.73284768e-10  2.22608570e-09  2.50000000e+00 
 4.73784768e-10  4.73784768e-10  2.20546609e-09  2.50000000e+00 
 4.74284768e-10  4.74284768e-10  2.18534757e-09  2.50000000e+00 
 4.74784768e-10  4.74784768e-10  2.16571844e-09  2.50000000e+00 
 4.75284768e-10  4.75284768e-10  2.14656665e-09  2.50000000e+00 
 4.75784768e-10  4.75784768e-10  2.12788026e-09  2.50000000e+00 
 4.76284768e-10  4.76284768e-10  2.10964812e-09  2.50000000e+00 
 4.76784768e-10  4.76784768e-10  2.09185896e-09  2.50000000e+00 
 4.77284768e-10  4.77284768e-10  2.07450251e-09  2.50000000e+00 
 4.77784768e-10  4.77784768e-10  2.05756806e-09  2.50000000e+00 
 4.78284768e-10  4.78284768e-10  2.04104494e-09  2.50000000e+00 
 4.78784768e-10  4.78784768e-10  2.02492362e-09  2.50000000e+00 
 4.79284768e-10  4.79284768e-10  2.00919431e-09  2.50000000e+00 
 4.79784768e-10  4.79784768e-10  1.99384709e-09  2.50000000e+00 
 4.80284768e-10  4.80284768e-10  1.97887312e-09  2.50000000e+00 
 4.80784768e-10  4.80784768e-10  1.96426364e-09  2.50000000e+00 
 4.81284768e-10  4.81284768e-10  1.95000921e-09  2.50000000e+00 
 4.81784768e-10  4.81784768e-10  1.93610100e-09  2.50000000e+00 
 4.82284768e-10  4.82284768e-10  1.92253113e-09  2.50000000e+00 
 4.82784768e-10  4.82784768e-10  1.90929128e-09  2.50000000e+00 
 4.83284768e-10  4.83284768e-10  1.89637323e-09  2.50000000e+00 
 4.83784768e-10  4.83784768e-10  1.88376920e-09  2.50000000e+00 
 4.84284768e-10  4.84284768e-10  1.87147148e-09  2.50000000e+00 
 4.84784768e-10  4.84784768e-10  1.85947252e-09  2.50000000e+00 
 4.85284768e-10  4.85284768e-10  1.84776544e-09  2.50000000e+00 
 4.85784768e-10  4.85784768e-10  1.83634297e-09  2.50000000e+00 
 4.86284768e-10  4.86284768e-10  1.82519821e-09  2.50000000e+00 
 4.86784768e-10  4.86784768e-10  1.81432425e-09  2.50000000e+00 
 4.87284768e-10  4.87284768e-10  1.80371446e-09  2.50000000e+00 
 4.87784768e-10  4.87784768e-10  1.79336263e-09  2.50000000e+00 
 4.88284768e-10  4.88284768e-10  1.78326287e-09  2.50000000e+00 
 4.88784768e-10  4.88784768e-10  1.77340875e-09  2.50000000e+00 
 4.89284768e-10  4.89284768e-10  1.76379411e-09  2.50000000e+00 
 4.89784768e-10  4.89784768e-10  1.75441300e-09  2.50000000e+00 
 4.90284768e-10  4.90284768e-10  1.74525999e-09  2.50000000e+00 
 4.90784768e-10  4.90784768e-10  1.73632947e-09  2.50000000e+00 
 4.91284768e-10  4.91284768e-10  1.72761599e-09  2.50000000e+00 
 4.91784768e-10  4.91784768e-10  1.71911452e-09  2.50000000e+00 
 4.92284768e-10  4.92284768e-10  1.71081976e-09  2.50000000e+00 
 4.92784768e-10  4.92784768e-10  1.70272663e-09  2.50000000e+00 
 4.93284768e-10  4.93284768e-10  1.69482989e-09  2.50000000e+00 
 4.93784768e-10  4.93784768e-10  1.68712533e-09  2.50000000e+00 
 4.94284768e-10  4.94284768e-10  1.67960817e-09  2.50000000e+00 
 4.94784768e-10  4.94784768e-10  1.67227360e-09  2.50000000e+00 
 4.95284768e-10  4.95284768e-10  1.66511727e-09  2.50000000e+00 
 4.95784768e-10  4.95784768e-10  1.65813496e-09  2.50000000e+00 
 4.96284768e-10  4.96284768e-10  1.65132225e-09  2.50000000e+00 
 4.96784768e-10  4.96784768e-10  1.64467523e-09  2.50000000e+00 
 4.97284768e-10  4.97284768e-10  1.63819019e-09  2.50000000e+00 
 4.97784768e-10  4.97784768e-10  1.63186287e-09  2.50000000e+00 
 4.98284768e-10  4.98284768e-10  1.62568925e-09  2.50000000e+00 
 4.98784768e-10  4.98784768e-10  1.61966568e-09  2.50000000e+00 
 4.99284768e-10  4.99284768e-10  1.61378855e-09  2.50000000e+00 
 4.99784768e-10  4.99784768e-10  1.60805458e-09  2.50000000e+00 
 5.00284768e-10  5.00284768e-10  1.60245955e-09  2.50000000e+00 
 5.00784768e-10  5.00784768e-10  1.59700042e-09  2.50000000e+00 
 5.01284768e-10  5.01284768e-10  1.59167413e-09  2.50000000e+00 
 5.01784768e-10  5.01784768e-10  1.58647739e-09  2.50000000e+00 
 5.02284768e-10  5.02284768e-10  1.58140706e-09  2.50000000e+00 
 5.02784768e-10  5.02784768e-10  1.57645991e-09  2.50000000e+00 
 5.03284768e-10  5.03284768e-10  1.57163288e-09  2.50000000e+00 
 5.03784768e-10  5.03784768e-10  1.56692320e-09  2.50000000e+00 
 5.04284768e-10  5.04284768e-10  1.56232782e-09  2.50000000e+00 
 5.04784768e-10  5.04784768e-10  1.55784463e-09  2.50000000e+00 
 5.05284768e-10  5.05284768e-10  1.55347024e-09  2.50000000e+00 
 5.05784768e-10  5.05784768e-10  1.54920199e-09  2.50000000e+00 
 5.06284768e-10  5.06284768e-10  1.54503765e-09  2.50000000e+00 
 5.06784768e-10  5.06784768e-10  1.54097463e-09  2.50000000e+00 
 5.07284768e-10  5.07284768e-10  1.53701024e-09  2.50000000e+00 
 5.07784768e-10  5.07784768e-10  1.53314206e-09  2.50000000e+00 
 5.08284768e-10  5.08284768e-10  1.52936797e-09  2.50000000e+00 
 5.08784768e-10  5.08784768e-10  1.52568563e-09  2.50000000e+00 
 5.09284768e-10  5.09284768e-10  1.52209306e-09  2.50000000e+00 
 5.09784768e-10  5.09784768e-10  1.51858809e-09  2.50000000e+00 
 5.10284768e-10  5.10284768e-10  1.51516816e-09  2.50000000e+00 
 5.10784768e-10  5.10784768e-10  1.51183122e-09  2.50000000e+00 
 5.11284768e-10  5.11284768e-10  1.50857549e-09  2.50000000e+00 
 5.11784768e-10  5.11784768e-10  1.50539919e-09  2.50000000e+00 
 5.12284768e-10  5.12284768e-10  1.50230034e-09  2.50000000e+00 
 5.12784768e-10  5.12784768e-10  1.49927659e-09  2.50000000e+00 
 5.13284768e-10  5.13284768e-10  1.49632612e-09  2.50000000e+00 
 5.13784768e-10  5.13784768e-10  1.49344725e-09  2.50000000e+00 
 5.14284768e-10  5.14284768e-10  1.49063822e-09  2.50000000e+00 
 5.14784768e-10  5.14784768e-10  1.48789780e-09  2.50000000e+00 
 5.15284768e-10  5.15284768e-10  1.48522400e-09  2.50000000e+00 
 5.15784768e-10  5.15784768e-10  1.48261503e-09  2.50000000e+00 
 5.16284768e-10  5.16284768e-10  1.48006951e-09  2.50000000e+00 
 5.16784768e-10  5.16784768e-10  1.47758600e-09  2.50000000e+00 
 5.17284768e-10  5.17284768e-10  1.47516288e-09  2.50000000e+00 
 5.17784768e-10  5.17784768e-10  1.47279855e-09  2.50000000e+00 
 5.18284768e-10  5.18284768e-10  1.47049195e-09  2.50000000e+00 
 5.18784768e-10  5.18784768e-10  1.46824147e-09  2.50000000e+00 
 5.19284768e-10  5.19284768e-10  1.46604540e-09  2.50000000e+00 
 5.19784768e-10  5.19784768e-10  1.46390283e-09  2.50000000e+00 
 5.20284768e-10  5.20284768e-10  1.46181234e-09  2.50000000e+00 
 5.20784768e-10  5.20784768e-10  1.45977264e-09  2.50000000e+00 
 5.21284768e-10  5.21284768e-10  1.45778251e-09  2.50000000e+00 
 5.21784768e-10  5.21784768e-10  1.45584073e-09  2.50000000e+00 
 5.22284768e-10  5.22284768e-10  1.45394630e-09  2.50000000e+00 
 5.22784768e-10  5.22784768e-10  1.45209772e-09  2.50000000e+00 
 5.23284768e-10  5.23284768e-10  1.45029411e-09  2.50000000e+00 
 5.23784768e-10  5.23784768e-10  1.44853446e-09  2.50000000e+00 
 5.24284768e-10  5.24284768e-10  1.44681761e-09  2.50000000e+00 
 5.24784768e-10  5.24784768e-10  1.44514278e-09  2.50000000e+00 
 5.25284768e-10  5.25284768e-10  1.44350859e-09  2.50000000e+00 
 5.25784768e-10  5.25784768e-10  1.44191381e-09  2.50000000e+00 
 5.26284768e-10  5.26284768e-10  1.44035789e-09  2.50000000e+00 
 5.26784768e-10  5.26784768e-10  1.43883983e-09  2.50000000e+00 
 5.27284768e-10  5.27284768e-10  1.43735845e-09  2.50000000e+00 
 5.27784768e-10  5.27784768e-10  1.43591328e-09  2.50000000e+00 
 5.28284768e-10  5.28284768e-10  1.43450324e-09  2.50000000e+00 
 5.28784768e-10  5.28784768e-10  1.43312751e-09  2.50000000e+00 
 5.29284768e-10  5.29284768e-10  1.43178508e-09  2.50000000e+00 
 5.29784768e-10  5.29784768e-10  1.43047535e-09  2.50000000e+00 
 5.30284768e-10  5.30284768e-10  1.42919748e-09  2.50000000e+00 
 5.30784768e-10  5.30784768e-10  1.42795059e-09  2.50000000e+00 
 5.31284768e-10  5.31284768e-10  1.42673418e-09  2.50000000e+00 
 5.31784768e-10  5.31784768e-10  1.42554751e-09  2.50000000e+00 
 5.32284768e-10  5.32284768e-10  1.42438977e-09  2.50000000e+00 
 5.32784768e-10  5.32784768e-10  1.42326029e-09  2.50000000e+00 
 5.33284768e-10  5.33284768e-10  1.42215811e-09  2.50000000e+00 
 5.33784768e-10  5.33784768e-10  1.42108258e-09  2.50000000e+00 
 5.34284768e-10  5.34284768e-10  1.42003326e-09  2.50000000e+00 
 5.34784768e-10  5.34784768e-10  1.41900941e-09  2.50000000e+00 
 5.35284768e-10  5.35284768e-10  1.41801015e-09  2.50000000e+00 
 5.35784768e-10  5.35784768e-10  1.41703543e-09  2.50000000e+00 
 5.36284768e-10  5.36284768e-10  1.41608447e-09  2.50000000e+00 
 5.36784768e-10  5.36784768e-10  1.41515660e-09  2.50000000e+00 
 5.37284768e-10  5.37284768e-10  1.41425099e-09  2.50000000e+00 
 5.37784768e-10  5.37784768e-10  1.41336742e-09  2.50000000e+00 
 5.38284768e-10  5.38284768e-10  1.41250528e-09  2.50000000e+00 
 5.38784768e-10  5.38784768e-10  1.41166423e-09  2.50000000e+00 
 5.39284768e-10  5.39284768e-10  1.41084372e-09  2.50000000e+00 
 5.39784768e-10  5.39784768e-10  1.41004286e-09  2.50000000e+00 
 5.40284768e-10  5.40284768e-10  1.40926132e-09  2.50000000e+00 
 5.40784768e-10  5.40784768e-10  1.40849904e-09  2.50000000e+00 
 5.41284768e-10  5.41284768e-10  1.40775547e-09  2.50000000e+00 
 5.41784768e-10  5.41784768e-10  1.40703016e-09  2.50000000e+00 
 5.42284768e-10  5.42284768e-10  1.40632217e-09  2.50000000e+00 
 5.42784768e-10  5.42784768e-10  1.40563144e-09  2.50000000e+00 
 5.43284768e-10  5.43284768e-10  1.40495787e-09  2.50000000e+00 
 5.43784768e-10  5.43784768e-10  1.40430034e-09  2.50000000e+00 
 5.44284768e-10  5.44284768e-10  1.40365869e-09  2.50000000e+00 
 5.44784768e-10  5.44784768e-10  1.40303297e-09  2.50000000e+00 
 5.45284768e-10  5.45284768e-10  1.40242229e-09  2.50000000e+00 
 5.45784768e-10  5.45784768e-10  1.40182616e-09  2.50000000e+00 
 5.46284768e-10  5.46284768e-10  1.40124456e-09  2.50000000e+00 
 5.46784768e-10  5.46784768e-10  1.40067713e-09  2.50000000e+00 
 5.47284768e-10  5.47284768e-10  1.40012330e-09  2.50000000e+00 
 5.47784768e-10  5.47784768e-10  1.39958301e-09  2.50000000e+00 
 5.48284768e-10  5.48284768e-10  1.39905604e-09  2.50000000e+00 
 5.48784768e-10  5.48784768e-10  1.39854184e-09  2.50000000e+00 
 5.49284768e-10  5.49284768e-10  1.39804018e-09  2.50000000e+00 
 5.49784768e-10  5.49784768e-10  1.39755080e-09  2.50000000e+00 
 5.50284768e-10  5.50284768e-10  1.39707335e-09  2.50000000e+00 
 5.50784768e-10  5.50784768e-10  1.39660772e-09  2.50000000e+00 
 5.51284768e-10  5.51284768e-10  1.39615319e-09  2.50000000e+00 
 5.51784768e-10  5.51784768e-10  1.39570994e-09  2.50000000e+00 
 5.52284768e-10  5.52284768e-10  1.39527717e-09  2.50000000e+00 
 5.52784768e-10  5.52784768e-10  1.39485479e-09  2.50000000e+00 
 5.53284768e-10  5.53284768e-10  1.39444295e-09  2.50000000e+00 
 5.53784768e-10  5.53784768e-10  1.39404083e-09  2.50000000e+00 
 5.54284768e-10  5.54284768e-10  1.39364859e-09  2.50000000e+00 
 5.54784768e-10  5.54784768e-10  1.39326622e-09  2.50000000e+00 
 5.55284768e-10  5.55284768e-10  1.39289319e-09  2.50000000e+00 
 5.55784768e-10  5.55784768e-10  1.39252909e-09  2.50000000e+00 
 5.56284768e-10  5.56284768e-10  1.39217377e-09  2.50000000e+00 
 5.56784768e-10  5.56784768e-10  1.39182710e-09  2.50000000e+00 
 5.57284768e-10  5.57284768e-10  1.39148870e-09  2.50000000e+00 
 5.57784768e-10  5.57784768e-10  1.39115863e-09  2.50000000e+00 
 5.58284768e-10  5.58284768e-10  1.39083667e-09  2.50000000e+00 
 5.58784768e-10  5.58784768e-10  1.39052270e-09  2.50000000e+00 
 5.59284768e-10  5.59284768e-10  1.39021628e-09  2.50000000e+00 
 5.59784768e-10  5.59784768e-10  1.38991701e-09  2.50000000e+00 
 5.60284768e-10  5.60284768e-10  1.38962514e-09  2.50000000e+00 
 5.60784768e-10  5.60784768e-10  1.38934048e-09  2.50000000e+00 
 5.61284768e-10  5.61284768e-10  1.38906270e-09  2.50000000e+00 
 5.61784768e-10  5.61784768e-10  1.38879136e-09  2.50000000e+00 
 5.62284768e-10  5.62284768e-10  1.38852685e-09  2.50000000e+00 
 5.62784768e-10  5.62784768e-10  1.38826883e-09  2.50000000e+00 
 5.63284768e-10  5.63284768e-10  1.38801715e-09  2.50000000e+00 
 5.63784768e-10  5.63784768e-10  1.38777134e-09  2.50000000e+00 
 5.64284768e-10  5.64284768e-10  1.38753126e-09  2.50000000e+00 
 5.64784768e-10  5.64784768e-10  1.38729706e-09  2.50000000e+00 
 5.65284768e-10  5.65284768e-10  1.38706857e-09  2.50000000e+00 
 5.65784768e-10  5.65784768e-10  1.38684580e-09  2.50000000e+00 
 5.66284768e-10  5.66284768e-10  1.38662853e-09  2.50000000e+00 
 5.66784768e-10  5.66784768e-10  1.38641659e-09  2.50000000e+00 
 5.67284768e-10  5.67284768e-10  1.38620998e-09  2.50000000e+00 
 5.67784768e-10  5.67784768e-10  1.38600825e-09  2.50000000e+00 
 5.68284768e-10  5.68284768e-10  1.38581147e-09  2.50000000e+00 
 5.68784768e-10  5.68784768e-10  1.38561951e-09  2.50000000e+00 
 5.69284768e-10  5.69284768e-10  1.38543227e-09  2.50000000e+00 
 5.69784768e-10  5.69784768e-10  1.38524947e-09  2.50000000e+00 
 5.70284768e-10  5.70284768e-10  1.38507089e-09  2.50000000e+00 
 5.70784768e-10  5.70784768e-10  1.38489664e-09  2.50000000e+00 
 5.71284768e-10  5.71284768e-10  1.38472683e-09  2.50000000e+00 
 5.71784768e-10  5.71784768e-10  1.38456119e-09  2.50000000e+00 
 5.72284768e-10  5.72284768e-10  1.38439959e-09  2.50000000e+00 
 5.72784768e-10  5.72784768e-10  1.38424200e-09  2.50000000e+00 
 5.73284768e-10  5.73284768e-10  1.38408818e-09  2.50000000e+00 
 5.73784768e-10  5.73784768e-10  1.38393802e-09  2.50000000e+00 
 5.74284768e-10  5.74284768e-10  1.38379164e-09  2.50000000e+00 
 5.74784768e-10  5.74784768e-10  1.38364886e-09  2.50000000e+00 
 5.75284768e-10  5.75284768e-10  1.38350925e-09  2.50000000e+00 
 5.75784768e-10  5.75784768e-10  1.38337286e-09  2.50000000e+00 
 5.76284768e-10  5.76284768e-10  1.38323986e-09  2.50000000e+00 
 5.76784768e-10  5.76784768e-10  1.38310985e-09  2.50000000e+00 
 5.77284768e-10  5.77284768e-10  1.38298312e-09  2.50000000e+00 
 5.77784768e-10  5.77784768e-10  1.38285966e-09  2.50000000e+00 
 5.78284768e-10  5.78284768e-10  1.38273915e-09  2.50000000e+00 
 5.78784768e-10  5.78784768e-10  1.38262179e-09  2.50000000e+00 
 5.79284768e-10  5.79284768e-10  1.38250728e-09  2.50000000e+00 
 5.79784768e-10  5.79784768e-10  1.38239581e-09  2.50000000e+00 
 5.80284768e-10  5.80284768e-10  1.38228717e-09  2.50000000e+00 
 5.80784768e-10  5.80784768e-10  1.38218093e-09  2.50000000e+00 
 5.81284768e-10  5.81284768e-10  1.38207751e-09  2.50000000e+00 
 5.81784768e-10  5.81784768e-10  1.38197642e-09  2.50000000e+00 
 5.82284768e-10  5.82284768e-10  1.38187761e-09  2.50000000e+00 
 5.82784768e-10  5.82784768e-10  1.38178124e-09  2.50000000e+00 
 5.83284768e-10  5.83284768e-10  1.38168699e-09  2.50000000e+00 
 5.83784768e-10  5.83784768e-10  1.38159495e-09  2.50000000e+00 
 5.84284768e-10  5.84284768e-10  1.38150524e-09  2.50000000e+00 
 5.84784768e-10  5.84784768e-10  1.38141754e-09  2.50000000e+00 
 5.85284768e-10  5.85284768e-10  1.38133210e-09  2.50000000e+00 
 5.85784768e-10  5.85784768e-10  1.38124889e-09  2.50000000e+00 
 5.86284768e-10  5.86284768e-10  1.38116774e-09  2.50000000e+00 
 5.86784768e-10  5.86784768e-10  1.38108847e-09  2.50000000e+00 
 5.87284768e-10  5.87284768e-10  1.38101131e-09  2.50000000e+00 
 5.87784768e-10  5.87784768e-10  1.38093598e-09  2.50000000e+00 
 5.88284768e-10  5.88284768e-10  1.38086248e-09  2.50000000e+00 
 5.88784768e-10  5.88784768e-10  1.38079109e-09  2.50000000e+00 
 5.89284768e-10  5.89284768e-10  1.38072143e-09  2.50000000e+00 
 5.89784768e-10  5.89784768e-10  1.38065348e-09  2.50000000e+00 
 5.90284768e-10  5.90284768e-10  1.38058698e-09  2.50000000e+00 
 5.90784768e-10  5.90784768e-10  1.38052186e-09  2.50000000e+00 
 5.91284768e-10  5.91284768e-10  1.38045819e-09  2.50000000e+00 
 5.91784768e-10  5.91784768e-10  1.38039641e-09  2.50000000e+00 
 5.92284768e-10  5.92284768e-10  1.38033607e-09  2.50000000e+00 
 5.92784768e-10  5.92784768e-10  1.38027689e-09  2.50000000e+00 
 5.93284768e-10  5.93284768e-10  1.38021894e-09  2.50000000e+00 
 5.93784768e-10  5.93784768e-10  1.38016260e-09  2.50000000e+00 
 5.94284768e-10  5.94284768e-10  1.38010758e-09  2.50000000e+00 
 5.94784768e-10  5.94784768e-10  1.38005407e-09  2.50000000e+00 
 5.95284768e-10  5.95284768e-10  1.38000200e-09  2.50000000e+00 
 5.95784768e-10  5.95784768e-10  1.37995115e-09  2.50000000e+00 
 5.96284768e-10  5.96284768e-10  1.37990164e-09  2.50000000e+00 
 5.96784768e-10  5.96784768e-10  1.37985318e-09  2.50000000e+00 
 5.97284768e-10  5.97284768e-10  1.37980588e-09  2.50000000e+00 
 5.97784768e-10  5.97784768e-10  1.37975986e-09  2.50000000e+00 
 5.98284768e-10  5.98284768e-10  1.37971456e-09  2.50000000e+00 
 5.98784768e-10  5.98784768e-10  1.37967032e-09  2.50000000e+00 
 5.99284768e-10  5.99284768e-10  1.37962752e-09  2.50000000e+00 
 5.99784768e-10  5.99784768e-10  1.37958600e-09  2.50000000e+00 
 6.00284768e-10  6.00284768e-10  1.37954548e-09  2.50000000e+00 
 6.00784768e-10  6.00784768e-10  1.37950551e-09  2.50000000e+00 
 6.01284768e-10  6.01284768e-10  1.37946671e-09  2.50000000e+00 
 6.01784768e-10  6.01784768e-10  1.37942918e-09  2.50000000e+00 
 6.02284768e-10  6.02284768e-10  1.37939221e-09  2.50000000e+00 
 6.02784768e-10  6.02784768e-10  1.37935613e-09  2.50000000e+00 
 6.03284768e-10  6.03284768e-10  1.37932105e-09  2.50000000e+00 
 6.03784768e-10  6.03784768e-10  1.37928685e-09  2.50000000e+00 
 6.04284768e-10  6.04284768e-10  1.37925349e-09  2.50000000e+00 
 6.04784768e-10  6.04784768e-10  1.37922096e-09  2.50000000e+00 
 6.05284768e-10  6.05284768e-10  1.37918926e-09  2.50000000e+00 
 6.05784768e-10  6.05784768e-10  1.37915834e-09  2.50000000e+00 
 6.06284768e-10  6.06284768e-10  1.37912787e-09  2.50000000e+00 
 6.06784768e-10  6.06784768e-10  1.37909828e-09  2.50000000e+00 
 6.07284768e-10  6.07284768e-10  1.37906936e-09  2.50000000e+00 
 6.07784768e-10  6.07784768e-10  1.37904099e-09  2.50000000e+00 
