 1.00000000e-03  1.99970082e+00  1.00000000e-03  1.19982049e+00  1.00000000e-03  2.58195726e+00 
 2.00000000e-03  1.99969771e+00  2.00000000e-03  1.19981862e+00  2.00000000e-03  2.57449653e+00 
 3.00000000e-03  1.99969532e+00  3.00000000e-03  1.19981719e+00  3.00000000e-03  2.56876357e+00 
 4.00000000e-03  1.99969331e+00  4.00000000e-03  1.19981598e+00  4.00000000e-03  2.56393990e+00 
 5.00000000e-03  1.99969154e+00  5.00000000e-03  1.19981492e+00  5.00000000e-03  2.55968697e+00 
 6.00000000e-03  1.99968993e+00  6.00000000e-03  1.19981396e+00  6.00000000e-03  2.55584125e+00 
 7.00000000e-03  1.99968846e+00  7.00000000e-03  1.19981308e+00  7.00000000e-03  2.55230444e+00 
 8.00000000e-03  1.99968709e+00  8.00000000e-03  1.19981225e+00  8.00000000e-03  2.54901232e+00 
 9.00000000e-03  1.99968580e+00  9.00000000e-03  1.19981148e+00  9.00000000e-03  2.54592021e+00 
 1.00000000e-02  1.99968458e+00  1.00000000e-02  1.19981075e+00  1.00000000e-02  2.54299557e+00 
 1.10000000e-02  1.99968342e+00  1.10000000e-02  1.19981005e+00  1.10000000e-02  2.54021382e+00 
 1.20000000e-02  1.99968231e+00  1.20000000e-02  1.19980939e+00  1.20000000e-02  2.53755586e+00 
 1.30000000e-02  1.99968125e+00  1.30000000e-02  1.19980875e+00  1.30000000e-02  2.53500650e+00 
 1.40000000e-02  1.99968023e+00  1.40000000e-02  1.19980814e+00  1.40000000e-02  2.53255344e+00 
 1.50000000e-02  1.99967924e+00  1.50000000e-02  1.19980755e+00  1.50000000e-02  2.53018652e+00 
 1.60000000e-02  1.99967829e+00  1.60000000e-02  1.19980697e+00  1.60000000e-02  2.52789726e+00 
 1.70000000e-02  1.99967737e+00  1.70000000e-02  1.19980642e+00  1.70000000e-02  2.52567847e+00 
 1.80000000e-02  1.99967647e+00  1.80000000e-02  1.19980588e+00  1.80000000e-02  2.52352403e+00 
 1.90000000e-02  1.99967560e+00  1.90000000e-02  1.19980536e+00  1.90000000e-02  2.52142865e+00 
 2.00000000e-02  1.99967474e+00  2.00000000e-02  1.19980485e+00  2.00000000e-02  2.51938771e+00 
 2.10000000e-02  1.99967392e+00  2.10000000e-02  1.19980435e+00  2.10000000e-02  2.51739718e+00 
 2.20000000e-02  1.99967311e+00  2.20000000e-02  1.19980386e+00  2.20000000e-02  2.51545351e+00 
 2.30000000e-02  1.99967231e+00  2.30000000e-02  1.19980339e+00  2.30000000e-02  2.51355352e+00 
 2.40000000e-02  1.99967154e+00  2.40000000e-02  1.19980292e+00  2.40000000e-02  2.51169441e+00 
