 1.00000000e+03  1.00000000e+03  0.00000000e+00  1.00000000e+03 -6.73816079e+01  1.00000000e+03  8.33707999e-03  1.00000000e+03  5.23647832e+00 
 1.02329299e+03  1.02329299e+03  0.00000000e+00  1.02329299e+03 -6.73815937e+01  1.02329299e+03  8.53126623e-03  1.02329299e+03  5.23647832e+00 
 1.04712855e+03  1.04712855e+03  0.00000000e+00  1.04712855e+03 -6.73815788e+01  1.04712855e+03  8.72997498e-03  1.04712855e+03  5.23647832e+00 
 1.07151931e+03  1.07151931e+03  0.00000000e+00  1.07151931e+03 -6.73815632e+01  1.07151931e+03  8.93331154e-03  1.07151931e+03  5.23647832e+00 
 1.09647820e+03  1.09647820e+03  0.00000000e+00  1.09647820e+03 -6.73815469e+01  1.09647820e+03  9.14138365e-03  1.09647820e+03  5.23647832e+00 
 1.12201845e+03  1.12201845e+03  0.00000000e+00  1.12201845e+03 -6.73815298e+01  1.12201845e+03  9.35430157e-03  1.12201845e+03  5.23647832e+00 
 1.14815362e+03  1.14815362e+03  0.00000000e+00  1.14815362e+03 -6.73815119e+01  1.14815362e+03  9.57217810e-03  1.14815362e+03  5.23647832e+00 
 1.17489755e+03  1.17489755e+03  0.00000000e+00  1.17489755e+03 -6.73814932e+01  1.17489755e+03  9.79512870e-03  1.17489755e+03  5.23647832e+00 
 1.20226443e+03  1.20226443e+03  0.00000000e+00  1.20226443e+03 -6.73814736e+01  1.20226443e+03  1.00232715e-02  1.20226443e+03  5.23647832e+00 
 1.23026877e+03  1.23026877e+03  0.00000000e+00  1.23026877e+03 -6.73814530e+01  1.23026877e+03  1.02567273e-02  1.23026877e+03  5.23647832e+00 
 1.25892541e+03  1.25892541e+03  0.00000000e+00  1.25892541e+03 -6.73814315e+01  1.25892541e+03  1.04956198e-02  1.25892541e+03  5.23647832e+00 
 1.28824955e+03  1.28824955e+03  0.00000000e+00  1.28824955e+03 -6.73814090e+01  1.28824955e+03  1.07400757e-02  1.28824955e+03  5.23647832e+00 
 1.31825674e+03  1.31825674e+03  0.00000000e+00  1.31825674e+03 -6.73813854e+01  1.31825674e+03  1.09902243e-02  1.31825674e+03  5.23647832e+00 
 1.34896288e+03  1.34896288e+03  0.00000000e+00  1.34896288e+03 -6.73813607e+01  1.34896288e+03  1.12461982e-02  1.34896288e+03  5.23647832e+00 
 1.38038426e+03  1.38038426e+03  0.00000000e+00  1.38038426e+03 -6.73813348e+01  1.38038426e+03  1.15081330e-02  1.38038426e+03  5.23647832e+00 
 1.41253754e+03  1.41253754e+03  0.00000000e+00  1.41253754e+03 -6.73813078e+01  1.41253754e+03  1.17761673e-02  1.41253754e+03  5.23647832e+00 
 1.44543977e+03  1.44543977e+03  0.00000000e+00  1.44543977e+03 -6.73812794e+01  1.44543977e+03  1.20504433e-02  1.44543977e+03  5.23647832e+00 
 1.47910839e+03  1.47910839e+03  0.00000000e+00  1.47910839e+03 -6.73812497e+01  1.47910839e+03  1.23311061e-02  1.47910839e+03  5.23647832e+00 
 1.51356125e+03  1.51356125e+03  0.00000000e+00  1.51356125e+03 -6.73812186e+01  1.51356125e+03  1.26183044e-02  1.51356125e+03  5.23647832e+00 
 1.54881662e+03  1.54881662e+03  0.00000000e+00  1.54881662e+03 -6.73811861e+01  1.54881662e+03  1.29121902e-02  1.54881662e+03  5.23647832e+00 
 1.58489319e+03  1.58489319e+03  0.00000000e+00  1.58489319e+03 -6.73811520e+01  1.58489319e+03  1.32129192e-02  1.58489319e+03  5.23647832e+00 
 1.62181010e+03  1.62181010e+03  0.00000000e+00  1.62181010e+03 -6.73811163e+01  1.62181010e+03  1.35206506e-02  1.62181010e+03  5.23647832e+00 
 1.65958691e+03  1.65958691e+03  0.00000000e+00  1.65958691e+03 -6.73810789e+01  1.65958691e+03  1.38355473e-02  1.65958691e+03  5.23647832e+00 
 1.69824365e+03  1.69824365e+03  0.00000000e+00  1.69824365e+03 -6.73810398e+01  1.69824365e+03  1.41577761e-02  1.69824365e+03  5.23647832e+00 
 1.73780083e+03  1.73780083e+03  0.00000000e+00  1.73780083e+03 -6.73809988e+01  1.73780083e+03  1.44875075e-02  1.73780083e+03  5.23647832e+00 
 1.77827941e+03  1.77827941e+03  0.00000000e+00  1.77827941e+03 -6.73809559e+01  1.77827941e+03  1.48249161e-02  1.77827941e+03  5.23647832e+00 
 1.81970086e+03  1.81970086e+03  0.00000000e+00  1.81970086e+03 -6.73809109e+01  1.81970086e+03  1.51701804e-02  1.81970086e+03  5.23647832e+00 
 1.86208714e+03  1.86208714e+03  0.00000000e+00  1.86208714e+03 -6.73808639e+01  1.86208714e+03  1.55234833e-02  1.86208714e+03  5.23647832e+00 
 1.90546072e+03  1.90546072e+03  0.00000000e+00  1.90546072e+03 -6.73808146e+01  1.90546072e+03  1.58850116e-02  1.90546072e+03  5.23647832e+00 
 1.94984460e+03  1.94984460e+03  0.00000000e+00  1.94984460e+03 -6.73807630e+01  1.94984460e+03  1.62549567e-02  1.94984460e+03  5.23647832e+00 
 1.99526231e+03  1.99526231e+03  0.00000000e+00  1.99526231e+03 -6.73807090e+01  1.99526231e+03  1.66335144e-02  1.99526231e+03  5.23647832e+00 
 2.04173794e+03  2.04173794e+03  0.00000000e+00  2.04173794e+03 -6.73806524e+01  2.04173794e+03  1.70208848e-02  2.04173794e+03  5.23647832e+00 
 2.08929613e+03  2.08929613e+03  0.00000000e+00  2.08929613e+03 -6.73805932e+01  2.08929613e+03  1.74172730e-02  2.08929613e+03  5.23647832e+00 
 2.13796209e+03  2.13796209e+03  0.00000000e+00  2.13796209e+03 -6.73805311e+01  2.13796209e+03  1.78228886e-02  2.13796209e+03  5.23647832e+00 
 2.18776162e+03  2.18776162e+03  0.00000000e+00  2.18776162e+03 -6.73804662e+01  2.18776162e+03  1.82379461e-02  2.18776162e+03  5.23647832e+00 
 2.23872114e+03  2.23872114e+03  0.00000000e+00  2.23872114e+03 -6.73803982e+01  2.23872114e+03  1.86626651e-02  2.23872114e+03  5.23647832e+00 
 2.29086765e+03  2.29086765e+03  0.00000000e+00  2.29086765e+03 -6.73803270e+01  2.29086765e+03  1.90972701e-02  2.29086765e+03  5.23647832e+00 
 2.34422882e+03  2.34422882e+03  0.00000000e+00  2.34422882e+03 -6.73802524e+01  2.34422882e+03  1.95419909e-02  2.34422882e+03  5.23647832e+00 
 2.39883292e+03  2.39883292e+03  0.00000000e+00  2.39883292e+03 -6.73801743e+01  2.39883292e+03  1.99970625e-02  2.39883292e+03  5.23647832e+00 
 2.45470892e+03  2.45470892e+03  0.00000000e+00  2.45470892e+03 -6.73800926e+01  2.45470892e+03  2.04627256e-02  2.45470892e+03  5.23647832e+00 
 2.51188643e+03  2.51188643e+03  0.00000000e+00  2.51188643e+03 -6.73800070e+01  2.51188643e+03  2.09392262e-02  2.51188643e+03  5.23647833e+00 
 2.57039578e+03  2.57039578e+03  0.00000000e+00  2.57039578e+03 -6.73799173e+01  2.57039578e+03  2.14268160e-02  2.57039578e+03  5.23647833e+00 
 2.63026799e+03  2.63026799e+03  0.00000000e+00  2.63026799e+03 -6.73798234e+01  2.63026799e+03  2.19257528e-02  2.63026799e+03  5.23647833e+00 
 2.69153480e+03  2.69153480e+03  0.00000000e+00  2.69153480e+03 -6.73797252e+01  2.69153480e+03  2.24363000e-02  2.69153480e+03  5.23647833e+00 
 2.75422870e+03  2.75422870e+03  0.00000000e+00  2.75422870e+03 -6.73796222e+01  2.75422870e+03  2.29587273e-02  2.75422870e+03  5.23647833e+00 
 2.81838293e+03  2.81838293e+03  0.00000000e+00  2.81838293e+03 -6.73795145e+01  2.81838293e+03  2.34933105e-02  2.81838293e+03  5.23647833e+00 
 2.88403150e+03  2.88403150e+03  0.00000000e+00  2.88403150e+03 -6.73794016e+01  2.88403150e+03  2.40403319e-02  2.88403150e+03  5.23647833e+00 
 2.95120923e+03  2.95120923e+03  0.00000000e+00  2.95120923e+03 -6.73792835e+01  2.95120923e+03  2.46000801e-02  2.95120923e+03  5.23647833e+00 
 3.01995172e+03  3.01995172e+03  0.00000000e+00  3.01995172e+03 -6.73791598e+01  3.01995172e+03  2.51728507e-02  3.01995172e+03  5.23647833e+00 
 3.09029543e+03  3.09029543e+03  0.00000000e+00  3.09029543e+03 -6.73790302e+01  3.09029543e+03  2.57589457e-02  3.09029543e+03  5.23647833e+00 
 3.16227766e+03  3.16227766e+03  0.00000000e+00  3.16227766e+03 -6.73788946e+01  3.16227766e+03  2.63586743e-02  3.16227766e+03  5.23647833e+00 
